k,precision_at_k,recall_at_k,ndcg_at_k,query_count
1,0.28994082840236685,0.28994082840236685,0.28994082840236685,169
3,0.2031558185404339,0.6094674556213018,0.4744955746407494,169
5,0.14201183431952663,0.7100591715976331,0.5149656351615797,169
10,0.0940828402366864,0.9408284023668639,0.5913019224255992,169
