feature_name,non_zero_count,non_zero_ratio,mean_bonus,max_bonus,total_bonus,correlation_with_hit,comment
district_bonus,1439,0.8514792899408284,0.718491124260355,1.0,1214.25,0.2617158326249076,hit 후보와 양의 상관을 보여 성능 개선 근거로 설명 가능
place_type_bonus,1589,0.9402366863905326,0.9029881656804735,1.0,1526.0500000000002,0.04155224301675615,활성화되지만 단독 hit 상관은 제한적
time_bonus,1690,1.0,0.5783727810650888,1.0,977.45,-0.013215961637420956,활성화되지만 단독 hit 상관은 제한적
context_bonus,1595,0.9437869822485208,0.3618047337278107,1.0,611.45,0.19800554203260362,hit 후보와 양의 상관을 보여 성능 개선 근거로 설명 가능
target_bonus,1427,0.8443786982248521,0.6190828402366864,1.0,1046.25,0.0007938866858449606,활성화되지만 단독 hit 상관은 제한적
rank_bonus,1690,1.0,0.8402609023668639,1.0,1420.040925,-0.11881653809957117,활성화되지만 단독 hit 상관은 제한적
