k,precision_at_k,recall_at_k,ndcg_at_k,query_count
1,0.04285714285714286,0.04285714285714286,0.04285714285714286,70
3,0.02857142857142857,0.08571428571428572,0.06428571428571428,70
5,0.037142857142857144,0.18571428571428572,0.10484915575940494,70
10,0.027142857142857146,0.2714285714285714,0.13335738309272524,70
