query_id,candidate_name,date,time,district,place_type,target_voter_group,context_tags,raw_rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,place_id,candidate_source
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,15,궁산근린공원,강서구,park,0.5946,36,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,16,샘말공원(관악산근린공원 샘말지구),관악구,park,0.59,108,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,17,염창근린공원,강서구,park,0.5899,58,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,18,동명근린공원,강동구,park,0.5893,49,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,19,중마루근린공원,영등포구,park,0.5891,8,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,20,발바닥공원,도봉구,park,0.5888,98,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,21,성수근린공원,성동구,park,0.5878,11,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,22,달맞이근린공원,성동구,park,0.5851,104,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,23,홍대입구,마포구,subway,0.5848,202602_2호선_홍대입구,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,24,동대문종합시장,종로구,market,0.5837,종로구_동대문종합시장,market
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,25,장안 마실 골목형상점가,동대문구,market,0.5827,동대문구_장안_마실_골목형상점가,market
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,26,서울창포원,도봉구,park,0.5824,90,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,27,신대방,동작구,subway,0.5796,202602_2호선_신대방,subway
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,28,금천폭포근린공원,금천구,park,0.5781,96,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,29,삼일근린공원,동작구,park,0.5778,78,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,30,숭인근린공원,종로구,park,0.5775,124,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,31,마로니에공원,종로구,park,0.5773,50,park
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,오세훈,2026-05-01,11:40,종로구,노동현장,노동자,manual_visual_review;address_review_required;노동현장;현장방문;종로구;오전,32,허준공원,강서구,park,0.5765,34,park
