k,precision_at_k,recall_at_k,ndcg_at_k,query_count
1,0.02857142857142857,0.02857142857142857,0.02857142857142857,70
3,0.009523809523809523,0.02857142857142857,0.02857142857142857,70
5,0.02,0.1,0.05682982552873656,70
10,0.027142857142857146,0.2714285714285714,0.11047331575897554,70
