query_id,rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,district_bonus,place_type_bonus,time_bonus,context_bonus,target_bonus,score
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,1,남대문시장,중구,market,0.6592,0.0,0.15,0.1,0.07,0.06,1.0392
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,2,마장축산물시장,성동구,market,0.4644,0.18,0.15,0.1,0.07,0.06,1.0244
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,3,성동용답상가시장,성동구,market,0.4344,0.18,0.15,0.1,0.07,0.06,0.9944
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,4,송정벚꽃골목형상점가,성동구,market,0.4303,0.18,0.15,0.1,0.07,0.06,0.9903
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,5,사근살곶이골목형상점가시장,성동구,market,0.4268,0.18,0.15,0.1,0.07,0.06,0.9868
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,6,금남시장,성동구,market,0.4235,0.18,0.15,0.1,0.07,0.06,0.9835
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,7,뚝도시장,성동구,market,0.4212,0.18,0.15,0.1,0.07,0.06,0.9812
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,8,동대문종합시장,종로구,market,0.5837,0.0,0.15,0.1,0.07,0.06,0.9637
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,9,장안 마실 골목형상점가,동대문구,market,0.5827,0.0,0.15,0.1,0.07,0.06,0.9627
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,10,천호로데오거리상점가,강동구,market,0.5458,0.0,0.15,0.1,0.07,0.06,0.9258
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,1,종로노인종합복지관,종로구,senior_friendly,0.7444,0.18,0.0,0.1,0.0,0.0,1.0244
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,2,낙산근린공원,종로구,park,0.6697,0.18,0.0,0.06,0.0,0.0,0.9097
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,3,북악산도시자연공원,종로구,park,0.6574,0.18,0.0,0.06,0.0,0.0,0.8974
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,4,인왕산도시자연공원,종로구,park,0.626,0.18,0.0,0.06,0.0,0.0,0.866
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,5,동대문종합시장,종로구,market,0.5837,0.18,0.0,0.1,0.0,0.0,0.8637
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,6,세종로공원,종로구,park,0.6186,0.18,0.0,0.06,0.0,0.0,0.8586
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,7,경희궁,종로구,park,0.6141,0.18,0.0,0.06,0.0,0.0,0.8541
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,8,삼청근린공원,종로구,park,0.6088,0.18,0.0,0.06,0.0,0.0,0.8488
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,9,광화문시민열린마당,종로구,park,0.6025,0.18,0.0,0.06,0.0,0.0,0.8425
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,10,와룡근린공원,종로구,park,0.5976,0.18,0.0,0.06,0.0,0.0,0.8376
OH_20260501_1550_성동구_서울숲_OH_0019,1,서울숲,성동구,park,0.6805,0.18,0.15,0.12,0.06,0.05,1.2405
OH_20260501_1550_성동구_서울숲_OH_0019,2,응봉공원 (대현산배수지공원),성동구,park,0.637,0.18,0.15,0.12,0.06,0.05,1.197
OH_20260501_1550_성동구_서울숲_OH_0019,3,금호근린공원,성동구,park,0.6352,0.18,0.15,0.12,0.06,0.05,1.1952
OH_20260501_1550_성동구_서울숲_OH_0019,4,성수근린공원,성동구,park,0.6055,0.18,0.15,0.12,0.06,0.05,1.1655
OH_20260501_1550_성동구_서울숲_OH_0019,5,달맞이근린공원,성동구,park,0.6016,0.18,0.15,0.12,0.06,0.05,1.1616
OH_20260501_1550_성동구_서울숲_OH_0019,6,봉은공원,강남구,park,0.7451,0.0,0.15,0.12,0.06,0.05,1.1251
OH_20260501_1550_성동구_서울숲_OH_0019,7,월드컵공원,마포구,park,0.7425,0.0,0.15,0.12,0.06,0.05,1.1225
OH_20260501_1550_성동구_서울숲_OH_0019,8,중랑캠핑숲,중랑구,park,0.7412,0.0,0.15,0.12,0.06,0.05,1.1212
OH_20260501_1550_성동구_서울숲_OH_0019,9,백련근린공원,서대문구,park,0.7275,0.0,0.15,0.12,0.06,0.05,1.1075
OH_20260501_1550_성동구_서울숲_OH_0019,10,남산공원,중구,park,0.7185,0.0,0.15,0.12,0.06,0.05,1.0985
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,1,서울숲,성동구,park,0.6805,0.18,0.15,0.06,0.06,0.05,1.1805
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,2,응봉공원 (대현산배수지공원),성동구,park,0.637,0.18,0.15,0.06,0.06,0.05,1.137
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,3,금호근린공원,성동구,park,0.6352,0.18,0.15,0.06,0.06,0.05,1.1352
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,4,성수근린공원,성동구,park,0.6055,0.18,0.15,0.06,0.06,0.05,1.1055
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,5,달맞이근린공원,성동구,park,0.6016,0.18,0.15,0.06,0.06,0.05,1.1016
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,6,봉은공원,강남구,park,0.7451,0.0,0.15,0.06,0.06,0.05,1.0651
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,7,월드컵공원,마포구,park,0.7425,0.0,0.15,0.06,0.06,0.05,1.0625
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,8,중랑캠핑숲,중랑구,park,0.7412,0.0,0.15,0.06,0.06,0.05,1.0612
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,9,백련근린공원,서대문구,park,0.7275,0.0,0.15,0.06,0.06,0.05,1.0475
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,10,남산공원,중구,park,0.7185,0.0,0.15,0.06,0.06,0.05,1.0385
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,1,월드컵공원,마포구,park,0.7248,0.18,0.15,0.0,0.06,0.05,1.1648
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,2,문화비축기지,마포구,park,0.6163,0.18,0.15,0.0,0.06,0.05,1.0563
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,3,와우근린공원,마포구,park,0.6129,0.18,0.15,0.0,0.06,0.05,1.0529
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,4,상암근린공원,마포구,park,0.6077,0.18,0.15,0.0,0.06,0.05,1.0477
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,5,외국인묘지공원,마포구,park,0.565,0.18,0.15,0.0,0.06,0.05,1.005
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,6,봉은공원,강남구,park,0.7275,0.0,0.15,0.0,0.06,0.05,0.9875
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,7,중랑캠핑숲,중랑구,park,0.7213,0.0,0.15,0.0,0.06,0.05,0.9813
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,8,백련근린공원,서대문구,park,0.7077,0.0,0.15,0.0,0.06,0.05,0.9677
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,9,남산공원,중구,park,0.6998,0.0,0.15,0.0,0.06,0.05,0.9598
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,10,안산도시자연공원,서대문구,park,0.6971,0.0,0.15,0.0,0.06,0.05,0.9571
OH_20260502_0930_성북구_상경청년자취방_OH_0022,1,시립성북노인종합복지관,성북구,senior_friendly,0.7477,0.18,0.0,0.05,0.0,0.0,0.9777
OH_20260502_0930_성북구_상경청년자취방_OH_0022,2,청량공원,성북구,park,0.6438,0.18,0.0,0.0,0.0,0.0,0.8238
OH_20260502_0930_성북구_상경청년자취방_OH_0022,3,개운산근린공원,성북구,park,0.6322,0.18,0.0,0.0,0.0,0.0,0.8122
OH_20260502_0930_성북구_상경청년자취방_OH_0022,4,성북근린공원,성북구,park,0.6182,0.18,0.0,0.0,0.0,0.0,0.7982
OH_20260502_0930_성북구_상경청년자취방_OH_0022,5,월곡달빛오거리골목형상점가,성북구,market,0.4287,0.18,0.0,0.05,0.0,0.0,0.6587
OH_20260502_0930_성북구_상경청년자취방_OH_0022,6,석계음식문화거리,성북구,market,0.4284,0.18,0.0,0.05,0.0,0.0,0.6584
OH_20260502_0930_성북구_상경청년자취방_OH_0022,7,종암북바위길골목형상점가,성북구,market,0.4276,0.18,0.0,0.05,0.0,0.0,0.6576
OH_20260502_0930_성북구_상경청년자취방_OH_0022,8,돈암시장,성북구,market,0.4266,0.18,0.0,0.05,0.0,0.0,0.6566
OH_20260502_0930_성북구_상경청년자취방_OH_0022,9,정릉시장,성북구,market,0.4258,0.18,0.0,0.05,0.0,0.0,0.6558
OH_20260502_0930_성북구_상경청년자취방_OH_0022,10,성북천골목형상점가,성북구,market,0.4235,0.18,0.0,0.05,0.0,0.0,0.6535
OH_20260503_0830_용산구_효창운동장_OH_0027,1,남대문시장,중구,market,0.6592,0.0,0.15,0.05,0.07,0.06,0.9892
OH_20260503_0830_용산구_효창운동장_OH_0027,2,용산용문시장,용산구,market,0.4279,0.18,0.15,0.05,0.07,0.06,0.9379
OH_20260503_0830_용산구_효창운동장_OH_0027,3,이촌종합시장,용산구,market,0.4223,0.18,0.15,0.05,0.07,0.06,0.9323
OH_20260503_0830_용산구_효창운동장_OH_0027,4,동대문종합시장,종로구,market,0.5837,0.0,0.15,0.05,0.07,0.06,0.9137
OH_20260503_0830_용산구_효창운동장_OH_0027,5,장안 마실 골목형상점가,동대문구,market,0.5827,0.0,0.15,0.05,0.07,0.06,0.9127
