query_id,gold_place_name,gold_district,raw_candidate_count,in_raw_top50,best_raw_rank,in_optimized_top10,best_optimized_rank,coverage_status
OH_20260429_1030_성동구_쌍리단길생문시장_OH_0008,쌍리단길·생문시장,성동구,29,True,22,True,7,covered
OH_20260501_1140_종로구_서울배달라이더현장_OH_0016,서울배달라이더 현장,종로구,50,True,13,True,10,covered
OH_20260501_1550_성동구_서울숲_OH_0019,서울숲,성동구,35,True,6,True,1,covered
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,서울숲 야외무대,성동구,35,True,6,True,1,covered
OH_20260502_0700_마포구_상암동월드컵공원_OH_0021,상암동 월드컵공원,마포구,22,True,2,True,1,covered
OH_20260502_0930_성북구_상경청년자취방_OH_0022,상경청년 자취방,성북구,50,True,15,True,5,covered
OH_20260503_0830_용산구_효창운동장_OH_0027,효창운동장,용산구,44,True,15,True,1,covered
OH_20260504_1400_구로구_온수역_OH_0034,온수역,구로구,50,True,14,True,3,covered
OH_20260505_1330_중구_서울광장_OH_0038,서울광장,중구,11,True,11,True,6,covered
OH_20260505_1430_중구_ddp_OH_0039,DDP,중구,50,True,11,True,7,covered
OH_20260505_1540_서초구_예술의전당_OH_0040,예술의전당,서초구,50,True,11,True,7,covered
OH_20260506_0640_성동구_마장동축산물시장_OH_0041,마장동축산물시장,성동구,29,True,16,True,2,covered
OH_20260506_1030_중구_장충체육관_OH_0042,장충체육관,중구,27,True,12,True,3,covered
OH_20260507_1000_영등포구_대림1구역재개발현장_OH_0047,대림1구역 재개발 현장,영등포구,50,True,11,True,1,covered
OH_20260507_1500_광진구_구의2동주택재개발후보지_OH_0050,구의2동 주택재개발 후보지,광진구,50,True,11,True,2,covered
OH_20260508_1030_중구_서울장애인종합복지관_OH_0052,서울장애인종합복지관,중구,27,True,11,True,1,covered
OH_20260508_1400_서대문구_가좌역광장_OH_0053,가좌역광장,서대문구,50,True,11,True,5,covered
OH_20260509_1500_동대문구_청량리경동시장일대_OH_0058,청량리 경동시장 일대,동대문구,50,True,4,True,4,covered
OH_20260511_1420_구로구_고척1동이동약자현장_OH_0062,고척1동 이동약자 현장,구로구,50,True,12,True,7,covered
OH_20260512_1000_종로구_광화문광장감사의정원_OH_0065,광화문광장 감사의정원,종로구,33,True,11,False,,covered
OH_20260515_1500_송파구_잠실mice현장_OH_0083,잠실 MICE 현장,송파구,50,True,12,True,6,covered
OH_20260516_0830_노원구_공릉동_OH_0086,공릉동,노원구,50,True,9,True,4,covered
OH_20260516_1000_송파구_잠실보조경기장_OH_0087,잠실보조경기장,송파구,18,True,11,True,7,covered
OH_20260517_1300_중랑구_중랑서울장미축제_OH_0093,중랑 서울장미축제,중랑구,50,True,13,True,6,covered
OH_20260518_1130_영등포구_서울청년취업사관학교_OH_0097,서울 청년취업사관학교,영등포구,50,True,11,True,8,covered
OH_20260518_1220_영등포구_서울시창업지원시설_OH_0098,서울시 창업지원시설,영등포구,50,True,12,True,6,covered
OH_20260519_1000_종로구_창신동쪽방촌온기창고_OH_0102,창신동쪽방촌 온기창고,종로구,16,True,16,True,1,covered
OH_20260519_1030_종로구_창신동문구완구거리_OH_0103,창신동 문구완구거리,종로구,42,True,13,True,7,covered
OH_20260521_0930_강북구_수유역_OH_0109,수유역,강북구,50,True,12,True,2,covered
OH_20260521_1000_강북구_삼양사거리_OH_0110,삼양사거리,강북구,50,True,11,True,1,covered
OH_20260521_1100_서대문구_인왕시장_OH_0111,인왕시장,서대문구,23,True,17,True,1,covered
OH_20260521_1130_서대문구_국민은행홍제동점_OH_0112,국민은행 홍제동점,서대문구,50,True,11,True,1,covered
OH_20260521_1300_영등포구_우리시장_OH_0113,우리시장,영등포구,28,True,9,True,8,covered
OH_20260521_1410_구로구_베다니교회앞_OH_0114,베다니교회 앞,구로구,50,True,11,True,3,covered
OH_20260521_1530_성북구_성신여대입구_OH_0115,성신여대입구,성북구,50,True,11,True,1,covered
OH_20260521_1730_동대문구_경동시장_OH_0116,경동시장,동대문구,50,True,4,True,4,covered
OH_20260521_1800_동대문구_청량리역사거리_OH_0117,청량리역사거리,동대문구,50,True,11,True,1,covered
OH_20260521_2000_강남구_강남역_OH_0118,강남역,강남구,50,True,12,True,8,covered
OH_20260522_0730_동작구_보라매공원_OH_0119,보라매공원,동작구,50,True,11,True,1,covered
OH_20260522_1000_광진구_능동어린이대공원_OH_0120,능동어린이대공원,광진구,46,True,9,True,1,covered
OH_20260522_1030_광진구_건대입구롯데백화점앞_OH_0121,건대입구 롯데백화점 앞,광진구,50,True,10,True,2,covered
OH_20260522_1130_성동구_뚝도시장_OH_0122,뚝도시장,성동구,29,True,10,False,,covered
OH_20260522_1150_성동구_성수역사거리_OH_0123,성수역 사거리,성동구,50,True,11,True,3,covered
OH_20260522_1220_성동구_성수역일대_OH_0124,성수역 일대,성동구,50,True,12,True,5,covered
OH_20260522_1400_용산구_용문전통시장_OH_0125,용문전통시장,용산구,45,True,9,True,1,covered
OH_20260522_1500_동작구_남성시장_OH_0126,남성시장,동작구,50,True,5,True,5,covered
OH_20260522_1530_동작구_이수역14번출구_OH_0127,이수역 14번 출구,동작구,50,True,11,True,2,covered
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,영등포 지하상가,영등포구,28,True,11,True,3,covered
OH_20260522_1900_마포구_홍대상상마당_OH_0129,홍대상상마당,마포구,50,True,13,True,5,covered
OH_20260524_1500_중구_돈화문사거리_OH_0134,돈화문 사거리,중구,50,True,11,True,3,covered
OH_20260524_1630_중랑구_동원시장_OH_0135,동원시장,중랑구,50,True,13,True,1,covered
OH_20260524_2000_서초구_잠수교_OH_0137,잠수교,서초구,50,True,12,True,8,covered
OH_20260525_0820_관악구_서울농산관_OH_0138,서울농산관,관악구,50,True,11,True,3,covered
OH_20260525_1000_도봉구_도봉산입구_OH_0139,도봉산 입구,도봉구,34,True,11,True,6,covered
OH_20260525_1030_도봉구_방학역_OH_0140,방학역,도봉구,50,True,13,True,3,covered
OH_20260525_1130_노원구_경춘선숲길_OH_0141,경춘선 숲길,노원구,19,True,10,True,3,covered
OH_20260525_1400_중구_백학시장_OH_0142,백학시장,중구,50,True,11,True,5,covered
OH_20260525_1430_중구_신당역_OH_0143,신당역,중구,50,True,12,True,4,covered
OH_20260525_1530_광진구_어린이대공원_OH_0144,어린이대공원,광진구,49,True,9,True,1,covered
OH_20260525_1700_강남구_수서역만남의광장_OH_0145,수서역 만남의 광장,강남구,50,True,13,True,9,covered
OH_20260525_1740_강남구_개포동시장_OH_0146,개포동 시장,강남구,50,True,11,True,2,covered
OH_20260525_1930_성동구_성수동골목상권_OH_0147,성수동 골목상권,성동구,26,True,16,True,1,covered
JG_20260310_1740_중구_황학시장입구_JG_0006,황학시장 입구,중구,50,True,14,False,,covered
JG_20260311_1510_영등포구_영등포전통시장남문_JG_0009,영등포전통시장 남문,영등포구,28,True,7,True,2,covered
JG_20260311_1620_영등포구_대림중앙시장_JG_0010,대림중앙시장,영등포구,28,True,8,True,6,covered
JG_20260312_1600_강서구_방신전통시장_JG_0015,방신전통시장,강서구,50,True,9,True,1,covered
JG_20260312_1725_강서구_남부골목시장_JG_0016,남부골목시장,강서구,50,True,5,True,5,covered
JG_20260313_1410_노원구_상계중앙시장_JG_0017,상계중앙시장,노원구,50,True,10,True,2,covered
JG_20260313_1450_노원구_구립수락노인종합복지관_JG_0018,구립수락노인종합복지관,노원구,26,True,11,True,2,covered
JG_20260313_1530_노원구_공릉도깨비시장_JG_0019,공릉도깨비시장,노원구,50,True,13,True,3,covered
JG_20260316_1300_구로구_남구로시장_JG_0021,남구로시장,구로구,13,True,5,True,2,covered
JG_20260316_1400_구로구_궁동종합사회복지관_JG_0022,궁동종합사회복지관,구로구,16,True,16,True,2,covered
JG_20260317_1400_마포구_망원시장월드컵시장_JG_0025,"망원시장, 월드컵시장",마포구,26,True,8,True,3,covered
JG_20260319_1000_송파구_잠실학생체육관_JG_0026,잠실학생체육관,송파구,50,True,14,True,5,covered
JG_20260324_1700_종로구_세종대로사거리광화문광장_JG_0031,세종대로 사거리 광화문 광장,종로구,50,True,12,True,1,covered
JG_20260324_1740_종로구_세종마을음식문화거리_JG_0032,세종마을 음식문화거리,종로구,43,True,8,True,8,covered
