living_population_id,date_id,admin_dong_code,total_living_population,age_20_40_population,age_60_plus_population,age_20_40_ratio,age_60_plus_ratio,morning_living_population,afternoon_living_population,daytime_living_population,morning_score,afternoon_score
20260203_11380600,20260203,11380600,516250.9819,183396.9854,140098.8768,0.355248,0.271377,100428.6164,133223.8512,233652.4676,0.42982,0.57018
20260203_11380625,20260203,11380625,961553.102,328398.28250000003,233004.0875,0.341529,0.242321,192668.0588,241855.7818,434523.8406,0.4434,0.5566
20260203_11380631,20260203,11380631,479762.8279,164714.2407,119461.2005,0.343324,0.249001,95323.8316,114663.234,209987.0656,0.453951,0.546049
20260203_11380632,20260203,11380632,331448.7597,111340.29370000001,88194.685,0.33592,0.266088,68861.3465,75062.2548,143923.60129999998,0.478458,0.521542
20260203_11380640,20260203,11380640,293750.0514,108513.9268,69693.4544,0.369409,0.237254,62442.1823,74275.8745,136718.05680000002,0.456722,0.543278
20260203_11380650,20260203,11380650,368547.9983,154322.4109,71237.4863,0.418731,0.193292,77171.9982,95984.8362,173156.8344,0.445677,0.554323
20260203_11380690,20260203,11380690,1340164.9425,398125.3161,294226.8515,0.297072,0.219545,279180.2436,365215.1769,644395.4205,0.433244,0.566756
20260203_11410520,20260203,11410520,328914.1324,109567.637,81677.6435,0.333119,0.248325,67945.4603,82698.48610000001,150643.94640000002,0.451033,0.548967
20260203_11410555,20260203,11410555,1527016.8072,735244.8026,200064.7095,0.481491,0.131017,341279.2195,597256.8693,938536.0888,0.363629,0.636371
20260203_11410565,20260203,11410565,922290.9778999999,431200.577,152668.6669,0.467532,0.165532,211930.39010000002,361811.5971,573741.9872000001,0.369383,0.630617
20260203_11410585,20260203,11410585,1284380.565,813982.0414999999,148354.2406,0.633755,0.115506,276558.2946,482995.5511,759553.8457,0.364106,0.635894
20260203_11410615,20260203,11410615,899184.4356,424161.3669,158080.8609,0.471718,0.175805,197055.47079999998,252428.0576,449483.52839999995,0.438404,0.561596
20260203_11410620,20260203,11410620,520567.2031,168100.3341,145203.2985,0.322918,0.278933,108299.6843,129762.7372,238062.4215,0.454921,0.545079
20260203_11410640,20260203,11410640,333932.2691,106675.3285,99360.6852,0.319452,0.297547,67268.0094,87356.9653,154624.9747,0.43504,0.56496
20260203_11410655,20260203,11410655,265199.5025,88086.5616,71322.8775,0.332152,0.26894,51539.2782,59832.7203,111371.9985,0.462767,0.537233
20260203_11410660,20260203,11410660,354629.9842,121465.2757,96912.6171,0.342513,0.273278,70616.7309,81518.6933,152135.4242,0.46417,0.53583
20260203_11410685,20260203,11410685,482316.6303,170019.2614,125424.2499,0.352505,0.260045,101259.805,118833.5934,220093.3984,0.460077,0.539923
20260203_11410690,20260203,11410690,243947.3939,76036.2502,41655.6453,0.311691,0.170757,49979.1273,67117.9467,117097.074,0.426818,0.573182
20260203_11410700,20260203,11410700,511120.63420000003,202964.5366,102032.317,0.397097,0.199625,104445.5597,136921.8486,241367.4083,0.432724,0.567276
20260203_11410710,20260203,11410710,332508.8972,98162.8415,70116.7731,0.295219,0.210872,68624.4789,78490.061,147114.5399,0.46647,0.53353
20260203_11410720,20260203,11410720,618809.4511,226104.7974,148180.8631,0.365387,0.239461,121766.403,157211.6675,278978.07050000003,0.436473,0.563527
20260203_11440555,20260203,11440555,737969.2177,292797.826,127881.0996,0.396762,0.173288,160630.7894,214422.8889,375053.6783,0.428287,0.571713
20260203_11440565,20260203,11440565,837466.6128,347847.7976,164504.9205,0.415357,0.196432,177291.8009,228332.5374,405624.3383,0.437084,0.562916
20260203_11440585,20260203,11440585,400904.3066,170816.1465,83368.5994,0.426077,0.207951,82167.3254,126215.9451,208383.27049999998,0.394309,0.605691
20260203_11440590,20260203,11440590,605719.5623,235075.9572,102188.4987,0.388094,0.168706,125204.55369999999,182834.2234,308038.77709999995,0.406457,0.593543
20260203_11440600,20260203,11440600,558535.3375,285406.6031,76346.3141,0.510991,0.13669,114524.87969999999,186402.5305,300927.4102,0.380573,0.619427
20260203_11440610,20260203,11440610,442238.863,177406.7631,70131.2932,0.401156,0.158582,91413.3763,122837.3527,214250.729,0.426665,0.573335
20260203_11440630,20260203,11440630,368427.9181,143846.7553,71283.1882,0.390434,0.193479,74598.35620000001,99027.7953,173626.1515,0.429649,0.570351
20260203_11440655,20260203,11440655,609965.4124,295930.3021,94498.40980000001,0.485159,0.154924,123088.812,170696.0003,293784.8123,0.418976,0.581024
20260203_11440660,20260203,11440660,1666387.6811,1017998.8088,170830.3964,0.610902,0.102515,291726.80689999997,661731.0506,953457.8574999999,0.305967,0.694033
20260203_11440680,20260203,11440680,432615.1319,240777.3344,62021.513,0.556562,0.143364,85931.1075,144013.8966,229945.00410000002,0.373703,0.626297
20260203_11440690,20260203,11440690,462629.8694,225777.4546,86440.6752,0.48803,0.186846,91557.027,119635.3161,211192.3431,0.433524,0.566476
20260203_11440700,20260203,11440700,351375.8125,143298.2915,71837.4195,0.407821,0.204446,70267.6114,89032.5633,159300.17469999997,0.441102,0.558898
20260203_11440710,20260203,11440710,387023.4429,213856.3282,60079.853,0.552567,0.155236,74067.9286,113909.2721,187977.2007,0.394026,0.605974
20260203_11440720,20260203,11440720,495469.4966,221311.7761,80900.6568,0.446671,0.163281,105025.43430000001,135792.0406,240817.47490000003,0.43612,0.56388
20260203_11440730,20260203,11440730,753334.6881,323821.0371,142597.4271,0.42985,0.189288,159504.58740000002,192898.69,352403.2774,0.452619,0.547381
20260203_11440740,20260203,11440740,1314249.5974,602322.3025999999,171848.0113,0.458301,0.130758,299166.1028,483958.6513,783124.7541,0.382016,0.617984
20260203_11470510,20260203,11470510,973946.1991,298304.0607,153794.3691,0.306284,0.157908,193669.1606,326221.0521,519890.2127,0.372519,0.627481
20260203_11470520,20260203,11470520,481920.9705,191344.8969,104449.7551,0.397046,0.216736,99357.4417,108437.4262,207794.8679,0.478152,0.521848
20260203_11470530,20260203,11470530,456766.8357,168148.72950000002,112915.0081,0.368128,0.247205,92910.0658,118911.95980000001,211822.0256,0.438623,0.561377
20260203_11470540,20260203,11470540,423252.7623,131387.8142,81650.5921,0.310424,0.192912,85310.8884,103031.6111,188342.49949999998,0.452956,0.547044
20260203_11470550,20260203,11470550,1009848.0211,257637.87,173358.8539,0.255125,0.171668,202491.66,277101.8083,479593.46829999995,0.422215,0.577785
20260203_11470560,20260203,11470560,336629.7489,111789.3327,94790.511,0.332084,0.281587,68310.1125,86932.0144,155242.1269,0.440023,0.559977
20260203_11470570,20260203,11470570,300367.69,96312.8725,71532.5278,0.32065,0.23815,61476.0475,80468.10250000001,141944.15000000002,0.4331,0.5669
20260203_11470580,20260203,11470580,297375.4725,100506.2726,77660.0791,0.337978,0.261152,64697.1505,81158.8995,145856.05,0.443569,0.556431
20260203_11470590,20260203,11470590,270315.0634,76705.5076,65580.2605,0.283763,0.242607,54040.6066,67288.4485,121329.0551,0.445405,0.554595
20260203_11470600,20260203,11470600,256822.986,86764.7356,63583.3657,0.337839,0.247577,55600.3053,64443.7197,120044.025,0.463166,0.536834
20260203_11470610,20260203,11470610,84867.4879,27439.0231,21424.5729,0.323316,0.252447,17610.1039,26451.955299999998,44062.059199999996,0.399666,0.600334
20260203_11470611,20260203,11470611,336788.4529,102379.0028,99892.835,0.303986,0.296604,69786.38769999999,85900.159,155686.5467,0.448249,0.551751
20260203_11470620,20260203,11470620,390506.2581,107087.8141,74649.7265,0.274228,0.191161,77909.1415,105441.1652,183350.30670000002,0.42492,0.57508
20260203_11470630,20260203,11470630,334422.4469,88137.1088,63180.6421,0.26355,0.188925,67165.7103,84896.3663,152062.0766,0.441699,0.558301
20260203_11470640,20260203,11470640,924853.9781,278386.5323,214972.5963,0.301006,0.23244,195455.0133,225445.9594,420900.9727,0.464373,0.535627
20260203_11470650,20260203,11470650,816142.4403,294033.6555,177105.9304,0.360272,0.217004,168472.0204,213453.3242,381925.3446,0.441112,0.558888
20260203_11470670,20260203,11470670,449324.4599,118472.8066,84973.743,0.263669,0.189114,90904.4973,123269.7974,214174.2947,0.424442,0.575558
20260203_11470680,20260203,11470680,470635.9097,121116.74429999999,113898.87359999999,0.257347,0.242011,92942.9198,127377.5622,220320.48200000002,0.421853,0.578147
20260203_11500510,20260203,11500510,726742.7878,286695.1468,120804.3773,0.394493,0.166227,151063.7989,182832.2891,333896.088,0.452428,0.547572
20260203_11500520,20260203,11500520,453479.16490000003,223059.062,83951.9246,0.491884,0.185129,93971.599,124754.20850000001,218725.8075,0.429632,0.570368
20260203_11500530,20260203,11500530,367115.8813,150510.8674,79150.04030000001,0.409982,0.2156,76081.1612,88348.6415,164429.8027,0.462697,0.537303
20260203_11500535,20260203,11500535,884780.5617,356266.1113,213857.9534,0.40266,0.241707,186724.4513,274486.4142,461210.86549999996,0.404857,0.595143
20260203_11500540,20260203,11500540,1074634.7522,468716.4437,238279.4564,0.436163,0.221731,212619.2237,289256.7853,501876.00899999996,0.423649,0.576351
20260203_11500550,20260203,11500550,315222.0058,107860.9612,75470.6901,0.342175,0.239421,63635.8101,78152.3421,141788.1522,0.448809,0.551191
20260203_11500560,20260203,11500560,437350.6573,152762.706,109989.0774,0.349291,0.251489,85495.9773,115240.65060000001,200736.62790000002,0.425911,0.574089
20260203_11500570,20260203,11500570,330085.3939,115282.76359999999,76403.4192,0.349251,0.231466,68190.6695,82292.6878,150483.3573,0.453144,0.546856
20260203_11500590,20260203,11500590,635680.6587,257549.2722,134292.8904,0.405155,0.211258,129130.618,145149.9767,274280.5947,0.470797,0.529203
20260203_11500591,20260203,11500591,483663.72119999997,210846.5562,103204.6686,0.435936,0.213381,100422.2475,126429.9115,226852.15899999999,0.442677,0.557323
20260203_11500593,20260203,11500593,1125021.9511,434341.9933,203452.7985,0.386074,0.180843,228561.3358,328833.6389,557394.9747,0.410053,0.589947
20260203_11500603,20260203,11500603,1186034.1916,649628.1829,150314.8193,0.547731,0.126737,270584.1789,468068.41719999997,738652.5961,0.366321,0.633679
20260203_11500604,20260203,11500604,336605.906,124950.4095,111393.4572,0.371207,0.330931,74502.6773,104086.3091,178588.9864,0.417174,0.582826
20260203_11500605,20260203,11500605,299180.071,133039.6971,77945.2305,0.444681,0.260529,65031.3912,87867.322,152898.7132,0.425323,0.574677
20260203_11500611,20260203,11500611,786237.0741,250769.18540000002,139198.9053,0.318949,0.177044,175202.4265,232468.2033,407670.6298,0.429765,0.570235
20260203_11500615,20260203,11500615,876081.2187,324816.4766,166324.1889,0.370761,0.18985,181849.8811,242193.5169,424043.398,0.428847,0.571153
20260203_11500620,20260203,11500620,898777.4351,352704.5118,149296.1451,0.392427,0.16611,202391.5365,280114.4241,482505.9606,0.419459,0.580541
20260203_11500630,20260203,11500630,849189.1995999999,301671.5516,179231.6716,0.355247,0.211062,177076.955,238790.7715,415867.7265,0.425801,0.574199
20260203_11500640,20260203,11500640,625678.9893,267434.14149999997,132395.9905,0.42743,0.211604,139577.4625,202036.9698,341614.4323,0.408582,0.591418
20260203_11500641,20260203,11500641,322578.2837,108714.9457,88396.969,0.337019,0.274033,67850.7288,84713.7978,152564.52659999998,0.444735,0.555265
20260203_11530510,20260203,11530510,748189.6604,285500.255,129664.2273,0.381588,0.173304,159919.36119999998,217397.3565,377316.7177,0.423833,0.576167
20260203_11530520,20260203,11530520,364080.3019,127143.4257,66528.5267,0.349218,0.18273,79294.232,90937.061,170231.293,0.465803,0.534197
20260203_11530530,20260203,11530530,818450.1151,303488.9241,202576.8154,0.370809,0.247513,181535.6706,262005.3002,443540.9708,0.409287,0.590713
20260203_11530540,20260203,11530540,1175677.3892,629778.1067,166958.6858,0.535673,0.142011,261880.4685,493766.4346,755646.9031,0.346565,0.653435
20260203_11530550,20260203,11530550,407748.8507,145567.8613,109337.9083,0.357004,0.26815,82765.9816,110470.02549999999,193236.0071,0.428316,0.571684
20260203_11530560,20260203,11530560,774846.2247,338329.1901,161689.9753,0.43664,0.208674,162397.4716,230271.5708,392669.0424,0.413573,0.586427
20260203_11530595,20260203,11530595,272943.9678,145545.4578,47897.960699999996,0.533243,0.175486,57762.4666,81387.7924,139150.25900000002,0.415109,0.584891
20260203_11530720,20260203,11530720,552228.1156,198232.8717,129296.1182,0.358969,0.234135,113670.0525,155340.2009,269010.2534,0.422549,0.577451
20260203_11530730,20260203,11530730,358699.4793,104514.9748,89011.3309,0.291372,0.24815,74541.3619,86218.4526,160759.8145,0.463682,0.536318
20260203_11530740,20260203,11530740,630877.5517,222437.9208,167447.6765,0.352585,0.26542,127801.5857,153147.5376,280949.1233,0.454892,0.545108
20260203_11530750,20260203,11530750,519645.921,190688.1311,133626.4771,0.366958,0.257149,103063.6845,119446.6273,222510.3118,0.463186,0.536814
20260203_11530760,20260203,11530760,433237.2079,140737.36430000002,107532.3661,0.324851,0.248207,82682.3659,110343.6492,193026.01510000002,0.428348,0.571652
20260203_11530770,20260203,11530770,433227.9252,178668.5499,103711.3822,0.412412,0.239392,83720.7713,110453.74590000001,194174.5172,0.431163,0.568837
20260203_11530780,20260203,11530780,1172724.406,371190.4966,241614.51799999998,0.31652,0.206028,239581.61229999998,294742.5859,534324.1982,0.448382,0.551618
20260203_11530790,20260203,11530790,434563.994,137512.32140000002,111057.9146,0.316437,0.255562,94676.6079,108404.4845,203081.09240000002,0.466201,0.533799
20260203_11545510,20260203,11545510,1720889.7581,1038600.4465,181981.49420000002,0.603525,0.105748,399535.6039,772920.1917,1172455.7955999998,0.340768,0.659232
20260203_11545610,20260203,11545610,985411.6241,467621.136,183399.7678,0.474544,0.186115,207924.95429999998,278001.3994,485926.3537,0.427894,0.572106
20260203_11545620,20260203,11545620,270834.0458,103380.15000000001,69473.2154,0.38171,0.256516,54480.979,65154.451199999996,119635.4302,0.455392,0.544608
20260203_11545630,20260203,11545630,375959.8134,139915.4021,100726.5917,0.372155,0.267919,75853.6723,95241.3685,171095.04080000002,0.443342,0.556658
20260203_11545640,20260203,11545640,270538.1363,97467.728,74520.6516,0.360274,0.275453,53480.879,67991.0574,121471.9364,0.440274,0.559726
20260203_11545670,20260203,11545670,597730.3096,218587.4889,143459.0765,0.365696,0.240006,121321.9576,167791.411,289113.3686,0.419635,0.580365
20260203_11545680,20260203,11545680,339089.3614,93628.0228,87129.0852,0.276116,0.25695,69777.3777,82063.29209999999,151840.66979999997,0.459543,0.540457
20260203_11545690,20260203,11545690,222472.2269,73485.8122,61279.3499,0.330315,0.275447,50798.9038,63238.9938,114037.8976,0.445456,0.554544
20260203_11545700,20260203,11545700,231871.5836,69824.9407,65264.883499999996,0.301136,0.28147,46954.9666,52922.7783,99877.74489999999,0.470124,0.529876
20260203_11545710,20260203,11545710,252777.9899,80109.2758,68516.1558,0.316916,0.271053,49098.2282,65438.926,114537.15419999999,0.428666,0.571334
20260203_11560515,20260203,11560515,443329.0987,190729.2771,101831.86170000001,0.430221,0.229698,91091.9016,115976.21119999999,207068.1128,0.439913,0.560087
20260203_11560535,20260203,11560535,1353069.832,708401.2195,211406.402,0.523551,0.156242,283834.4079,516694.386,800528.7938999999,0.354559,0.645441
20260203_11560540,20260203,11560540,2746099.0733,1460585.6233,326211.0877,0.531877,0.118791,661704.8333,1277409.9187,1939114.752,0.341241,0.658759
20260203_11560550,20260203,11560550,624407.6671,312599.3267,110889.8789,0.500633,0.177592,133722.30479999998,208573.7584,342296.0632,0.390663,0.609337
20260203_11560560,20260203,11560560,1105716.6699,537479.8205,175688.2302,0.486092,0.158891,232466.285,285624.988,518091.27300000004,0.448698,0.551302
20260203_11560585,20260203,11560585,341049.8347,137885.1181,81157.4693,0.404296,0.237964,69905.9117,78817.2407,148723.1524,0.470041,0.529959
20260203_11560605,20260203,11560605,884340.9712,369499.1337,156633.9833,0.417824,0.177119,193094.5692,309231.10219999996,502325.6714,0.384401,0.615599
20260203_11560610,20260203,11560610,452184.2569,212164.2715,69469.9808,0.469199,0.153632,96478.1812,139291.9377,235770.1189,0.409204,0.590796
20260203_11560620,20260203,11560620,623610.013,317496.2678,89446.0527,0.509126,0.143433,141223.71360000002,208445.2363,349668.9499,0.403878,0.596122
20260203_11560630,20260203,11560630,432843.2076,187115.1374,98478.4062,0.432293,0.227515,92982.9163,110103.0583,203085.97460000002,0.45785,0.54215
20260203_11560650,20260203,11560650,317228.3169,109881.3786,79960.5346,0.346379,0.25206,62162.4811,75569.8316,137732.3127,0.451328,0.548672
20260203_11560660,20260203,11560660,159106.4628,56374.002100000005,44560.377,0.354316,0.280066,31834.054,40144.8837,71978.9377,0.442269,0.557731
20260203_11560670,20260203,11560670,221438.8525,76203.7603,56349.3938,0.34413,0.254469,46071.9234,56803.99,102875.91339999999,0.44784,0.55216
20260203_11560680,20260203,11560680,488675.5986,183098.0609,106619.44930000001,0.374682,0.21818,98262.0904,120443.5559,218705.64630000002,0.449289,0.550711
20260203_11560690,20260203,11560690,425183.4471,154948.4656,79726.98359999999,0.364427,0.187512,85290.9981,113092.9806,198383.97869999998,0.429929,0.570071
20260203_11560700,20260203,11560700,342059.8881,121182.8836,90781.8625,0.354274,0.265398,69772.6879,98732.2533,168504.9412,0.414069,0.585931
20260203_11560710,20260203,11560710,379694.46979999996,150279.574,92658.435,0.395791,0.244034,76550.6402,102853.5287,179404.1689,0.426694,0.573306
20260203_11560720,20260203,11560720,520188.314,194164.6946,136941.9738,0.373258,0.263255,105936.56890000001,139600.6888,245537.25770000002,0.431448,0.568552
20260203_11590510,20260203,11590510,831600.384,469421.3825,128111.4678,0.56448,0.154054,177288.4035,232711.198,409999.6015,0.432411,0.567589
20260203_11590520,20260203,11590520,364883.69,176390.5146,74513.3849,0.483416,0.204211,79696.72469999999,108734.4118,188431.1365,0.422949,0.577051
20260203_11590530,20260203,11590530,988701.0322,434388.1592,202704.5016,0.439352,0.205021,201077.7757,242294.2768,443372.0525,0.453519,0.546481
20260203_11590540,20260203,11590540,489128.5749,181111.1604,99722.0421,0.370273,0.203877,100286.512,135060.2144,235346.72639999999,0.426122,0.573878
20260203_11590550,20260203,11590550,391788.0231,158623.4792,95153.1799,0.404871,0.242869,76303.8444,89233.6724,165537.51679999998,0.460946,0.539054
20260203_11590560,20260203,11590560,482396.32779999997,183474.9563,111202.9402,0.380341,0.230522,99399.4864,107084.8726,206484.359,0.48139,0.51861
20260203_11590605,20260203,11590605,724132.3446,302279.924,137600.8216,0.417437,0.190022,156424.73320000002,215127.0466,371551.7798,0.421004,0.578996
20260203_11590620,20260203,11590620,525455.8794,261110.31279999999,105304.1133,0.496921,0.200405,106738.6918,137270.7837,244009.4755,0.437437,0.562563
20260203_11590630,20260203,11590630,756105.121,266325.096,178439.3299,0.352233,0.235998,154118.3521,207869.9732,361988.3253,0.425755,0.574245
20260203_11590640,20260203,11590640,398770.5703,140529.2917,101964.4354,0.352406,0.255697,82234.7971,91179.0329,173413.83000000002,0.474211,0.525789
20260203_11590650,20260203,11590650,322610.9795,133771.2431,75555.46979999999,0.414652,0.2342,65000.0916,74842.567,139842.6586,0.464809,0.535191
20260203_11590651,20260203,11590651,256040.0042,96058.6287,58153.5219,0.37517,0.227127,54275.2619,60905.3801,115180.64199999999,0.471219,0.528781
20260203_11590660,20260203,11590660,961208.1526,385181.9275,188323.6001,0.400727,0.195924,203279.3148,249404.5661,452683.8809,0.449054,0.550946
20260203_11590670,20260203,11590670,487961.5779,191792.13770000002,101051.8051,0.393048,0.20709,103596.8944,118042.4429,221639.3373,0.467412,0.532588
20260203_11590680,20260203,11590680,598887.3352,256272.2004,120552.3145,0.427914,0.201294,128763.6329,193616.4748,322380.1077,0.399416,0.600584
20260203_11620525,20260203,11620525,391213.8331,181572.52360000001,79249.274,0.464126,0.202573,85653.3069,103629.2236,189282.5305,0.452516,0.547484
20260203_11620545,20260203,11620545,277924.5172,95445.6482,66404.2291,0.343423,0.238929,55613.3171,58383.5508,113996.8679,0.48785,0.51215
20260203_11620565,20260203,11620565,495514.84739999997,165793.6805,106263.4249,0.334589,0.214451,99463.60639999999,112742.8114,212206.4178,0.468712,0.531288
20260203_11620575,20260203,11620575,591136.6461,307944.4078,110047.2757,0.520936,0.186162,120014.5987,145519.8117,265534.4104,0.451974,0.548026
20260203_11620585,20260203,11620585,539379.6224,324452.7284,68925.539,0.601529,0.127787,109428.2577,146116.3733,255544.631,0.428216,0.571784
20260203_11620595,20260203,11620595,899847.7712,506681.37940000003,145943.9825,0.563075,0.162187,185832.8603,217347.7795,403180.6398,0.460917,0.539083
20260203_11620605,20260203,11620605,642398.1497,266706.9052,130263.67869999999,0.415174,0.202777,126820.49960000001,156585.7823,283406.2819,0.447487,0.552513
20260203_11620615,20260203,11620615,316652.339,174076.2685,57135.661,0.549739,0.180437,63684.2835,79584.9989,143269.2824,0.444508,0.555492
20260203_11620625,20260203,11620625,528591.7769,264823.5576,100146.221,0.500998,0.189459,106166.716,117536.00899999999,223702.72499999998,0.474588,0.525412
20260203_11620630,20260203,11620630,541290.0072999999,249693.1976,115645.096,0.461293,0.213647,112608.9065,144379.7352,256988.64169999998,0.438186,0.561814
20260203_11620645,20260203,11620645,471293.0713,271934.9611,79712.4572,0.576998,0.169136,94582.462,112861.2563,207443.7183,0.455943,0.544057
20260203_11620655,20260203,11620655,346356.0651,183311.4779,64292.729699999996,0.529257,0.185626,70862.2187,75720.0158,146582.2345,0.48343,0.51657
20260203_11620665,20260203,11620665,407921.7855,216736.77300000002,70749.4658,0.531319,0.173439,85403.9099,88196.0125,173599.92239999998,0.491958,0.508042
20260203_11620685,20260203,11620685,464474.0876,244534.07880000002,90479.8028,0.526475,0.194801,96630.7826,104733.1327,201363.9153,0.479881,0.520119
20260203_11620695,20260203,11620695,671595.381,431497.0259,91700.0479,0.642496,0.136541,133900.36109999998,170692.21659999999,304592.57769999997,0.439605,0.560395
20260203_11620715,20260203,11620715,228294.1436,64227.9671,51102.514599999995,0.281339,0.223845,46701.3077,49149.0383,95850.34599999999,0.487231,0.512769
20260203_11620725,20260203,11620725,826055.868,442686.7872,131710.9066,0.535904,0.159446,167583.0594,269883.25070000003,437466.3101,0.383076,0.616924
20260203_11620735,20260203,11620735,799895.5212,493736.375,101149.1764,0.617251,0.126453,166526.812,275828.0944,442354.9064,0.376455,0.623545
20260203_11620745,20260203,11620745,451281.3554,162227.6744,132741.7967,0.359482,0.294144,92317.72,108554.5972,200872.3172,0.459584,0.540416
20260203_11620765,20260203,11620765,479074.3577,173596.099,118265.65,0.362357,0.246863,99540.26759999999,117380.1405,216920.4081,0.458879,0.541121
20260203_11620775,20260203,11620775,376446.9852,127782.8071,105629.3915,0.339444,0.280596,76681.5006,88764.2622,165445.7628,0.463484,0.536516
20260203_11650510,20260203,11650510,825431.7018,362376.4896,142547.6349,0.439015,0.172695,183516.5718,301879.3199,485395.89170000004,0.378076,0.621924
20260203_11650520,20260203,11650520,1295513.0424,673493.8985,146821.37230000002,0.519867,0.113331,288958.9708,526220.3754,815179.3462,0.354473,0.645527
20260203_11650530,20260203,11650530,1744100.229,797964.6397,267268.5035,0.457522,0.153241,387167.6584,719129.4746,1106297.133,0.349967,0.650033
20260203_11650531,20260203,11650531,1042010.7138,483598.40630000003,134125.1135,0.464101,0.128718,211394.0995,391376.9856,602771.0851,0.350704,0.649296
20260203_11650540,20260203,11650540,948801.258,370254.6407,151883.3593,0.390234,0.160079,200840.2613,289153.0319,489993.2932,0.409884,0.590116
20260203_11650550,20260203,11650550,143505.3184,54762.6332,25303.1989,0.381607,0.176322,43205.2193,48282.8655,91488.0848,0.47225,0.52775
20260203_11650560,20260203,11650560,826444.2447,361896.546,109639.8572,0.437896,0.132665,172807.88079999998,261603.8895,434411.7703,0.397797,0.602203
20260203_11650570,20260203,11650570,603854.4119,178359.8865,102639.39080000001,0.295369,0.169974,134209.2015,176769.63139999998,310978.8329,0.43157,0.56843
20260203_11650580,20260203,11650580,601327.1395,178828.60080000001,104859.4759,0.29739,0.17438,123771.9731,183810.9119,307582.885,0.402402,0.597598
20260203_11650581,20260203,11650581,1155699.2577,413314.7159,205287.3275,0.357632,0.17763,237982.6666,446659.25289999996,684641.9195,0.347602,0.652398
20260203_11650590,20260203,11650590,435596.358,136023.7772,87505.0354,0.31227,0.200886,91284.4977,123841.8821,215126.3798,0.42433,0.57567
20260203_11650600,20260203,11650600,496178.663,200511.4722,92452.6734,0.404111,0.186329,98627.6859,168420.08789999998,267047.77379999997,0.369326,0.630674
20260203_11650610,20260203,11650610,419057.923,167516.6727,93363.8087,0.399746,0.222795,87764.1058,130899.3067,218663.4125,0.401366,0.598634
20260203_11650620,20260203,11650620,554668.5676,205565.7975,118520.5687,0.37061,0.213678,128689.41500000001,138933.70309999998,267623.11809999996,0.480861,0.519139
20260203_11650621,20260203,11650621,711433.0268,254407.6188,138492.8619,0.357599,0.194667,146940.8173,215281.6583,362222.4756,0.405665,0.594335
20260203_11650651,20260203,11650651,1475930.0579,607561.7222,257177.1175,0.411647,0.174247,324621.5107,530973.0700000001,855594.5807,0.37941,0.62059
20260203_11650652,20260203,11650652,993206.472,451396.0914,158962.5932,0.454484,0.16005,235088.3675,377092.29850000003,612180.666,0.384018,0.615982
20260203_11650660,20260203,11650660,532035.8638,184370.4767,94411.7117,0.346538,0.177454,136054.3956,172099.885,308154.2806,0.441514,0.558486
20260203_11680510,20260203,11680510,858308.6574,405707.8471,127945.0867,0.472683,0.149067,169755.0935,356290.741,526045.8345,0.3227,0.6773
20260203_11680521,20260203,11680521,1082254.2439,642988.3718,129068.7352,0.59412,0.119259,224601.2062,417564.4494,642165.6555999999,0.349756,0.650244
20260203_11680531,20260203,11680531,1259837.5877999999,688188.5784,156711.4786,0.546252,0.12439,259303.0281,515297.118,774600.1461,0.334757,0.665243
20260203_11680545,20260203,11680545,1012202.8143,449736.1736,165279.2835,0.444314,0.163287,197509.7268,403117.45530000003,600627.1821000001,0.328839,0.671161
20260203_11680565,20260203,11680565,1047962.4244,490690.8659,171048.56949999998,0.468233,0.16322,227748.5549,403402.7537,631151.3086,0.360846,0.639154
20260203_11680580,20260203,11680580,1088915.223,580086.0003,130169.3279,0.532719,0.11954,240038.3443,526561.3146,766599.6589,0.313121,0.686879
20260203_11680590,20260203,11680590,1049858.7581,491127.3031,133716.5798,0.467803,0.127366,230524.2309,385276.6304,615800.8613,0.374349,0.625651
20260203_11680600,20260203,11680600,695008.5938,144116.6852,87811.5495,0.20736,0.126346,133231.544,206938.0466,340169.5906,0.391662,0.608338
20260203_11680610,20260203,11680610,1371164.455,502723.6742,181997.1184,0.36664,0.132732,285370.5777,533975.1954,819345.7731,0.348291,0.651709
20260203_11680630,20260203,11680630,1058828.3661,392114.3444,112550.0362,0.370329,0.106297,200784.6548,403890.8639,604675.5187,0.332054,0.667946
20260203_11680640,20260203,11680640,2861405.2961,1788487.8519,274456.0076,0.625038,0.095917,597337.8533,1252662.6761,1850000.5293999999,0.322885,0.677115
20260203_11680650,20260203,11680650,1477698.4634,639836.1332,173825.7421,0.432995,0.117633,324852.6351,525516.8932,850369.5283000001,0.382013,0.617987
20260203_11680655,20260203,11680655,1165347.9343,432884.4663,202275.1967,0.371464,0.173575,251327.89059999998,379947.6692,631275.5597999999,0.398127,0.601873
20260203_11680656,20260203,11680656,699880.6699,204624.6473,122792.8779,0.292371,0.175448,152605.4278,220205.6894,372811.1172,0.409337,0.590663
20260203_11680660,20260203,11680660,579451.4669,157534.5202,118557.3348,0.271868,0.204603,120357.8256,133345.732,253703.5576,0.474403,0.525597
20260203_11680670,20260203,11680670,742154.9552,229596.1907,151005.0102,0.309364,0.203468,163103.0293,191711.006,354814.0353,0.459686,0.540314
20260203_11680690,20260203,11680690,388535.1334,135176.3326,80039.2969,0.347913,0.206003,84103.87849999999,110079.8043,194183.6828,0.433115,0.566885
