living_population_id,date_id,admin_dong_code,total_living_population,age_20_40_population,age_60_plus_population,age_20_40_ratio,age_60_plus_ratio,morning_living_population,afternoon_living_population,daytime_living_population,morning_score,afternoon_score
20260305_11200660,20260305,11200660,564519.0112000001,307970.0618,82175.191,0.545544,0.145567,120061.8913,215295.7538,335357.6451,0.358011,0.641989
20260305_11200670,20260305,11200670,450030.18559999997,211312.3343,90718.8529,0.469551,0.201584,95463.4142,152107.9669,247571.3811,0.3856,0.6144
20260305_11200690,20260305,11200690,1053379.75,600559.6179000001,124065.97690000001,0.570126,0.117779,228695.7637,453723.12779999996,682418.8914999999,0.335125,0.664875
20260305_11200720,20260305,11200720,226621.0857,111673.8102,43563.3614,0.492778,0.19223,50232.4089,59907.6995,110140.1084,0.456077,0.543923
20260305_11200790,20260305,11200790,418312.3845,194855.3703,85306.2947,0.465813,0.20393,94161.3048,123572.08039999999,217733.3852,0.432461,0.567539
20260305_11215710,20260305,11215710,1006779.8581000001,663085.1674,99720.6942,0.65862,0.099049,201319.8789,312673.9105,513993.7894,0.391678,0.608322
20260305_11215730,20260305,11215730,632372.8371,349650.9006,84228.1586,0.552919,0.133194,129104.88620000001,208697.7789,337802.6651,0.38219,0.61781
20260305_11215740,20260305,11215740,340972.0491,161226.9726,69371.5335,0.472845,0.203452,68411.12730000001,88483.7537,156894.881,0.436032,0.563968
20260305_11215750,20260305,11215750,427542.1988,178454.5353,93647.98849999999,0.417396,0.219038,85596.2714,104268.654,189864.9254,0.450827,0.549173
20260305_11215760,20260305,11215760,319255.3602,124057.2781,79538.1987,0.388583,0.249137,63792.268299999996,81788.8536,145581.1219,0.438191,0.561809
20260305_11215770,20260305,11215770,565845.3064,183169.2033,145264.929,0.323709,0.256722,121686.9915,146297.8867,267984.87820000004,0.454082,0.545918
20260305_11215780,20260305,11215780,358800.9047,168261.2611,59758.8953,0.468954,0.166552,76219.1783,125000.3028,201219.4811,0.378786,0.621214
20260305_11215810,20260305,11215810,861295.6187,243949.94499999998,151180.6688,0.283236,0.175527,184522.4462,240753.9215,425276.3677,0.433888,0.566112
20260305_11215820,20260305,11215820,567701.5836,256119.9737,105266.8609,0.451152,0.185426,118283.95,154915.3584,273199.3084,0.432958,0.567042
20260305_11215830,20260305,11215830,549697.1836,208870.303,115334.0485,0.379973,0.209814,116671.441,142748.3884,259419.8294,0.44974,0.55026
20260305_11215840,20260305,11215840,593910.1242,222961.695,125613.9012,0.375413,0.211503,119723.0074,158319.7735,278042.7809,0.430592,0.569408
20260305_11215847,20260305,11215847,643445.6268,317806.9988,126330.7428,0.493914,0.196335,133467.9877,183981.0512,317449.0389,0.420439,0.579561
20260305_11215850,20260305,11215850,513400.3591,230920.0826,90611.72290000001,0.449786,0.176493,104404.9852,130141.6755,234546.6607,0.445135,0.554865
20260305_11215860,20260305,11215860,443720.3527,151587.5216,102366.03510000001,0.341629,0.230699,91695.53,110360.8685,202056.3985,0.453812,0.546188
20260305_11215870,20260305,11215870,677036.8981,252662.3644,132146.8093,0.373188,0.195184,135420.8151,196323.72090000001,331744.536,0.408208,0.591792
20260305_11230536,20260305,11230536,976404.4953,429570.8431,218812.7417,0.439952,0.224101,210345.4167,299216.9403,509562.357,0.412796,0.587204
20260305_11230545,20260305,11230545,778259.6533,335494.58040000004,189135.5116,0.431083,0.243024,165655.9835,247958.5351,413614.5186,0.400508,0.599492
20260305_11230560,20260305,11230560,871684.0198,345616.2729,181304.3454,0.396493,0.207993,179688.4069,257104.9696,436793.3765,0.411381,0.588619
20260305_11230570,20260305,11230570,373199.5696,132519.8989,78974.2937,0.355091,0.211614,78493.4786,116196.49339999999,194689.972,0.403172,0.596828
20260305_11230600,20260305,11230600,545900.8718,216269.7508,114438.93119999999,0.39617,0.209633,112793.5972,136157.85020000002,248951.4474,0.453075,0.546925
20260305_11230610,20260305,11230610,489035.9102,178441.348,125129.5794,0.364884,0.25587,94924.377,114515.3719,209439.7489,0.45323,0.54677
20260305_11230650,20260305,11230650,834635.5488999999,338338.4569,179783.6478,0.405373,0.215404,172064.8497,237457.6472,409522.4969,0.42016,0.57984
20260305_11230660,20260305,11230660,698292.9434,240557.6734,142253.1722,0.344494,0.203716,139277.2659,190049.4201,329326.686,0.422915,0.577085
20260305_11230705,20260305,11230705,453644.01300000004,163005.31,140010.5702,0.359324,0.308635,97012.44159999999,142684.0127,239696.45429999998,0.40473,0.59527
20260305_11230710,20260305,11230710,539576.5855,294345.2841,68040.3167,0.545512,0.126099,119497.5768,187663.982,307161.5588,0.389038,0.610962
20260305_11230720,20260305,11230720,468208.8792,243273.3265,83697.3881,0.519583,0.178761,101865.7877,117433.3079,219299.0956,0.464506,0.535494
20260305_11230730,20260305,11230730,468013.9862,210200.2461,87000.3048,0.449132,0.185893,102480.1286,123449.7561,225929.8847,0.453593,0.546407
20260305_11230740,20260305,11230740,921195.0422,513831.8432,109161.4595,0.557788,0.1185,190757.76679999998,268546.4715,459304.23829999997,0.415319,0.584681
20260305_11230750,20260305,11230750,289132.8748,101452.0201,70768.99889999999,0.350884,0.244763,57938.1897,64445.6762,122383.8659,0.473414,0.526586
20260305_11260520,20260305,11260520,457363.5038,161799.5673,117308.0979,0.353766,0.256488,92374.6861,110903.3029,203277.989,0.454425,0.545575
20260305_11260540,20260305,11260540,354909.8097,117658.9039,90081.5363,0.331518,0.253815,74805.069,89416.4421,164221.5111,0.455513,0.544487
20260305_11260550,20260305,11260550,262845.2895,89050.1229,67906.749,0.338793,0.258353,53593.086599999995,63299.3638,116892.4504,0.458482,0.541518
20260305_11260565,20260305,11260565,650399.8243,255381.73739999998,166151.4962,0.392653,0.255461,129495.13560000001,155425.0605,284920.1961,0.454496,0.545504
20260305_11260570,20260305,11260570,348826.9909,120557.36,97975.5823,0.345608,0.280872,69013.5431,82615.9615,151629.5046,0.455146,0.544854
20260305_11260575,20260305,11260575,499546.1153,182562.7549,127965.50230000001,0.365457,0.256164,102714.5315,138022.7773,240737.3088,0.426666,0.573334
20260305_11260580,20260305,11260580,432045.7465,150253.1962,106394.612,0.347771,0.246258,92794.93059999999,125096.2292,217891.1598,0.425877,0.574123
20260305_11260590,20260305,11260590,519430.6288,249723.4491,113519.7365,0.480764,0.218546,101492.2375,140811.0608,242303.29830000002,0.418864,0.581136
20260305_11260600,20260305,11260600,362956.814,120203.0294,95069.5036,0.331177,0.261931,75705.4273,86961.1615,162666.5888,0.465402,0.534598
20260305_11260610,20260305,11260610,578136.4907,208383.2264,166881.4619,0.360439,0.288654,114711.0472,144758.0051,259469.0523,0.442099,0.557901
20260305_11260620,20260305,11260620,580322.749,193822.1552,143608.3795,0.33399,0.247463,121288.2384,141367.8123,262656.0507,0.461776,0.538224
20260305_11260630,20260305,11260630,403932.6211,152342.0741,102346.5682,0.377147,0.253375,80149.1022,103845.057,183994.1592,0.435607,0.564393
20260305_11260655,20260305,11260655,952380.6619,328772.9002,226158.4906,0.345212,0.237466,197718.6893,267945.1439,465663.8332,0.424595,0.575405
20260305_11260660,20260305,11260660,217406.4728,72524.0417,64248.3549,0.333587,0.295522,44541.606400000004,47751.4769,92293.0833,0.48261,0.51739
20260305_11260680,20260305,11260680,777727.7025,250855.1897,188266.3844,0.322549,0.242072,161797.1453,199793.83179999999,361590.9771,0.447459,0.552541
20260305_11260690,20260305,11260690,318022.6331,103776.6587,89274.7253,0.326318,0.280718,65864.02,83129.6251,148993.64510000002,0.442059,0.557941
20260305_11290525,20260305,11290525,465363.4902,165084.8037,103778.3818,0.354744,0.223005,100303.0797,128247.2291,228550.3088,0.438867,0.561133
20260305_11290555,20260305,11290555,677741.6032,293682.9899,118697.3457,0.433326,0.175137,134561.815,202801.3252,337363.1402,0.398863,0.601137
20260305_11290575,20260305,11290575,597690.2949,294796.8079,83412.6367,0.493227,0.139558,122554.5483,181588.1065,304142.6548,0.402951,0.597049
20260305_11290580,20260305,11290580,241887.55550000002,75009.6281,62356.7678,0.310101,0.257792,52048.3398,57800.373400000004,109848.7132,0.473818,0.526182
20260305_11290590,20260305,11290590,318652.2143,98551.0075,75713.4719,0.309275,0.237605,64158.2068,67097.6004,131255.80719999998,0.488803,0.511197
20260305_11290600,20260305,11290600,783118.0457,444529.0885,93035.2497,0.56764,0.118801,166279.3373,286719.352,452998.6893,0.367064,0.632936
20260305_11290610,20260305,11290610,328521.997,133380.0658,74953.6852,0.406,0.228154,67684.039,83632.46489999999,151316.5039,0.447301,0.552699
20260305_11290620,20260305,11290620,299475.4462,92014.8587,69148.56480000001,0.307253,0.230899,58359.7666,70581.0974,128940.864,0.452609,0.547391
20260305_11290630,20260305,11290630,416691.9509,142659.044,101328.2178,0.342361,0.243173,82644.9031,95372.4876,178017.3907,0.464252,0.535748
20260305_11290640,20260305,11290640,463975.1733,234198.7696,65395.467300000004,0.504766,0.140946,101548.8882,160014.3158,261563.20400000003,0.388238,0.611762
20260305_11290650,20260305,11290650,391833.8622,138787.9908,97240.8859,0.354201,0.248169,78955.9617,96130.6935,175086.65519999998,0.450954,0.549046
20260305_11290660,20260305,11290660,859411.8536,247966.3213,149866.6754,0.28853,0.174383,164322.9445,206046.8691,370369.8136,0.443673,0.556327
20260305_11290685,20260305,11290685,430804.8481,147053.8662,94883.3035,0.341347,0.220247,83629.8824,113472.6207,197102.5031,0.424296,0.575704
20260305_11290705,20260305,11290705,930574.8552999999,352082.8248,201006.6414,0.37835,0.216003,191032.70059999998,235702.72,426735.42059999995,0.447661,0.552339
20260305_11290715,20260305,11290715,684004.9016,236925.2137,132353.3994,0.346379,0.193498,137581.6491,200428.24680000002,338009.8959,0.407034,0.592966
20260305_11290725,20260305,11290725,551807.4496,223605.83980000002,122206.4099,0.405224,0.221466,114978.6792,161339.85390000002,276318.5331,0.416109,0.583891
20260305_11290760,20260305,11290760,461540.4523,150113.7093,113123.6869,0.325245,0.2451,93625.1323,107245.7472,200870.87949999998,0.466096,0.533904
20260305_11290770,20260305,11290770,333748.8075,123269.3808,87880.5159,0.369348,0.263313,67032.535,82290.19099999999,149322.726,0.44891,0.55109
20260305_11290780,20260305,11290780,253661.2943,92505.4083,57130.3437,0.364681,0.225223,51973.9021,64149.634699999995,116123.5368,0.447574,0.552426
20260305_11290810,20260305,11290810,649875.5746,239853.7338,165180.7852,0.369076,0.254173,134280.6409,172088.3095,306368.9504,0.438297,0.561703
20260305_11305534,20260305,11305534,483806.1371,153117.38749999998,130611.5571,0.316485,0.269967,96872.1988,112971.9176,209844.1164,0.461639,0.538361
20260305_11305535,20260305,11305535,524045.927,200944.7568,140948.482,0.383449,0.268962,111760.3471,151377.8087,263138.1558,0.424721,0.575279
20260305_11305545,20260305,11305545,737407.7926,243631.44110000003,196010.88509999998,0.330389,0.265811,148790.0297,207806.9209,356596.9506,0.41725,0.58275
20260305_11305555,20260305,11305555,566625.2303,167067.0415,163101.1849,0.294846,0.287847,121312.685,158345.293,279657.978,0.433789,0.566211
20260305_11305575,20260305,11305575,463907.4765,128862.66500000001,90426.3337,0.277777,0.194923,93443.8028,112852.4905,206296.29330000002,0.452959,0.547041
20260305_11305590,20260305,11305590,391003.2247,158642.78089999998,96191.0201,0.405733,0.246011,77716.7137,107910.1633,185626.87699999998,0.418672,0.581328
20260305_11305600,20260305,11305600,230468.71,70939.4396,72231.9549,0.307805,0.313413,47894.0411,55998.9358,103892.97690000001,0.460994,0.539006
20260305_11305606,20260305,11305606,309289.8303,86792.7657,101052.173,0.28062,0.326723,61623.7844,77056.2269,138680.01129999998,0.44436,0.55564
20260305_11305610,20260305,11305610,384171.08999999997,129863.5657,105640.1412,0.338036,0.274982,82447.70910000001,101339.8146,183787.52370000002,0.448603,0.551397
20260305_11305620,20260305,11305620,371604.7681,120450.7231,111904.3682,0.324137,0.301138,71610.761,97126.0483,168736.8093,0.424393,0.575607
20260305_11305630,20260305,11305630,591268.768,262932.6521,138371.618,0.444692,0.234025,118305.78229999999,164372.5389,282678.3212,0.418517,0.581483
20260305_11305645,20260305,11305645,388003.9568,126136.92,109329.362,0.325092,0.281774,77184.108,100845.2969,178029.4049,0.433547,0.566453
20260305_11305660,20260305,11305660,609517.9189,184495.5517,181643.47580000001,0.302691,0.298012,126527.2931,154888.5343,281415.8274,0.44961,0.55039
20260305_11320511,20260305,11320511,443008.0045,141526.37470000001,117615.4932,0.319467,0.265493,92800.4247,116600.1544,209400.5791,0.443172,0.556828
20260305_11320512,20260305,11320512,685310.944,247759.2463,175871.65,0.361528,0.25663,132606.7007,153795.05969999998,286401.76039999997,0.463009,0.536991
20260305_11320513,20260305,11320513,251312.4852,71891.6196,73230.6605,0.286065,0.291393,50136.1537,63812.1421,113948.29579999999,0.43999,0.56001
20260305_11320514,20260305,11320514,685159.0556,222011.1116,178380.5199,0.324029,0.260349,153032.6545,189894.6979,342927.3524,0.446254,0.553746
20260305_11320515,20260305,11320515,399503.4577,133810.4893,110576.251,0.334942,0.276784,81724.4484,112563.0693,194287.5177,0.420637,0.579363
20260305_11320521,20260305,11320521,397627.9719,109653.0406,140784.7589,0.275768,0.354062,83712.0242,110795.0525,194507.0767,0.43038,0.56962
20260305_11320522,20260305,11320522,439301.7805,130211.162,140592.03089999998,0.296405,0.320035,95985.7373,115917.0983,211902.8356,0.452971,0.547029
20260305_11320660,20260305,11320660,396516.1695,137137.7283,100093.3675,0.345857,0.252432,82757.3453,106336.7853,189094.1306,0.437652,0.562348
20260305_11320670,20260305,11320670,398045.053,127896.4478,112390.9636,0.321311,0.282357,80819.918,105009.2898,185829.2078,0.434915,0.565085
20260305_11320680,20260305,11320680,394843.7164,134430.1338,107472.9969,0.340464,0.272191,84529.2465,107111.9766,191641.2231,0.441081,0.558919
20260305_11320681,20260305,11320681,310354.103,77801.897,79657.3873,0.250688,0.256666,66073.7291,84100.08,150173.8091,0.439982,0.560018
20260305_11320690,20260305,11320690,577446.5196,180209.6414,164593.7163,0.31208,0.285037,115972.62049999999,170602.9794,286575.59990000003,0.404684,0.595316
20260305_11320700,20260305,11320700,237317.9008,66387.6785,86230.2642,0.279742,0.363353,46744.6977,60043.0218,106787.7195,0.437735,0.562265
20260305_11320710,20260305,11320710,422613.6002,104879.4626,132463.5721,0.248169,0.313439,84984.7355,95974.3664,180959.1019,0.469635,0.530365
20260305_11350560,20260305,11350560,504136.767,209626.4062,99472.7972,0.415813,0.197313,103262.2895,149827.3198,253089.6093,0.408007,0.591993
20260305_11350570,20260305,11350570,468121.5609,134724.9669,120110.84909999999,0.287799,0.25658,103957.54509999999,130510.8741,234468.4192,0.443375,0.556625
20260305_11350580,20260305,11350580,494327.8309,167078.9622,130880.0772,0.337992,0.264764,100282.2644,117308.81839999999,217591.08279999997,0.460875,0.539125
20260305_11350595,20260305,11350595,901971.0173,354617.2001,220565.1328,0.393158,0.244537,181593.3777,233733.3437,415326.72140000004,0.43723,0.56277
20260305_11350600,20260305,11350600,1250560.4654,516583.1103,198812.6541,0.413081,0.158979,273475.4042,386938.1006,660413.5048,0.414097,0.585903
20260305_11350611,20260305,11350611,584265.6945,183775.1624,139499.4628,0.31454,0.23876,128218.6948,165712.4229,293931.1177,0.43622,0.56378
20260305_11350612,20260305,11350612,353122.4163,115628.9999,88240.23329999999,0.327447,0.249886,73060.1853,88891.0265,161951.2118,0.451125,0.548875
20260305_11350619,20260305,11350619,431455.9788,101948.1045,69697.364,0.236289,0.16154,80902.6263,110854.9595,191757.5858,0.421901,0.578099
20260305_11350621,20260305,11350621,604073.7708,143193.4308,99699.9822,0.237046,0.165046,114593.5444,147899.8033,262493.3477,0.436558,0.563442
20260305_11350624,20260305,11350624,349534.1072,90344.41930000001,92887.127,0.258471,0.265746,72906.7191,96961.8189,169868.538,0.429195,0.570805
20260305_11350625,20260305,11350625,734903.3102000001,213519.0671,177545.1067,0.29054,0.24159,156320.3342,196022.6327,352342.9669,0.44366,0.55634
20260305_11350630,20260305,11350630,733234.0765,208430.51619999998,230501.3039,0.284262,0.314363,147861.5375,181948.7606,329810.2981,0.448323,0.551677
20260305_11350640,20260305,11350640,623760.4965,219159.9028,161661.0349,0.351353,0.259172,120560.6468,184799.3763,305360.0231,0.394815,0.605185
20260305_11350665,20260305,11350665,438692.2152,121788.04239999999,134587.0769,0.277616,0.306792,88824.1207,103935.67689999999,192759.7976,0.460802,0.539198
20260305_11350670,20260305,11350670,392515.2134,113151.3803,122169.5436,0.288273,0.311248,76669.3299,98109.0049,174778.3348,0.438666,0.561334
20260305_11350695,20260305,11350695,1030661.3801,352356.0689,242012.7458,0.341874,0.234813,215670.97999999998,310370.5309,526041.5109,0.409989,0.590011
20260305_11350700,20260305,11350700,472585.8971,160543.11920000002,100454.9568,0.339712,0.212564,96779.0877,103893.6322,200672.7199,0.482273,0.517727
20260305_11350710,20260305,11350710,287196.8128,86036.3614,70787.8061,0.299573,0.246478,59252.9727,74985.9068,134238.87949999998,0.441399,0.558601
20260305_11350720,20260305,11350720,294060.4736,105620.67599999999,72049.326,0.35918,0.245015,61829.565800000004,84473.9799,146303.54570000002,0.422612,0.577388
20260305_11380510,20260305,11380510,700748.4205,255333.4356,178038.8233,0.364372,0.25407,142270.9005,175428.4952,317699.3957,0.447816,0.552184
20260305_11380520,20260305,11380520,553373.4997,183848.3112,157779.9388,0.332232,0.285124,108661.4979,133819.7168,242481.2147,0.448123,0.551877
20260305_11380530,20260305,11380530,442021.0481,142444.2952,125453.74769999999,0.322257,0.283818,92828.8539,107185.5326,200014.38650000002,0.464111,0.535889
20260305_11380551,20260305,11380551,411332.6961,147825.7906,102639.76729999999,0.359383,0.24953,88360.1662,114020.9406,202381.1068,0.436603,0.563397
20260305_11380552,20260305,11380552,520246.4104,167358.00340000002,122181.70420000001,0.32169,0.234854,108903.46710000001,135217.1928,244120.6599,0.446105,0.553895
20260305_11380560,20260305,11380560,601558.599,183694.5268,149158.1318,0.305364,0.247953,125417.2689,149640.2214,275057.4903,0.455967,0.544033
20260305_11380570,20260305,11380570,1281613.0092,493583.5893,278804.3959,0.385127,0.217542,251300.6148,324209.4947,575510.1095,0.436657,0.563343
20260305_11380580,20260305,11380580,506998.51660000003,196505.128,108942.1262,0.387585,0.214877,102628.7206,122500.5463,225129.2669,0.455866,0.544134
20260305_11380590,20260305,11380590,411767.2319,125632.128,78120.2478,0.305105,0.189719,85790.56569999999,101032.3388,186822.9045,0.459208,0.540792
20260305_11380600,20260305,11380600,518671.2118,183592.0695,140255.4309,0.353966,0.270413,103322.6029,131212.6469,234535.2498,0.440542,0.559458
20260305_11380625,20260305,11380625,927420.4274,325189.378,230406.0761,0.350639,0.248438,182653.439,227493.1373,410146.5763,0.445337,0.554663
20260305_11380631,20260305,11380631,465643.8972,166002.8298,115516.0074,0.356502,0.248078,91839.1311,110616.7852,202455.91629999998,0.453625,0.546375
20260305_11380632,20260305,11380632,347798.264,107719.33129999999,88142.5555,0.309718,0.25343,75532.9464,84380.7591,159913.70549999998,0.472336,0.527664
20260305_11380640,20260305,11380640,289205.0564,102900.3534,68677.4941,0.355804,0.23747,63462.6036,74317.3088,137779.9124,0.460609,0.539391
20260305_11380650,20260305,11380650,356249.4032,150840.5156,69510.9765,0.423413,0.195119,74375.51670000001,88450.3242,162825.8409,0.45678,0.54322
20260305_11380690,20260305,11380690,1321875.8538,389378.1523,295125.384,0.294565,0.223263,280724.8178,360144.5035,640869.3213,0.438038,0.561962
20260305_11410520,20260305,11410520,342528.0211,111703.5234,80481.7974,0.326115,0.234964,70399.94750000001,87091.3974,157491.34490000003,0.447008,0.552992
20260305_11410555,20260305,11410555,1568363.8205000001,758065.4679,207952.0708,0.483348,0.132592,348354.1956,609422.6366,957776.8322,0.363711,0.636289
20260305_11410565,20260305,11410565,991428.5976,462071.5169,156125.7139,0.466066,0.157475,227930.10340000002,377163.90359999996,605094.007,0.376685,0.623315
20260305_11410585,20260305,11410585,1650373.3375,1060964.8011,151443.4021,0.642864,0.091763,344282.4921,646066.7646999999,990349.2567999999,0.347637,0.652363
20260305_11410615,20260305,11410615,936016.5603,452161.1714,158003.7367,0.48307,0.168804,206061.5558,254969.2843,461030.84010000003,0.446958,0.553042
20260305_11410620,20260305,11410620,508508.2295,164601.9328,142811.3311,0.323696,0.280844,106832.4078,123187.4492,230019.85700000002,0.464449,0.535551
20260305_11410640,20260305,11410640,340228.68319999997,111132.0037,99245.7196,0.326639,0.291703,69848.6309,89542.9646,159391.5955,0.43822,0.56178
20260305_11410655,20260305,11410655,254480.6482,86580.31970000001,70692.4262,0.340224,0.277791,48049.0707,54581.4132,102630.48389999999,0.468175,0.531825
20260305_11410660,20260305,11410660,345402.208,118383.6611,96572.0252,0.342741,0.279593,66868.7896,77022.0747,143890.86430000002,0.464719,0.535281
20260305_11410685,20260305,11410685,516030.61340000003,176626.04499999998,125735.5886,0.342278,0.243659,112341.45300000001,137058.1484,249399.6014,0.450448,0.549552
20260305_11410690,20260305,11410690,228087.9759,72416.5184,40579.2675,0.317494,0.177911,43704.994099999996,56757.7029,100462.69699999999,0.435037,0.564963
20260305_11410700,20260305,11410700,585188.9025,237954.2701,104728.9679,0.406628,0.178966,118160.7665,174400.5224,292561.2889,0.403884,0.596116
20260305_11410710,20260305,11410710,330241.7038,94855.318,67807.7095,0.28723,0.205328,66528.5591,78795.2256,145323.78470000002,0.457795,0.542205
20260305_11410720,20260305,11410720,599177.6921,219149.7248,141114.2792,0.365751,0.235513,119067.9061,150405.2853,269473.1914,0.441854,0.558146
20260305_11440555,20260305,11440555,705090.6348,267694.6516,119053.4741,0.37966,0.168848,152186.0638,204559.4638,356745.52760000003,0.426596,0.573404
20260305_11440565,20260305,11440565,816759.7011,338496.2247,165434.3711,0.414438,0.20255,169220.6277,217099.25710000002,386319.8848,0.438032,0.561968
20260305_11440585,20260305,11440585,378063.2339,161575.1287,82035.8,0.427376,0.21699,74925.8318,114511.3553,189437.18709999998,0.395518,0.604482
20260305_11440590,20260305,11440590,595712.2397,233583.6783,99930.3121,0.392108,0.167749,121144.359,172675.2657,293819.6247,0.412309,0.587691
20260305_11440600,20260305,11440600,643394.3678,338693.5136,77079.7445,0.526417,0.119802,130154.4265,229680.7873,359835.2138,0.361706,0.638294
20260305_11440610,20260305,11440610,442653.9201,173012.76619999998,65200.8513,0.390853,0.147295,93676.5241,128778.8585,222455.3826,0.421103,0.578897
20260305_11440630,20260305,11440630,386628.7455,148593.9305,72664.1185,0.384332,0.187943,80205.5936,104824.6384,185030.232,0.433473,0.566527
20260305_11440655,20260305,11440655,682592.2768,342168.5097,96843.7656,0.501278,0.141876,137723.5272,207126.5888,344850.11600000004,0.399372,0.600628
20260305_11440660,20260305,11440660,1604196.8042,999740.2331000001,168536.9429,0.623203,0.10506,284185.93570000003,612825.6291,897011.5648,0.316814,0.683186
20260305_11440680,20260305,11440680,449693.8391,242775.7417,66014.3987,0.539869,0.146799,91267.9641,153676.8601,244944.82419999997,0.372606,0.627394
20260305_11440690,20260305,11440690,450847.27520000003,220419.35150000002,87029.0044,0.4889,0.193034,87751.7993,113072.1759,200823.9752,0.436959,0.563041
20260305_11440700,20260305,11440700,335697.9408,136619.4852,71840.3605,0.406971,0.214003,66914.34909999999,81658.8733,148573.2224,0.45038,0.54962
20260305_11440710,20260305,11440710,394362.63060000003,214996.0074,59687.2824,0.545173,0.151351,79208.3064,113728.1344,192936.44079999998,0.410541,0.589459
20260305_11440720,20260305,11440720,489062.5219,216649.0074,79427.7671,0.442988,0.162408,103115.7619,133352.3708,236468.13270000002,0.436066,0.563934
20260305_11440730,20260305,11440730,761629.1748,333216.8494,143204.0476,0.437505,0.188023,162288.5219,193423.957,355712.4789,0.456235,0.543765
20260305_11440740,20260305,11440740,1277547.2118,590986.0138,171297.9637,0.462594,0.134083,287051.3224,466856.22500000003,753907.5474,0.380751,0.619249
20260305_11470510,20260305,11470510,955413.3206,293374.8649,154271.6443,0.307066,0.161471,190358.6992,308641.1802,498999.8794,0.38148,0.61852
20260305_11470520,20260305,11470520,460251.6174,181569.8275,102873.8075,0.394501,0.223516,93571.1609,101090.0434,194661.20429999998,0.480687,0.519313
20260305_11470530,20260305,11470530,444051.5401,162025.2902,108712.0254,0.364879,0.244818,91842.4783,114958.3189,206800.7972,0.444111,0.555889
20260305_11470540,20260305,11470540,418024.8993,126389.4003,81131.7404,0.302349,0.194084,83998.18460000001,100130.4454,184128.63,0.456193,0.543807
20260305_11470550,20260305,11470550,993523.5661,249449.6399,170995.4692,0.251076,0.17211,197226.2902,268226.8964,465453.1866,0.42373,0.57627
20260305_11470560,20260305,11470560,324431.4734,110547.6463,94338.062,0.340743,0.29078,64427.3056,80516.3929,144943.6985,0.444499,0.555501
20260305_11470570,20260305,11470570,292527.07,91673.8346,72862.2691,0.313386,0.249079,58645.4522,76985.39319999999,135630.8454,0.43239,0.56761
20260305_11470580,20260305,11470580,296069.1414,98284.5954,75476.7016,0.331965,0.254929,64580.1142,84726.0249,149306.1391,0.432535,0.567465
20260305_11470590,20260305,11470590,256146.0035,73471.3686,64615.7966,0.286834,0.252262,49619.4425,59393.4867,109012.9292,0.45517,0.54483
20260305_11470600,20260305,11470600,276966.8655,85053.6591,62223.8823,0.30709,0.224662,63254.2288,76754.6973,140008.92609999998,0.451787,0.548213
20260305_11470610,20260305,11470610,84425.6577,27472.127,21846.182399999998,0.3254,0.258762,17746.3577,26102.678,43849.0357,0.404715,0.595285
20260305_11470611,20260305,11470611,336712.7247,99564.4522,99235.0135,0.295696,0.294717,69843.9247,87349.3703,157193.29499999998,0.444319,0.555681
20260305_11470620,20260305,11470620,378459.105,105341.9719,76308.52649999999,0.278344,0.20163,74301.1212,95557.6635,169858.7847,0.437429,0.562571
20260305_11470630,20260305,11470630,325250.5155,85620.573,61739.7398,0.263245,0.189822,63758.6031,79687.94499999999,143446.54809999999,0.444476,0.555524
20260305_11470640,20260305,11470640,945288.792,272096.4235,215090.7796,0.287845,0.22754,201267.2158,245340.0061,446607.2219,0.450658,0.549342
20260305_11470650,20260305,11470650,787289.7256,286215.5565,172992.2238,0.363545,0.219731,161674.3857,197795.1173,359469.503,0.449758,0.550242
20260305_11470670,20260305,11470670,449143.3599,115667.6572,84071.34270000001,0.257529,0.187182,90578.7885,123162.0904,213740.8789,0.423778,0.576222
20260305_11470680,20260305,11470680,463930.7589,116433.795,113760.4463,0.250972,0.24521,92506.2109,122073.6976,214579.90850000002,0.431104,0.568896
20260305_11500510,20260305,11500510,727588.5424,279252.8417,120552.7917,0.383806,0.165688,151002.98489999998,185668.6039,336671.58879999997,0.448517,0.551483
20260305_11500520,20260305,11500520,448401.0755,219014.3547,84959.9727,0.488434,0.189473,93008.5952,121157.7852,214166.3804,0.434282,0.565718
20260305_11500530,20260305,11500530,368956.2731,146984.5321,80840.4683,0.398379,0.219106,78502.4898,89468.6064,167971.0962,0.467357,0.532643
20260305_11500535,20260305,11500535,832770.7068,337227.9348,196097.9204,0.404947,0.235476,178821.2353,267611.8664,446433.1017,0.400556,0.599444
20260305_11500540,20260305,11500540,1067476.2301,469018.8612,236884.031,0.439372,0.22191,213865.79379999998,280061.57,493927.3638,0.43299,0.56701
20260305_11500550,20260305,11500550,299704.6533,105744.5558,74906.763,0.352829,0.249935,58000.987,70895.0375,128896.0245,0.449983,0.550017
20260305_11500560,20260305,11500560,424580.5155,152080.7949,108067.80900000001,0.358191,0.254528,84925.0385,108104.0436,193029.0821,0.43996,0.56004
20260305_11500570,20260305,11500570,331302.9567,109259.5395,76545.3946,0.329787,0.231043,70395.0634,84001.0177,154396.0811,0.455938,0.544062
20260305_11500590,20260305,11500590,612623.1753,251245.1708,133388.5917,0.410114,0.217734,122702.3697,133874.9527,256577.3224,0.478228,0.521772
