market_id,market_name,district_name,market_address,market_type,floor_area,store_count
강북구_강북북부골목시장,강북북부골목시장,강북구,강북구 한천로123길 27 일대 강북구 한천로123길 27 일대,골목형,11332.39,87
강북구_강북북부시장,강북북부시장,강북구,강북구 한천로123길 26 강북구 한천로123길 26,건물형,2903.0,47
강북구_동북프라자,동북프라자,강북구,강북구 솔샘로 233 강북구 솔샘로 233,건물형,7077.0,32
강북구_미소상인회_골목형상점가,미소상인회 골목형상점가,강북구,서울 강북구 도봉로10라길 2 도봉로10길 일대,골목형,11867.6,76
강북구_방천골목시장,방천골목시장,강북구,강북구 월계로7나길 9 일대 강북구 월계로7나길 9 일대,골목형,0.0,49
강북구_백년시장,백년시장,강북구,강북구 한천로144길 26 일대 강북구 한천로144길 26 일대,골목형,0.0,72
강북구_삼양시장_골목형상점가,삼양시장 골목형상점가,강북구,강북구 솔매로 45 일대 강북구 솔매로 45 일대,골목형,0.0,51
강북구_솔샘시장_골목형상점가,솔샘시장 골목형상점가,강북구,강북구 솔샘로50길 4 일대 강북구 솔샘로50길 4 일대,골목형,6775.0,76
강북구_수유북부시장,수유북부시장,강북구,강북구 삼양로91가길 19 강북구 삼양로91가길 19,건물형,2769.0,29
강북구_수유시장,수유시장,강북구,강북구 도봉로67길 18 강북구 도봉로67길 18,건물형,7219.0,80
강북구_수유재래시장,수유재래시장,강북구,강북구 도봉로71길 일대 강북구 도봉로71길 26 일대,골목형,0.0,121
강북구_수유전통시장,수유전통시장,강북구,강북구 도봉로67길 일대 강북구 도봉로69길 16 일대,골목형,0.0,80
강북구_수유중앙골목시장골목형상점가,수유중앙골목시장골목형상점가,강북구,서울 강북구 노해로17길 48 서울 강북구 노해로17길 48 일대,골목형,0.0,50
강북구_수유중앙시장,수유중앙시장,강북구,강북구 노해로17길 21 강북구 노해로17길 21,건물형,4439.0,33
강북구_수유프라자,수유프라자,강북구,강북구 도봉로 261 강북구 도봉로 261,건물형,10492.0,76
강북구_숭인시장,숭인시장,강북구,강북구 도봉로 45 강북구 도봉로 45 일대,건물형,11203.0,104
강북구_어진이골목시장,어진이골목시장,강북구,서울 강북구 인수봉로56길 23 어진이골목시장,골목형,0.0,74
강북구_오패산로_골목형상점가,오패산로 골목형상점가,강북구,서울 강북구 오패산로30길 25 일대,골목형,10596.0,76
강북구_우이골목시장골목형상점가,우이골목시장골목형상점가,강북구,서울 강북구 한천로162길 26 한천로162길 26 일대,골목형,8362.0,83
강북구_우이시장,우이시장,강북구,강북구 노해로23길 68 강북구 노해로23길 68 일대,건물형,2122.0,13
강북구_장미원골목시장,장미원골목시장,강북구,"강북구 삼양로123길 9,11,13 일대 강북구 삼양로123길 9 일대",골목형,0.0,93
강북구_숭인사랑골목형상점가,숭인사랑골목형상점가,강북구,서울 강북구 숭인로 3,골목형,2581.0,30
강북구_인수로골목형상점가,인수로골목형상점가,강북구,서울 강북구 인수봉로77길 3,골목형,11004.0,64
도봉구_도봉산옛길골목형상점가,도봉산옛길골목형상점가,도봉구,서울 도봉구 도봉로181길 86 도봉산옛길 상점가,상점가,10079.0,209
도봉구_방학동도깨비시장,방학동도깨비시장,도봉구,서울특별시 도봉구 도당로85-7 방학동도깨비시장,골목형,15243.0,85
도봉구_백운시장,백운시장,도봉구,서울특별시 도봉구 삼양로154길 40 백운시장,골목형,10267.0,60
도봉구_신도봉시장,신도봉시장,도봉구,서울특별시 도봉구 도당로27길 60 신도봉시장,골목형,15418.0,148
도봉구_쌍리단길상점가,쌍리단길상점가,도봉구,"서울특별시 도봉구 도봉로114길 22, 112길 19, 110나길 21, 110나길 27 쌍리단길상점가",상점가,23435.0,117
도봉구_쌍문시장,쌍문시장,도봉구,서울특별시 도봉구 도봉로113길 23 쌍문시장,골목형,10736.0,101
도봉구_쌍문역둘러상점가,쌍문역둘러상점가,도봉구,"서울특별시 도봉구 노해로 60길, 도봉로 109길 쌍문역둘러상점가",상점가,18459.0,112
도봉구_오!도봉거리상점가,오!도봉거리상점가,도봉구,서울특별시 도봉구 도봉로156길 6 오!도봉거리상점가,상점가,12856.0,52
도봉구_창동골목시장,창동골목시장,도봉구,서울특별시 도봉구 덕릉로54가길 17 창동골목시장,골목형,7325.0,59
도봉구_창동신창시장,창동신창시장,도봉구,서울특별시 도봉구 덕릉로59마길 18-7 창동신창시장,골목형,11219.0,77
도봉구_창동역상점가,창동역상점가,도봉구,"서울특별시 도봉구 마들로11가길 12, 노해로69길 21, 마들로11길 71 창동역상점가",상점가,39951.0,70
노원구_공릉동도깨비시장,공릉동도깨비시장,노원구,서울특별시 노원구 동일로180길 53 공릉동도깨비시장,골목형,15669.0,108
노원구_공릉철길_골목형상점가,공릉철길 골목형상점가,노원구,서울 노원구 동일로186길 77-21 노원구 동일로186길 일대 골목,골목형,0.0,55
노원구_상계역전종합상가_상점가,상계역전종합상가 상점가,노원구,서울특별시 노원구 한글비석로 396 상계역전종합상가 상점가,상점가,14890.0,130
