station_id,use_month,line_name,station_name,in_06_07,out_06_07,in_07_08,out_07_08,in_08_09,out_08_09,in_09_10,out_09_10,in_12_13,out_12_13,in_13_14,out_13_14,in_14_15,out_14_15,in_15_16,out_15_16,in_16_17,out_16_17,in_17_18,out_17_18,morning_total_in,morning_total_out,afternoon_total_in,afternoon_total_out
201511_2호선_도림천,201511,2호선,도림천,1103,738,2330,6799,2792,5360,2018,1680,1740,1288,1391,1115,1782,1210,2035,1310,2591,1457,2302,1659,8243,14577,11841,8039
201511_2호선_동대문역사문화공원,201511,2호선,동대문역사문화공원,7526,9368,9851,27383,14399,71863,15471,42213,26142,35184,28410,39355,31909,38662,39231,36335,48046,33367,51527,36137,47247,150827,225265,219040
201511_2호선_뚝섬,201511,2호선,뚝섬,11301,12732,30050,28387,39736,101715,24927,44369,19816,20408,21906,20957,21525,20453,24698,22422,28294,24707,35867,30314,106014,187203,152106,139261
201511_2호선_문래,201511,2호선,문래,14562,9483,47283,32007,51460,121019,30353,49023,25874,24335,27945,27344,26368,25872,27574,25137,31406,26290,41932,29668,143658,211532,181099,158646
201511_2호선_방배,201511,2호선,방배,12160,11772,31311,32185,48312,86886,35913,65255,29388,33683,33638,36445,34920,34918,41228,34950,45089,35808,52155,43210,127696,196098,236418,219014
201511_2호선_봉천,201511,2호선,봉천,31088,7354,89094,14102,119043,31151,71201,28967,36097,24533,37384,27084,31838,29501,31241,36302,34224,42691,35096,52184,310426,81574,205880,212295
201511_2호선_사당,201511,2호선,사당,25176,32007,76665,70304,116427,98578,79765,73154,55358,59846,66008,63377,66345,61083,67282,69487,74786,84585,85616,117580,298033,274043,415395,455958
201511_2호선_삼성,201511,2호선,삼성,10836,46753,23539,131059,32308,341269,30659,274216,59942,102687,80078,109594,90713,100765,115127,85627,133149,79239,181217,79865,97342,793297,660226,557777
201511_2호선_상왕십리,201511,2호선,상왕십리,11181,13904,32595,10274,47571,36797,25388,18256,15873,11498,16449,13147,15360,13198,15888,14743,19209,17623,26103,21442,116735,79231,108882,91651
201511_2호선_서울대입구,201511,2호선,서울대입구,49729,18975,149011,37491,206978,85547,124763,89394,76611,61954,83654,69249,75692,71174,80255,77105,91562,86812,103758,106050,530481,231407,511532,472344
201511_2호선_서초,201511,2호선,서초,6799,21315,16153,53135,26853,138657,29459,100516,32143,32733,44372,36408,41983,38313,46138,29780,53649,32291,66297,33025,79264,313623,284582,202550
201511_2호선_선릉,201511,2호선,선릉,15111,39001,28255,107817,41734,312783,41117,225526,66505,63517,81377,72458,87724,64985,106180,57575,124494,57861,159657,61498,126217,685127,625937,377894
201511_2호선_성수,201511,2호선,성수,12308,24651,29127,70892,37277,257307,29866,77796,26510,26105,32675,28448,33097,28970,34759,29573,37247,31070,53954,35746,108578,430646,218242,179912
201511_2호선_시청,201511,2호선,시청,2806,21720,5797,105947,10010,219008,12649,91175,27138,33115,33424,37656,38748,35558,45952,32686,51547,30927,81091,31223,31262,437850,277900,201165
201511_2호선_신답,201511,2호선,신답,1871,505,5865,860,8775,1548,3231,1048,1852,1568,2142,1686,1872,2105,1740,2702,1783,3382,1958,3517,19742,3961,11347,14960
201511_2호선_신당,201511,2호선,신당,11928,12771,29610,19293,41844,50368,27172,30627,22784,23219,25380,25859,26259,26599,27083,27819,31667,29417,36668,33896,110554,113059,169841,166809
201511_2호선_신대방,201511,2호선,신대방,37511,11579,103507,19646,142165,40340,88492,27057,40242,25009,40549,29783,35342,31829,33298,40289,36597,47736,39823,61550,371675,98622,225851,236196
201511_2호선_신도림,201511,2호선,신도림,63145,25493,170796,55444,180914,151670,115295,98512,87988,90256,97783,94480,93209,92510,98245,99422,107124,110282,128020,135969,530150,331119,612369,622919
201511_2호선_신림,201511,2호선,신림,89084,23882,263297,44557,373685,76417,209015,66023,102615,71921,104947,81489,93339,87059,91479,104049,98907,124989,110187,161456,935081,210879,601474,630963
201511_2호선_신설동,201511,2호선,신설동,1512,1528,3085,6303,4905,15829,3892,11124,6972,7775,8112,8117,8806,7693,10108,7136,10670,5921,13083,5797,13394,34784,57751,42439
201511_2호선_신정네거리,201511,2호선,신정네거리,17364,5794,55609,5874,51734,12836,28799,8850,17074,10585,15804,12172,13686,13449,12998,16835,13962,21629,16575,29170,153506,33354,90099,103840
201511_2호선_신천,201511,2호선,신천,21083,9286,74089,22718,101344,37276,60942,36528,40945,31819,40110,37291,36742,40600,38727,42674,43403,50094,47450,63961,257458,105808,247377,266439
201511_2호선_신촌,201511,2호선,신촌,19576,18131,48528,42404,67155,115782,47375,131949,73099,91242,81162,101996,82203,90536,93270,84810,109932,93777,131702,116042,182634,308266,571368,578403
201511_2호선_아현,201511,2호선,아현,9833,13405,24667,14440,35114,26201,22502,16641,17348,12525,18973,14808,15921,14458,17554,15362,25109,16968,27088,20395,92116,70687,121993,94516
201511_2호선_양천구청,201511,2호선,양천구청,11838,2233,36852,6134,34825,11794,21193,7167,14065,8340,11384,9727,9788,10365,9144,12145,9880,14982,10978,18946,104708,27328,65239,74505
201511_2호선_역삼,201511,2호선,역삼,11213,36602,18425,125259,28835,360734,28693,265415,46082,62355,59027,71188,66691,64768,80516,59940,94538,55366,141176,59230,87166,788010,488030,372847
201511_2호선_영등포구청,201511,2호선,영등포구청,15361,15988,48283,36094,50851,110062,35713,56693,29703,28006,31852,30974,31988,29492,32596,30185,35007,32215,50417,37707,150208,218837,211563,188579
201511_2호선_왕십리(성동구청),201511,2호선,왕십리(성동구청),13212,6827,34852,16485,55821,35678,35297,26620,29127,23522,31419,25895,31569,25768,33055,27705,39458,30638,47767,40762,139182,85610,212395,174290
201511_2호선_용답,201511,2호선,용답,3358,1006,10071,1513,15227,3422,6854,3873,4132,3059,4199,3630,3597,3340,3482,4399,3787,5785,4097,6281,35510,9814,23294,26494
201511_2호선_용두,201511,2호선,용두,1534,1193,4703,2167,7584,5729,3570,3581,3987,3680,4235,4566,4615,4623,4761,4596,5034,4551,5160,4906,17391,12670,27792,26922
201511_2호선_을지로3가,201511,2호선,을지로3가,2456,21382,4860,61790,10760,163376,14769,79943,24661,25521,28931,27482,32436,26320,35606,22829,40959,22605,58848,23719,32845,326491,221441,148476
201511_2호선_을지로4가,201511,2호선,을지로4가,1717,8476,3207,23835,5837,85308,9461,52114,19861,25365,22490,24507,26797,25188,30268,22626,33748,20480,43070,16810,20222,169733,176234,134976
201511_2호선_을지로입구,201511,2호선,을지로입구,3997,32440,9314,137956,17557,347822,23636,169257,47617,79641,64236,82165,75697,77823,91178,74767,102983,75243,132874,79494,54504,687475,514585,469133
201511_2호선_이대,201511,2호선,이대,9989,7664,26733,22999,39387,60637,27252,92965,43296,58745,43525,55564,41589,43126,53516,42796,63595,43736,79105,47509,103361,184265,324626,291476
201511_2호선_잠실,201511,2호선,잠실,49436,69746,145805,91554,217947,173969,147524,157915,105233,112643,120044,123388,120964,123827,132825,130110,151027,142548,206282,158402,560712,493184,836375,790918
201511_2호선_잠실나루,201511,2호선,잠실나루,16738,10232,59081,24416,70706,48750,43372,30347,30956,24186,29932,27273,28425,26541,30211,26698,33722,28218,38419,33352,189897,113745,191665,166268
201511_2호선_종합운동장,201511,2호선,종합운동장,9438,13568,27550,31477,38051,42479,27615,27294,19992,17377,21970,19935,20811,20859,20284,24153,25945,25831,28365,32184,102654,114818,137367,140339
201511_2호선_충정로,201511,2호선,충정로,7969,6791,19239,23406,27134,71366,18049,44548,16361,14855,17639,17446,17779,15891,18367,15960,20463,16661,27367,19417,72391,146111,117976,100230
201511_2호선_한양대,201511,2호선,한양대,3167,6351,6749,20274,10356,92158,7962,74489,20205,40262,19975,32546,27326,30131,37659,25049,49755,15594,60272,17802,28234,193272,215192,161384
201511_2호선_합정,201511,2호선,합정,20220,19478,56261,39185,70103,101995,45952,80503,39661,44177,43474,51244,42703,50820,45633,53381,53346,60203,67660,73136,192536,241161,292477,332961
201511_2호선_홍대입구,201511,2호선,홍대입구,43213,18773,87244,41804,107448,137489,72824,143209,74087,120727,86466,142001,92248,139360,111605,142709,131638,159487,166874,192245,310729,341275,662918,896529
201511_3호선_가락시장,201511,3호선,가락시장,7101,5611,21862,9212,27358,22299,18992,14327,14474,10888,15209,11977,14040,13362,14855,14859,16160,15411,19259,17470,75313,51449,93997,83967
201511_3호선_경복궁,201511,3호선,경복궁,6735,15080,16719,55945,26105,148535,26135,93528,34775,53213,43890,54401,47477,49559,58547,43468,75502,39031,86851,39401,75694,313088,347042,279073
201511_3호선_경찰병원,201511,3호선,경찰병원,6961,2626,25222,7863,28264,33877,16051,16251,10493,8088,11544,10477,11565,10902,11224,10770,11472,11326,14214,13992,76498,60617,70512,65555
201511_3호선_고속터미널,201511,3호선,고속터미널,10162,43089,33021,60382,57315,86392,61092,111122,87299,116752,104334,120595,112737,130395,123172,137037,133349,141584,145870,152072,161590,300985,706761,798435
201511_3호선_교대,201511,3호선,교대,3563,8092,10194,20971,12290,57671,11059,41259,17546,14620,23051,15483,26831,15420,28209,14040,29741,14206,39219,17555,37106,127993,164597,91324
201511_3호선_구파발,201511,3호선,구파발,29924,12301,90255,18512,84580,24572,47695,19544,25526,14215,24698,15766,23041,16619,23246,18598,27799,24503,28118,28595,252454,74929,152428,118296
201511_3호선_금호,201511,3호선,금호,9833,5729,27825,5097,38557,7986,24291,7442,12710,8427,12293,9393,11172,10428,10613,13137,11483,15936,14283,18877,100506,26254,72554,76198
201511_3호선_남부터미널,201511,3호선,남부터미널,9722,30096,30745,65769,50102,200159,46423,101293,54142,52338,59568,61635,59304,65601,62958,62333,71725,68040,93369,74020,136992,397317,401066,383967
201511_3호선_녹번,201511,3호선,녹번,24201,5457,67244,7741,77855,18992,43470,15051,23085,12165,22030,15333,19359,16084,18680,18897,18295,24662,21289,30177,212770,47241,122738,117318
201511_3호선_대청,201511,3호선,대청,11102,5896,34059,16620,41029,28614,21722,14065,15600,10566,16217,11909,14815,12992,16267,14862,22101,16903,23254,18598,107912,65195,108254,85830
201511_3호선_대치,201511,3호선,대치,12056,8718,29233,12968,33560,25657,22273,21659,17639,18078,18364,21664,17699,19043,18716,20080,22813,25165,27939,29711,97122,69002,123170,133741
201511_3호선_도곡,201511,3호선,도곡,5175,4488,14745,16520,19786,29917,14109,18801,12442,10677,12626,10402,11916,9570,13401,9969,17341,10461,19392,11963,53815,69726,87118,63042
201511_3호선_독립문,201511,3호선,독립문,6775,5250,18405,17864,22804,20691,16685,19501,14904,11399,14468,13898,14623,12909,16931,13034,19772,14007,18283,16263,64669,63306,98981,81510
201511_3호선_동대입구,201511,3호선,동대입구,3477,7975,7943,20122,9307,81990,8388,41801,15042,29366,20678,29371,23030,23960,25468,19401,29512,19402,39568,22862,29115,151888,153298,144362
201511_3호선_매봉,201511,3호선,매봉,6672,8049,18925,21351,23503,77049,16503,45039,14859,13846,15964,13929,17652,14037,19190,13994,20530,14622,31027,17751,65603,151488,119222,88179
201511_3호선_무악재,201511,3호선,무악재,5862,1723,18159,2731,21695,5954,12423,4751,7102,4295,6823,5136,5691,5783,5294,6978,5430,8953,6191,10323,58139,15159,36531,41468
201511_3호선_불광,201511,3호선,불광,21943,6865,70778,11014,81439,33312,44528,37534,28341,30760,31088,34728,30548,34815,31286,36368,35905,41836,36649,47047,218688,88725,193817,225554
201511_3호선_수서,201511,3호선,수서,13695,9540,34814,23697,37862,47361,25753,21562,19834,14068,19505,14563,17959,16134,19108,17944,23796,20396,27782,23723,112124,102160,127984,106828
201511_3호선_신사,201511,3호선,신사,8042,17157,15710,42016,24609,120770,20769,126748,32157,55316,41902,61066,47486,60033,56939,55775,63808,57473,79231,62793,69130,306691,321523,352456
201511_3호선_안국,201511,3호선,안국,3676,20932,8515,125528,12704,118458,14347,94055,39435,61892,44152,60956,51949,57664,63985,46913,81856,41219,98080,37460,39242,358973,379457,306104
201511_3호선_압구정,201511,3호선,압구정,10743,25073,21114,59638,34994,164031,26290,177381,44939,61761,53614,67718,62348,65300,70761,60666,79756,59704,93894,69573,93141,426123,405312,384722
201511_3호선_약수,201511,3호선,약수,12354,7491,35478,16607,47877,42149,32758,26936,23268,17591,25683,19884,22946,20182,22815,22636,25290,27476,29907,31399,128467,93183,149909,139168
201511_3호선_양재,201511,3호선,양재,16822,39680,42049,120298,57905,285174,43744,148689,49900,58648,61668,63804,65255,60461,73168,55678,84002,56821,122385,72049,160520,593841,456378,367461
201511_3호선_연신내,201511,3호선,연신내,55481,14100,161737,33655,195088,40844,105562,39964,66915,39924,64777,47615,59168,51081,59801,61718,66741,77939,66176,91006,517868,128563,383578,369283
201511_3호선_오금,201511,3호선,오금,7522,3217,27116,6507,34757,17425,18589,6787,9723,5984,9693,7088,7938,7231,7948,8655,9116,9806,10813,13089,87984,33936,55231,51853
201511_3호선_옥수,201511,3호선,옥수,9979,5167,30347,8340,41279,18210,28169,12311,17332,11936,17659,13906,15394,15423,15469,18351,17312,21446,19933,24838,109774,44028,103099,105900
201511_3호선_을지로3가,201511,3호선,을지로3가,1002,7581,1850,30832,3541,86312,5594,42144,10009,14437,12638,15847,15347,14407,16398,14290,17614,13544,26321,13183,11987,166869,98327,85708
201511_3호선_일원,201511,3호선,일원,8038,9942,24262,24409,25536,24965,17837,21002,19420,17015,17462,18111,18589,16544,20856,14500,26440,13853,26945,15061,75673,80318,129712,95084
201511_3호선_잠원,201511,3호선,잠원,5285,7491,16982,8644,23555,11044,14225,9351,9184,7155,9698,8351,8819,8338,9100,8868,10821,10449,13317,12322,60047,36530,60939,55483
201511_3호선_종로3가,201511,3호선,종로3가,1268,4055,1993,12723,2810,46308,4171,45343,10189,24287,11906,27836,14557,26144,18669,20581,23664,17990,28618,17131,10242,108429,107603,133969
201511_3호선_지축,201511,3호선,지축,1767,911,5174,1639,6745,1796,4447,1562,2198,1742,2259,1824,2207,1884,2516,2497,2235,3035,2183,3220,18133,5908,13598,14202
201511_3호선_충무로,201511,3호선,충무로,0,0,1,0,4,0,2,0,2,0,1,0,3,0,13,0,2,0,5,0,7,0,26,0
201511_3호선_학여울,201511,3호선,학여울,1579,1706,4318,3720,5368,9310,3851,7843,4165,5354,5104,7103,5927,5533,6550,4826,7931,5148,9391,5108,15116,22579,39068,33072
201511_3호선_홍제,201511,3호선,홍제,24402,7061,77626,13833,91932,33731,53782,31648,35631,23113,34300,25358,30597,27961,31091,32676,33913,39082,36204,44900,247742,86273,201736,193090
201511_4호선_길음,201511,4호선,길음,38167,9772,119333,21379,123164,58035,71334,44091,43691,33754,43173,37861,39061,38317,40697,41268,46676,49345,54228,63225,351998,133277,267526,263770
201511_4호선_남태령,201511,4호선,남태령,605,1116,1746,3113,3203,3325,2290,1477,2537,1213,3511,1286,3735,1229,2897,1248,4155,1454,4148,1711,7844,9031,20983,8141
201511_4호선_노원,201511,4호선,노원,30418,9981,66794,18499,77187,34754,47453,40125,37463,31188,36930,35396,34490,37478,35095,42429,39055,49119,42872,62718,221852,103359,225905,258328
201511_4호선_당고개,201511,4호선,당고개,19508,6282,59411,11496,59693,16139,37398,14942,21701,14641,21693,15692,19450,16696,18584,19649,19151,23857,20389,28844,176010,48859,120968,119379
201511_4호선_동대문,201511,4호선,동대문,6372,17762,7272,44992,10470,102512,16733,88740,43908,52874,50899,51285,61085,52452,68234,46211,76315,39237,106869,30683,40847,254006,407310,272742
201511_4호선_동대문역사문화공원,201511,4호선,동대문역사문화공원,7613,14908,10523,33921,13773,87728,16003,50717,26086,32738,29751,36253,36635,35723,44296,33081,50265,31632,63529,34016,47912,187274,250562,203443
201511_4호선_동작,201511,4호선,동작,1718,2334,5496,4811,8193,7045,5537,5130,4436,4707,3982,4513,4025,4432,5944,4647,5307,5173,5540,5524,20944,19320,29234,28996
201511_4호선_명동,201511,4호선,명동,3435,22076,7293,63439,13312,151960,24401,113546,43326,96387,54664,100580,65149,92847,84163,96323,100001,95194,118986,103236,48441,351021,466289,584567
201511_4호선_미아,201511,4호선,미아,25750,6869,74194,20943,82221,45331,47772,25146,31613,24326,31432,25979,30438,27786,30711,29399,34703,34801,37158,40697,229937,98289,196055,182988
201511_4호선_미아사거리,201511,4호선,미아사거리,43253,11664,127051,22820,139511,43840,83108,44372,50437,40328,51926,43410,49030,47050,50850,55458,56141,66453,58282,82516,392923,122696,316666,335215
201511_4호선_사당,201511,4호선,사당,31879,20390,91177,34675,123890,52713,89718,39565,50303,35071,51565,35111,47164,33155,44865,37811,47827,46198,55297,65944,336664,147343,297021,253290
201511_4호선_삼각지,201511,4호선,삼각지,2016,5597,5737,14550,9705,29815,6525,15512,7495,10346,8643,9426,8253,8598,8109,8837,9163,9266,13189,11244,23983,65474,54852,57717
201511_4호선_상계,201511,4호선,상계,43048,8168,113394,19488,103168,23954,58702,18869,34685,20281,33256,23038,27457,25250,27153,30449,29727,37350,30417,48890,318312,70479,182695,185258
201511_4호선_서울역,201511,4호선,서울역,7113,14162,12046,39019,17843,92639,14418,42235,16077,30949,16251,33916,15281,34801,18106,39683,19680,44007,27792,47054,51420,188055,113187,230410
201511_4호선_성신여대입구,201511,4호선,성신여대입구,23194,8731,66273,23243,79665,64987,52486,40787,43805,33540,43620,35787,41738,41091,48373,40423,51019,44162,63306,57021,221618,137748,291861,252024
201511_4호선_수유(강북구청),201511,4호선,수유(강북구청),59943,15872,181492,27778,191983,80994,116704,58467,74027,48899,71489,52928,65244,58912,66321,68181,71783,83378,79189,105306,550122,183111,428053,417604
201511_4호선_숙대입구,201511,4호선,숙대입구,9213,9790,21461,32898,33736,86326,24771,47557,25334,25410,30120,27934,28881,25586,34614,25217,46735,27043,51329,32608,89181,176571,217013,163798
201511_4호선_신용산,201511,4호선,신용산,4185,14691,11285,25113,16260,78887,13375,52349,15740,20109,19481,22138,19152,20997,22619,21511,25187,21832,37998,23740,45105,171040,140177,130327
201511_4호선_쌍문,201511,4호선,쌍문,58526,10692,159406,16513,166525,31977,97556,26142,54276,27444,49417,31165,42910,34788,39401,43119,42929,53305,45934,69783,482013,85324,274867,259604
201511_4호선_이촌,201511,4호선,이촌,5538,8128,15362,17576,21334,35834,15101,29866,19340,15843,16025,19871,16033,18376,17809,17633,25744,18006,26588,18524,57335,91404,121539,108253
201511_4호선_창동,201511,4호선,창동,45497,12798,123016,24834,113505,48113,70674,38880,49472,36823,48125,43773,43524,48734,44628,54240,50123,64558,52302,76235,352692,124625,288174,324363
201511_4호선_총신대입구,201511,4호선,총신대입구,20678,11358,61494,23492,80124,51405,50098,40791,35458,31704,37437,35132,35607,37908,35071,42467,36091,50568,40651,63229,212394,127046,220315,261008
201511_4호선_충무로,201511,4호선,충무로,5894,19788,11410,61283,18649,235068,23738,140767,38805,55459,45294,58277,51934,54286,62303,47058,71032,44142,97607,46166,59691,456906,366975,305388
201511_4호선_한성대입구,201511,4호선,한성대입구,17205,10066,43374,27405,51472,43067,34304,37939,27693,28664,28912,27438,27487,25504,30360,28629,40804,28672,43058,37438,146355,118477,198314,176345
201511_4호선_혜화,201511,4호선,혜화,9350,19914,21493,61497,30077,138737,30551,130817,60249,92842,69122,113847,72949,112298,98984,91366,110931,86830,134703,99552,91471,350965,546938,596735
201511_4호선_회현,201511,4호선,회현,4482,31459,6777,60969,10874,155368,15097,115602,43789,73967,58658,65260,73003,62683,80929,54265,88710,41613,112917,30522,37230,363398,458006,328310
201511_5호선_강동,201511,5호선,강동,23235,15497,70088,22757,89977,38032,47352,23146,29695,19371,28582,20655,26297,21163,26279,23721,28643,28065,38554,33317,230652,99432,178050,146292
201511_5호선_개롱,201511,5호선,개롱,9054,3461,30591,10256,25880,20147,14031,10705,10767,7983,10701,8549,9108,8812,9911,10507,12566,13525,13963,15452,79556,44569,67016,64828
201511_5호선_개화산,201511,5호선,개화산,9199,4634,26015,7743,23128,18290,11763,7671,8380,6797,8351,6364,7331,6803,7468,7708,8839,9276,12624,10395,70105,38338,52993,47343
201511_5호선_거여,201511,5호선,거여,10552,2938,34566,6147,31873,18485,17633,8875,11849,7464,10500,8154,9319,8709,9372,10818,12127,14512,12113,15696,94624,36445,65280,65353
201511_5호선_고덕,201511,5호선,고덕,9484,8887,27919,18716,25572,18383,14399,14632,16987,11378,14954,12968,14765,13124,16414,12860,21355,14346,24364,16462,77374,60618,108839,81138
201511_5호선_공덕,201511,5호선,공덕,6024,7768,20255,28474,30030,90639,16489,36320,17405,15164,20068,17210,19775,16222,19841,16540,23570,17891,31218,22334,72798,163201,131877,105361
201511_5호선_광나루,201511,5호선,광나루,15034,8386,44946,19366,61184,42883,33519,24473,22281,17641,23737,19139,22627,18447,24649,20258,28328,23144,31071,28125,154683,95108,152693,126754
201511_5호선_광화문,201511,5호선,광화문,4012,25501,11585,103329,18565,292095,17461,127199,35399,54662,46948,60286,54035,55354,63738,49304,74573,49507,103746,58608,51623,548124,378439,327721
201511_5호선_군자,201511,5호선,군자,11566,5521,36862,8865,52942,26156,22990,17019,14141,11840,15166,14382,13634,15423,13164,17800,15122,20969,18861,27975,124360,57561,90088,108389
201511_5호선_굽은다리,201511,5호선,굽은다리,13380,3256,43987,5903,43758,14522,22922,11928,16924,10786,16065,12110,13347,12962,13328,14780,15027,18955,16737,22373,124047,35609,91428,91966
201511_5호선_길동,201511,5호선,길동,9289,3440,27819,5759,32125,17503,17133,11108,11835,8768,12098,9767,11682,10767,10441,12358,11123,15387,12848,18097,86366,37810,70027,75144
201511_5호선_김포공항,201511,5호선,김포공항,2077,7844,6749,14008,8345,15277,7688,12421,10330,14623,11965,14711,13818,14959,15602,13793,16215,13561,19518,14881,24859,49550,87448,86528
201511_5호선_까치산,201511,5호선,까치산,43885,10297,151449,13145,165764,24037,83286,23067,46006,26664,43657,29440,36787,34842,33333,43217,36650,54539,39154,64994,444384,70546,235587,253696
201511_5호선_답십리,201511,5호선,답십리,20123,7186,61664,16028,82096,40095,40343,22047,22587,16547,23071,19862,21038,20865,21030,22129,23514,26573,29478,32944,204226,85356,140718,138920
201511_5호선_동대문역사문화공원,201511,5호선,동대문역사문화공원,464,2931,1015,10989,1705,34470,2334,13333,2967,3243,3053,4220,3391,3714,4263,3241,4209,2928,6985,3055,5518,61723,24868,20401
201511_5호선_둔촌동,201511,5호선,둔촌동,15678,7601,50267,18027,57521,30007,29604,20341,20274,14987,21224,16805,20708,17810,19927,20138,20775,24938,25639,31025,153070,75976,128547,125703
201511_5호선_마곡,201511,5호선,마곡,5073,7962,18527,2649,16815,3466,7727,2620,4342,1907,3777,2553,3193,2866,3368,3529,5740,4166,10470,5281,48142,16697,30890,20302
201511_5호선_마장,201511,5호선,마장,6100,3362,18315,9183,23160,20374,12857,16793,11552,9966,10733,9666,10574,8255,11251,8774,12737,10215,14050,12878,60432,49712,70897,59754
201511_5호선_마천,201511,5호선,마천,9376,2479,31327,3864,29200,8995,14626,8700,9415,7267,9256,7593,8103,7540,8179,10318,8122,13596,8598,15281,84529,24038,51673,61595
201511_5호선_마포,201511,5호선,마포,9289,8897,28837,25064,37644,83339,20567,43774,18033,18315,21987,20159,21215,20025,23295,19725,24994,22293,33891,27648,96337,161074,143415,128165
201511_5호선_명일,201511,5호선,명일,13026,4361,35051,7042,33708,12716,19320,10263,15859,9886,15588,11293,12325,11871,12801,13632,14390,17138,14509,20184,101105,34382,85472,84004
201511_5호선_목동,201511,5호선,목동,22081,7019,74372,14852,86828,30504,43498,26986,28295,20433,27582,25313,24664,27113,25131,29516,28387,35958,31320,45974,226779,79361,165379,184307
201511_5호선_발산,201511,5호선,발산,9751,11504,30285,13889,28288,35666,15016,25345,17492,20585,20462,20847,21423,17867,23379,17300,27260,19148,31829,22358,83340,86404,141845,118105
201511_5호선_방이,201511,5호선,방이,7247,4393,20315,8112,19898,29024,13195,13631,10079,8498,9924,9505,9258,10335,10656,10363,11615,13480,13954,16593,60655,55160,65486,68774
201511_5호선_방화,201511,5호선,방화,13395,3335,36092,6290,30045,16647,16846,8701,12967,7315,12443,8345,10240,9307,11194,11180,13572,12711,12511,14745,96378,34973,72927,63603
201511_5호선_상일동,201511,5호선,상일동,20640,10359,69193,11093,59064,15688,29686,7829,16912,8867,15101,9487,12871,11328,12377,13592,15535,17389,21519,21215,178583,44969,94315,81878
201511_5호선_서대문,201511,5호선,서대문,6014,18108,15047,57703,23606,149182,17140,57520,22543,22835,23397,28614,26487,23579,33750,19604,41022,19356,56475,23280,61807,282513,203674,137268
201511_5호선_송정,201511,5호선,송정,11604,9524,36320,14842,39690,20989,23605,11825,15298,11266,14854,12121,13530,13252,13632,16164,15605,19208,21093,23069,111219,57180,94012,95080
201511_5호선_신금호,201511,5호선,신금호,5898,6226,16513,9712,23795,12341,12292,7293,8430,5894,7979,6931,7270,7341,8404,8701,11508,9822,11491,11843,58498,35572,55082,50532
201511_5호선_신길,201511,5호선,신길,2741,1510,9480,4748,12694,18602,5769,7857,3663,3554,3769,3897,3247,3325,3572,3858,4146,4387,6305,6883,30684,32717,24702,25904
201511_5호선_신정,201511,5호선,신정,24257,5074,81335,9852,93550,16512,42171,10748,19880,10472,18921,12344,15509,13424,13767,16360,16055,22410,17434,27403,241313,42186,101566,102413
201511_5호선_아차산,201511,5호선,아차산,15436,6365,47854,14672,68357,35244,33412,20191,22112,17150,24205,19571,24275,18912,26372,22089,26590,25380,29370,30865,165059,76472,152924,133967
201511_5호선_애오개,201511,5호선,애오개,5896,4954,19296,9205,25645,33708,13501,15101,10505,7022,11477,8549,9964,8560,10360,9466,11785,10860,15291,12985,64338,62968,69382,57442
201511_5호선_양평,201511,5호선,양평,5917,2796,18689,9133,20809,42308,10331,15376,7366,5959,8096,6519,7146,6651,7664,7282,8258,8150,11535,9169,55746,69613,50065,43730
201511_5호선_여의나루,201511,5호선,여의나루,2758,8018,6125,30621,9159,61235,7103,15360,9651,11209,9372,12290,10996,11255,14058,10846,19458,11121,23238,12054,25145,115234,86773,68775
201511_5호선_여의도,201511,5호선,여의도,4779,24104,10385,127358,16303,209197,14420,67792,19484,29527,25803,33568,26920,26761,34491,25163,37781,25715,65595,27694,45887,428451,210074,168428
201511_5호선_영등포구청,201511,5호선,영등포구청,2166,1974,7186,5077,8634,20074,4881,9904,4189,3697,4622,4434,4639,4353,4895,4166,5344,4249,7528,4546,22867,37029,31217,25445
201511_5호선_영등포시장,201511,5호선,영등포시장,3904,7526,11498,12393,14773,37312,8585,21311,10012,15182,11757,19609,12273,18239,14894,14696,19677,13760,25989,14349,38760,78542,94602,95835
201511_5호선_오금,201511,5호선,오금,3673,2193,10672,9135,10569,24579,6940,8432,5698,4086,5767,4546,5329,4402,6281,4704,8445,5802,7769,6109,31854,44339,39289,29649
201511_5호선_오목교,201511,5호선,오목교,17236,9664,57778,26239,65603,85516,38395,67472,34457,41908,37686,46019,36841,43210,41213,44142,46836,49058,56133,59336,179012,188891,253166,283673
201511_5호선_올림픽공원,201511,5호선,올림픽공원,5652,5769,14223,12023,15690,21939,10669,13223,10011,11848,9920,14672,10131,13970,13696,14092,17956,15099,19183,17949,46234,52954,80897,87630
201511_5호선_왕십리(성동구청),201511,5호선,왕십리(성동구청),2954,2557,6837,6406,9625,21817,6431,11620,7076,9286,7977,10815,7861,10172,9084,10262,10091,11609,11950,13848,25847,42400,54039,65992
201511_5호선_우장산,201511,5호선,우장산,24799,5362,71611,25898,71269,27850,39070,15980,29340,16000,25296,20286,22204,21556,24679,25665,30971,30936,27839,36375,206749,75090,160329,150818
201511_5호선_을지로4가,201511,5호선,을지로4가,587,4258,1240,11366,2024,44098,2747,23612,5812,9203,7256,9074,8663,8753,10542,7709,11287,6701,15836,5992,6598,83334,59396,47432
201511_5호선_장한평,201511,5호선,장한평,16424,10000,51753,23042,67924,81289,34456,37081,24215,22468,24882,27316,23216,26905,26265,25577,32737,28686,42625,34902,170557,151412,173940,165854
