station_id,use_month,line_name,station_name,in_06_07,out_06_07,in_07_08,out_07_08,in_08_09,out_08_09,in_09_10,out_09_10,in_12_13,out_12_13,in_13_14,out_13_14,in_14_15,out_14_15,in_15_16,out_15_16,in_16_17,out_16_17,in_17_18,out_17_18,morning_total_in,morning_total_out,afternoon_total_in,afternoon_total_out
202005_경부선_송탄,202005,경부선,송탄,6159,2754,10277,4531,7743,6694,6290,3490,6354,4280,6785,4435,5622,4851,6200,5498,7327,6831,7580,9106,30469,17469,39868,35001
202005_경부선_수원,202005,경부선,수원,30172,24436,63615,46852,57599,63111,38123,54718,41673,60999,45127,61078,47176,61139,53957,60875,66793,67431,75946,80471,189509,189117,330672,391993
202005_경부선_신길,202005,경부선,신길,9797,5118,20787,13585,28003,25687,16642,9876,10134,6416,10000,7139,9223,7625,9918,8486,12200,9602,16531,14890,75229,54266,68006,54158
202005_경부선_신도림,202005,경부선,신도림,3155,2262,8943,6344,11024,13714,6064,5677,4177,3926,4301,4216,4381,4215,4630,4835,5388,5426,7535,7665,29186,27997,30412,30283
202005_경부선_안양,202005,경부선,안양,26624,11606,68982,14173,62611,28878,34610,26362,27360,27859,27525,28668,26629,29180,28661,29906,33569,34812,37735,48130,192827,81019,181479,198555
202005_경부선_영등포,202005,경부선,영등포,15296,20981,33477,54974,48387,108399,35588,82311,44146,65035,48623,70748,54139,67321,63090,68576,75297,69513,94722,78230,132748,266665,380017,419423
202005_경부선_오산,202005,경부선,오산,11432,7230,17446,19671,16450,15749,13140,11222,14388,11374,12984,10999,13131,11586,13599,13530,15990,15612,21558,18353,58468,53872,91650,81454
202005_경부선_오산대,202005,경부선,오산대,4807,1848,7835,3159,5626,6284,4085,2782,3604,3118,3817,3620,4134,3224,4655,2677,5886,3775,6226,4908,22353,14073,28322,21322
202005_경부선_용산,202005,경부선,용산,4633,32413,16944,57265,24829,122391,26396,80773,31671,46867,40655,48906,39291,48093,57235,47180,65810,45793,90997,46055,72802,292842,325659,282894
202005_경부선_의왕,202005,경부선,의왕,11020,7809,26434,21515,25015,21745,11879,8128,9065,6534,9244,7699,8634,7118,9240,8928,11569,10648,21290,14380,74348,59197,69042,55307
202005_경부선_지제,202005,경부선,지제,2143,4847,4978,6844,3838,4701,2475,2376,3407,2082,2269,2392,2689,1829,3886,2944,4519,2962,7699,2917,13434,18768,24469,15126
202005_경부선_직산,202005,경부선,직산,1177,748,1562,1832,921,2571,1090,923,1045,970,999,1078,1027,734,1149,877,1212,1127,2088,1303,4750,6074,7520,6089
202005_경부선_진위,202005,경부선,진위,1167,2024,2245,5802,2064,5832,1545,1160,1472,726,1469,1136,1299,999,1673,999,2411,1437,4833,1641,7021,14818,13157,6938
202005_경부선_천안,202005,경부선,천안,4388,3010,8187,4622,7240,7795,8178,8978,8171,9686,9440,11070,10275,9356,10931,11010,11640,10982,11528,10644,27993,24405,61985,62748
202005_경부선_평택,202005,경부선,평택,12251,7408,20718,13234,18997,18287,16883,15615,16745,16711,17222,19497,17875,18459,18708,20042,22586,21947,26069,26491,68849,54544,119205,123147
202005_경부선_화서,202005,경부선,화서,16929,5164,32586,4163,24149,8304,11313,5524,8091,5319,7983,6514,6961,6639,7119,7595,9493,9156,10131,15008,84977,23155,49778,50231
202005_경원선_가능,202005,경원선,가능,10628,3947,21179,4638,19410,12097,13169,7505,9405,6669,8916,7329,7745,6423,7587,8159,7997,10344,9788,12172,64386,28187,51438,51096
202005_경원선_광운대,202005,경원선,광운대,11928,3005,29235,4712,27761,10306,15152,7462,11094,8114,10906,9165,10232,10244,10194,10631,10528,13102,11933,15537,84076,25485,64887,66793
202005_경원선_녹양,202005,경원선,녹양,7721,2234,15647,3366,14121,7648,8432,4444,6312,4361,6332,4791,5569,4351,5650,5848,5530,7010,6785,8977,45921,17692,36178,35338
202005_경원선_녹천,202005,경원선,녹천,6903,1491,18449,2614,16129,4578,10226,2263,7038,3930,6121,4014,5196,4109,5342,5714,5696,7026,5604,8263,51707,10946,34997,33056
202005_경원선_덕계,202005,경원선,덕계,5332,1857,10000,2046,8462,3513,4744,1591,3246,2209,3094,1788,2735,2587,2572,2892,3027,3396,3313,4863,28538,9007,17987,17735
202005_경원선_덕정,202005,경원선,덕정,8043,4825,17741,9393,16000,12249,9575,7448,8998,6070,8294,6345,7686,5892,7678,6620,9550,8518,10800,11661,51359,33915,53006,45106
202005_경원선_도봉,202005,경원선,도봉,8587,2960,17024,3569,16934,9056,11838,7133,8408,7089,8944,7085,8767,8332,8880,9933,8436,10494,9117,11727,54383,22718,52552,54660
202005_경원선_도봉산,202005,경원선,도봉산,8476,2363,20273,4172,19868,7372,13026,12368,13386,14749,16448,11972,19001,10979,22225,10107,23396,8845,20329,8380,61643,26275,114785,65032
202005_경원선_동두천,202005,경원선,동두천,2564,3434,4447,7602,4542,6085,3775,3955,2645,2592,3288,2767,2950,3363,3273,3152,3204,3295,4116,3357,15328,21076,19476,18526
202005_경원선_동두천중앙,202005,경원선,동두천중앙,4296,2086,8002,3814,8189,8752,5944,3807,5273,4708,5275,4640,4880,4059,5019,4572,4884,5125,6044,6049,26431,18459,31375,29153
202005_경원선_망월사,202005,경원선,망월사,11060,3262,21270,3756,22032,9967,14359,10178,11259,9379,10691,8800,10010,9132,9919,11426,10788,12959,11196,15812,68721,27163,63863,67508
202005_경원선_방학,202005,경원선,방학,13422,5328,26349,7215,26371,17179,18480,10400,14810,11058,13687,10888,12842,12564,12615,16017,13291,17445,13967,19985,84622,40122,81212,87957
202005_경원선_보산,202005,경원선,보산,2410,950,4298,1904,3360,2199,2954,1480,2663,1494,2595,1919,2179,2045,2172,2243,2548,2611,3542,2803,13022,6533,15699,13115
202005_경원선_서빙고,202005,경원선,서빙고,1709,2586,2332,3586,2714,6288,2491,2622,2307,1453,2209,1942,2280,1522,2711,2208,3569,2202,5549,2217,9246,15082,18625,11544
202005_경원선_석계,202005,경원선,석계,11067,4245,23050,4873,28158,8816,19144,6333,13000,9533,12698,10645,11750,12010,11271,15519,10757,18488,12128,23611,81419,24267,71604,89806
202005_경원선_소요산,202005,경원선,소요산,1147,1524,4774,3297,4534,4027,5510,5768,6272,10094,8492,8369,11030,7779,14486,5308,13979,4400,10535,3543,15965,14616,64794,39493
202005_경원선_신이문,202005,경원선,신이문,12922,2490,32623,4215,36029,7487,20571,4575,12282,7341,11853,8474,10333,9234,9628,12442,8927,14385,9212,18587,102145,18767,62235,70463
202005_경원선_양주,202005,경원선,양주,10766,5265,28782,9633,23826,11474,15438,8416,11299,7788,10440,7852,9947,8237,9828,9216,11051,11149,12170,13172,78812,34788,64735,57414
202005_경원선_옥수,202005,경원선,옥수,1,70,35,27,35,238,43,13,5,66,26,21,21,33,27,29,324,11,315,29,114,348,718,189
202005_경원선_왕십리(성동구청),202005,경원선,왕십리(성동구청),7864,4619,22141,9487,35593,18363,22937,13495,14940,18215,16795,20737,17179,20805,18924,22522,21431,27683,25301,36373,88535,45964,114570,146335
202005_경원선_외대앞,202005,경원선,외대앞,7214,3233,15715,3365,19796,10037,13346,8768,11480,8694,11559,9276,11444,10267,11819,11284,12766,12546,13925,15324,56071,25403,72993,67391
202005_경원선_월계,202005,경원선,월계,7680,2187,19407,4937,18831,7387,12544,4415,9318,6255,8739,6889,8244,6669,8023,8859,8444,10564,7670,11910,58462,18926,50438,51146
202005_경원선_응봉,202005,경원선,응봉,2447,1050,5864,1522,6388,2189,3785,1296,2576,1591,2436,1864,2159,2309,2227,2356,2650,2910,2622,3466,18484,6057,14670,14496
202005_경원선_의정부,202005,경원선,의정부,18600,8136,40192,13502,37362,30840,24225,31297,25628,28783,26649,31986,27621,31297,30781,31771,33309,33496,37123,37357,120379,83775,181111,194690
202005_경원선_이촌(국립중앙박물관),202005,경원선,이촌(국립중앙박물관),3247,1898,6343,3854,8055,7189,6020,4564,5078,2948,5406,3625,5075,3592,5841,4035,6951,4317,9163,5242,23665,17505,37514,23759
202005_경원선_지행,202005,경원선,지행,8958,2583,18688,4359,17825,10977,12232,5768,9360,6960,9334,8357,8087,7758,7860,8617,8218,10894,9555,15638,57703,23687,52414,58224
202005_경원선_창동,202005,경원선,창동,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,4,0
202005_경원선_청량리(서울시립대입구),202005,경원선,청량리(서울시립대입구),7227,9709,24970,11401,26747,16790,23895,25788,24071,25071,25045,24852,27113,29623,29269,29597,27750,29536,28858,30292,82839,63688,162106,168971
202005_경원선_한남,202005,경원선,한남,2430,4383,4177,9233,5677,12019,4656,9688,4474,4426,4435,4891,5140,3752,6281,4842,7443,4812,11324,5971,16940,35323,39097,28694
202005_경원선_회룡,202005,경원선,회룡,23051,5370,49227,6925,40494,10514,25934,10220,18119,13770,17061,13793,14643,14670,14000,17880,13966,21957,13481,27974,138706,33029,91270,110044
202005_경의선_가좌,202005,경의선,가좌,6575,2511,16746,3339,20390,6869,9827,5588,7014,5055,6589,6041,6286,6564,6240,7052,6875,8832,7004,10058,53538,18307,40008,43602
202005_경의선_강매,202005,경의선,강매,5005,1026,14637,1032,13798,2693,5971,1391,3496,1824,3065,2074,2731,2232,2448,2776,2566,3605,2793,5242,39411,6142,17099,17753
202005_경의선_검암,202005,경의선,검암,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
202005_경의선_계양,202005,경의선,계양,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
202005_경의선_곡산,202005,경의선,곡산,540,507,1342,1226,1318,2228,884,887,585,676,618,609,701,727,1072,627,960,699,1213,866,4084,4848,5149,4204
202005_경의선_공덕,202005,경의선,공덕,1684,1566,3871,6214,4215,15134,3124,7411,3059,2654,3608,2481,3797,2972,4027,2681,4515,3364,7589,4241,12894,30325,26595,18393
202005_경의선_금릉,202005,경의선,금릉,6737,2185,14618,3763,10047,8510,6846,4892,6181,4067,6014,5320,5632,5465,5720,5783,6448,7295,7491,8425,38248,19350,37486,36355
202005_경의선_금촌,202005,경의선,금촌,8690,3683,16469,8455,15545,13618,10615,8408,9790,8734,9999,9448,9345,8629,9800,9657,11243,11257,12099,11928,51319,34164,62276,59653
202005_경의선_능곡,202005,경의선,능곡,5442,2023,13881,2527,13394,4830,7783,3334,5067,3911,5114,4029,4448,4565,4214,4795,4622,5511,5277,7519,40500,12714,28742,30330
202005_경의선_디지털미디어시티,202005,경의선,디지털미디어시티,2182,1502,7561,1917,7294,3118,3628,2257,2818,2010,2554,2403,2647,2446,2817,2575,3386,3102,4159,4265,20665,8794,18381,16801
202005_경의선_문산,202005,경의선,문산,7285,2514,14743,7006,14835,12217,9794,5970,8097,7882,8400,6563,8852,5875,8702,10229,8997,8569,10256,9552,46657,27707,53304,48670
202005_경의선_백마,202005,경의선,백마,12672,2445,30133,6018,20949,9488,10564,5050,7828,5079,7282,5705,6807,6130,6804,6291,7814,8276,8876,9454,74318,23001,45411,40935
202005_경의선_서강대,202005,경의선,서강대,1356,1209,2474,2849,2999,6048,2386,4749,2557,2237,2419,2611,2611,2894,2797,2417,3450,3000,4554,3411,9215,14855,18388,16570
202005_경의선_서울역,202005,경의선,서울역,883,5312,1901,17193,2405,32928,1459,15217,2315,3486,2824,4664,3164,2080,3729,3166,6216,2311,15311,5162,6648,70650,33559,20869
202005_경의선_수색,202005,경의선,수색,1172,2753,2248,4440,2470,14174,1993,7694,2023,2023,1959,2739,2103,2063,2441,1960,3656,2003,6696,2982,7883,29061,18878,13770
202005_경의선_신촌,202005,경의선,신촌,322,815,464,2833,437,5743,451,2139,722,1543,657,1090,708,755,950,723,1703,650,2922,1221,1674,11530,7662,5982
202005_경의선_야당,202005,경의선,야당,10591,2650,19545,4215,16040,6473,8935,5306,7408,5125,6479,5733,6413,6553,7079,7247,7907,7633,8533,13200,55111,18644,43819,45491
202005_경의선_운정,202005,경의선,운정,13110,3422,22531,4992,19327,8245,9365,4004,6861,4858,6701,5481,6220,5477,6372,6551,8066,8313,8721,10348,64333,20663,42941,41028
202005_경의선_월롱,202005,경의선,월롱,711,2511,1756,7578,2181,9723,1689,2984,3077,2795,2604,1789,2097,1669,3654,1596,4196,1813,7419,2229,6337,22796,23047,11891
202005_경의선_일산,202005,경의선,일산,17474,3799,41673,5569,27714,11052,15178,6908,12198,8281,10678,9138,10027,10476,9886,10231,11604,13196,10570,16398,102039,27328,64963,67720
202005_경의선_임진강,202005,경의선,임진강,0,0,0,0,2,1,21,157,1,2,3,1,4,1,224,230,232,18,492,106,23,158,956,358
202005_경의선_탄현,202005,경의선,탄현,14748,2695,34522,5361,21250,7740,12403,5646,9005,6028,8502,6054,8112,7005,8410,8149,8482,9481,8927,14409,82923,21442,51438,51126
202005_경의선_파주,202005,경의선,파주,1141,593,2313,2038,2875,5863,1743,3092,2527,1745,2046,1761,1830,1030,3227,1297,3768,1218,4424,1204,8072,11586,17822,8255
202005_경의선_풍산,202005,경의선,풍산,8452,1608,20065,3494,15916,5991,9621,4782,6908,5255,6660,5833,6424,5324,6662,6146,6770,7151,6872,9711,54054,15875,40296,39420
202005_경의선_행신,202005,경의선,행신,10816,4070,33132,4142,27880,8357,12440,5849,8885,6112,8039,7271,6968,6658,6797,7840,9469,10033,11077,14914,84268,22418,51235,52828
202005_경의선_홍대입구,202005,경의선,홍대입구,660,617,1215,1701,1362,4859,975,3649,1348,2902,1628,3264,1734,3257,1905,2932,2579,3299,3675,3886,4212,10826,12869,19540
202005_경의선_화전,202005,경의선,화전,1140,942,2788,1729,3962,4030,2336,2530,2205,1991,2272,2698,2520,2017,2453,1991,2871,1879,3866,2547,10226,9231,16187,13123
202005_경의선_효창공원앞,202005,경의선,효창공원앞,1487,1887,3741,4108,5545,13773,4046,7554,2852,2630,2951,2535,2827,2968,3172,3063,3672,3428,5430,4250,14819,27322,20904,18874
202005_경인선_간석,202005,경인선,간석,10264,1990,21094,3185,17206,6614,10319,4767,7429,5461,7224,5900,6638,6137,6883,7004,7063,8965,7549,11179,58883,16556,42786,44646
202005_경인선_개봉,202005,경인선,개봉,32773,11956,77910,13760,75942,23292,45048,17561,29809,20002,27930,20703,24351,23792,23549,28315,26442,35237,28560,53267,231673,66569,160641,181316
202005_경인선_구일,202005,경인선,구일,8694,3316,23605,5610,21563,9595,10997,5453,7720,5151,7583,6362,6798,6692,7515,7566,8447,9022,9019,12928,64859,23974,47082,47721
202005_경인선_도원,202005,경인선,도원,2990,1789,5515,3065,5486,11761,4561,3830,5231,3754,4606,4107,4416,4297,4963,4464,6654,4670,5550,5145,18552,20445,31420,26437
202005_경인선_도화,202005,경인선,도화,5803,2793,12533,3022,10303,4975,6757,3018,5078,3731,5050,3883,4609,4416,4581,4586,5265,5688,5870,5957,35396,13808,30453,28261
202005_경인선_동암,202005,경인선,동암,26730,9655,49395,12689,47202,15784,28243,12394,21167,15547,20815,16203,18863,17677,17856,21010,20542,24466,22806,35094,151570,50522,122049,129997
202005_경인선_동인천,202005,경인선,동인천,14464,10385,35377,18784,28036,28349,19350,14471,19655,17772,20672,20124,20536,18074,22273,17989,25408,20961,30627,22668,97227,71989,139171,117588
202005_경인선_백운,202005,경인선,백운,12388,2835,24957,4398,23335,9343,13324,6460,10228,7287,9211,7383,8542,8221,8340,9332,8789,11493,9606,14607,74004,23036,54716,58323
202005_경인선_부개,202005,경인선,부개,14207,3660,32672,4652,27563,9138,15617,5970,11039,7451,10389,8383,9392,8811,8801,10253,10215,13197,10430,15314,90059,23420,60266,63409
202005_경인선_부천,202005,경인선,부천,39172,12758,93157,17815,97007,39920,55091,37236,44550,41624,45054,46547,43267,47506,44902,49023,48323,57732,52108,75356,284427,107729,278204,317788
202005_경인선_부평,202005,경인선,부평,31975,10958,74493,17464,70629,29751,39942,36532,37976,43224,39539,49454,40047,51493,42963,54573,48730,59250,54400,71610,217039,94705,263655,329604
202005_경인선_소사,202005,경인선,소사,15039,5699,30764,6742,30079,11203,19048,8796,13865,10923,13331,11031,11992,11441,12022,11876,12158,14663,14101,20057,94930,32440,77469,79991
202005_경인선_송내,202005,경인선,송내,34582,15501,96658,28494,83108,71826,43521,37840,35416,22456,31019,25325,28404,25183,29514,27018,33137,34638,42910,49702,257869,153661,200400,184322
202005_경인선_역곡,202005,경인선,역곡,39744,10301,106380,12018,103587,25257,54958,20230,33936,26791,32998,26338,28871,29495,28129,31620,33349,43054,33107,58802,304669,67806,190390,216100
202005_경인선_오류동,202005,경인선,오류동,16211,5698,42880,5680,44218,10263,24175,9551,17655,10166,16086,11571,13875,12488,12972,15690,14561,16940,14946,23775,127484,31192,90095,90630
202005_경인선_온수(성공회대입구),202005,경인선,온수(성공회대입구),7914,3244,19142,6425,18838,9975,11410,5027,9089,6282,8907,6711,8216,7051,8237,7985,9704,9892,10025,12529,57304,24671,54178,50450
202005_경인선_인천,202005,경인선,인천,2211,2785,4598,4196,4063,5983,2827,3217,4935,7171,6239,7055,7183,6575,8261,5349,8787,4405,10734,3748,13699,16181,46139,34303
202005_경인선_제물포,202005,경인선,제물포,12044,5521,31347,10541,27227,19595,15799,12007,13601,9258,13201,10646,11904,9663,12528,10168,15708,13009,17759,17122,86417,47664,84701,69866
202005_경인선_주안,202005,경인선,주안,23292,8488,56540,16023,47923,24938,30635,20012,26830,18315,26185,17166,24447,20111,24726,20761,27113,25039,32735,35045,158390,69461,162036,136437
202005_경인선_중동,202005,경인선,중동,15061,4656,36862,5354,30067,11001,16344,7903,11799,8208,11448,8778,10210,9598,9758,10674,10788,12951,11408,17626,98334,28914,65411,67835
202005_경춘선_가평,202005,경춘선,가평,1419,1116,2415,2920,3084,4656,2437,4096,2882,4245,2937,3043,3412,3857,3526,3389,4449,2513,4842,3008,9355,12788,22048,20055
202005_경춘선_갈매,202005,경춘선,갈매,3567,1254,14754,2276,8575,3745,5548,2148,3095,2003,3049,2361,2835,2851,2636,3435,3248,2803,3457,5103,32444,9423,18320,18556
202005_경춘선_강촌,202005,경춘선,강촌,167,192,239,365,448,1459,528,1544,770,1101,932,869,1502,832,1911,835,2203,721,2340,486,1382,3560,9658,4844
202005_경춘선_굴봉산,202005,경춘선,굴봉산,62,95,118,209,153,761,211,645,369,501,539,376,654,331,957,320,953,230,769,123,544,1710,4241,1881
202005_경춘선_금곡,202005,경춘선,금곡,2245,1124,4473,1814,4174,3505,2653,1752,2042,1746,2008,1570,1815,1961,2262,1743,2043,2396,2306,2713,13545,8195,12476,12129
202005_경춘선_김유정,202005,경춘선,김유정,157,86,362,391,344,623,281,1147,533,1215,756,1030,1116,823,1362,711,1483,520,1409,496,1144,2247,6659,4795
202005_경춘선_남춘천,202005,경춘선,남춘천,3341,660,3178,2029,3785,3063,4036,3570,3826,6510,4859,3703,5393,4657,5036,4362,4982,3866,4775,5838,14340,9322,28871,28936
202005_경춘선_대성리,202005,경춘선,대성리,446,297,867,710,859,1234,812,1046,1206,1262,1104,1256,1252,1376,1524,1072,1881,1191,1821,949,2984,3287,8788,7106
202005_경춘선_마석,202005,경춘선,마석,5760,2791,12754,5391,8646,6554,6770,5334,5908,4047,5155,4702,5113,5281,5322,5201,6186,4813,6460,7034,33930,20070,34144,31078
202005_경춘선_백양리,202005,경춘선,백양리,19,135,60,211,130,508,77,243,289,218,327,179,377,188,453,138,389,137,476,83,286,1097,2311,943
202005_경춘선_별내,202005,경춘선,별내,2000,3945,7721,3369,6961,4767,4336,2936,3092,2801,2968,2533,3028,3177,3566,3367,4815,3421,5583,5053,21018,15017,23052,20352
202005_경춘선_사릉,202005,경춘선,사릉,5291,2178,15292,4527,11708,5610,5927,2656,4111,2311,4266,2700,3382,2995,3375,2804,3460,4947,4766,5420,38218,14971,23360,21177
202005_경춘선_상천,202005,경춘선,상천,241,210,495,356,645,973,525,1185,601,783,798,500,948,480,1335,506,1729,405,1341,398,1906,2724,6752,3072
202005_경춘선_신내,202005,경춘선,신내,1598,2765,4140,2187,4231,2834,2341,1375,1753,1348,1653,1369,1701,1721,1807,1881,2579,2290,2887,2664,12310,9161,12380,11273
202005_경춘선_천마산,202005,경춘선,천마산,2885,576,6261,1581,4618,1412,3845,1736,2527,1767,2326,1771,2259,2059,1928,2519,2035,2425,1950,3233,17609,5305,13025,13774
202005_경춘선_청평,202005,경춘선,청평,1786,922,3025,2081,3895,3614,2942,3236,3040,3278,3094,2982,3413,3320,3374,2727,3780,3573,4102,3505,11648,9853,20803,19385
202005_경춘선_춘천,202005,경춘선,춘천,1435,370,1410,1219,1729,2341,1953,1965,1988,3323,2788,3396,3687,2234,4404,3056,5076,1965,4553,2369,6527,5895,22496,16343
202005_경춘선_퇴계원,202005,경춘선,퇴계원,5133,1504,16688,3225,12061,3976,7823,2222,4584,2711,4592,2977,3619,3655,3848,4518,3791,5265,4507,7484,41705,10927,24941,26610
202005_경춘선_평내호평,202005,경춘선,평내호평,7903,2486,23323,4153,15426,8051,9061,5938,7715,5627,6733,6218,6597,7536,6657,6834,7216,7832,8200,12165,55713,20628,43118,46212
202005_공항철도 1호선_검암,202005,공항철도 1호선,검암,13199,2134,33275,6377,25735,11930,12395,4396,8022,4576,6895,5288,6367,5866,6143,6564,7355,8496,8695,12344,84604,24837,43477,43134
202005_공항철도 1호선_계양,202005,공항철도 1호선,계양,16710,2676,44916,3143,39451,4811,19878,4141,11162,4650,9932,5855,7981,6959,7626,8394,8900,10914,9462,16797,120955,14771,55063,53569
202005_공항철도 1호선_공덕,202005,공항철도 1호선,공덕,1463,1035,4208,2487,4236,8137,2627,4783,2019,2665,2192,2787,1975,2541,2305,2730,2494,3114,3868,4894,12534,16442,14853,18731
202005_공항철도 1호선_공항화물청사,202005,공항철도 1호선,공항화물청사,1113,6757,1613,11852,2354,20740,1524,3954,1102,3090,1468,1405,2130,876,2695,787,4796,1333,8490,1180,6604,43303,20681,8671
202005_공항철도 1호선_김포공항,202005,공항철도 1호선,김포공항,2880,7722,5853,13680,9195,15501,10992,8780,12717,8443,14790,9391,14701,7852,14080,6533,12581,8685,19311,9133,28920,45683,88180,50037
202005_공항철도 1호선_디지털미디어시티,202005,공항철도 1호선,디지털미디어시티,4823,4085,13764,22014,15854,71913,8691,33115,7306,8452,8464,9681,8576,7584,10366,7767,13413,8485,29773,11660,43132,131127,77898,53629
202005_공항철도 1호선_마곡나루(서울식물원),202005,공항철도 1호선,마곡나루(서울식물원),2717,6321,8233,14288,9314,40666,4575,19942,4428,3844,4189,4055,4190,3763,6029,3687,10949,4252,31812,6140,24839,81217,61597,25741
202005_공항철도 1호선_서울역,202005,공항철도 1호선,서울역,1592,6111,6775,12034,9913,17412,5961,14393,9971,10169,10039,9152,7803,9090,11706,9290,13990,10156,17644,10737,24241,49950,71153,58594
202005_공항철도 1호선_영종,202005,공항철도 1호선,영종,5273,1492,8645,2121,7362,3095,5073,2296,4451,3078,3788,3232,3587,3446,4049,3795,4234,3830,4515,5463,26353,9004,24624,22844
202005_공항철도 1호선_운서,202005,공항철도 1호선,운서,8497,4777,15092,7408,15887,11677,7365,8806,8902,5131,7617,6336,7805,6114,7907,7910,9703,8391,13359,11695,46841,32668,55293,45577
202005_공항철도 1호선_인천공항1터미널,202005,공항철도 1호선,인천공항1터미널,1792,5422,2738,11808,5915,19381,4279,4822,3248,6509,4754,4311,5053,3909,6880,3382,6164,4182,11725,6151,14724,41433,37824,28444
202005_공항철도 1호선_인천공항2터미널,202005,공항철도 1호선,인천공항2터미널,1072,3292,1472,7105,3403,8816,2723,2063,1054,3343,1787,1668,1917,1250,2772,1364,3073,1629,6129,3267,8670,21276,16732,12521
202005_공항철도 1호선_청라국제도시,202005,공항철도 1호선,청라국제도시,13468,3524,25401,6239,15559,13924,8017,3502,6189,3657,5461,3998,4791,3920,5327,4707,6655,5979,9785,8306,62445,27189,38208,30567
202005_공항철도 1호선_홍대입구,202005,공항철도 1호선,홍대입구,2949,2382,6669,5528,9097,17028,5705,16175,7003,14584,8433,14857,8626,14673,10490,13670,13378,13659,18713,17097,24420,41113,66643,88540
202005_과천선_경마공원,202005,과천선,경마공원,699,1655,1556,2278,2546,5664,1750,1543,1305,1549,1934,1512,2001,1459,2002,1275,2166,1457,3337,1619,6551,11140,12745,8871
202005_과천선_과천,202005,과천선,과천,5377,9787,15916,3671,16054,6833,9051,4171,6061,3737,6332,4133,6170,4265,6447,4991,10540,6263,11352,7651,46398,24462,46902,31040
202005_과천선_대공원,202005,과천선,대공원,203,3553,774,4117,916,9324,1183,15090,5237,8480,6375,9496,8512,8148,11116,5138,13998,3434,14012,1900,3076,32084,59250,36596
202005_과천선_범계,202005,과천선,범계,26957,10426,73086,19044,63731,51182,33423,40895,29102,26032,29812,31928,29330,30749,32363,31309,37393,36807,43023,49393,197197,121547,201023,206218
202005_과천선_선바위,202005,과천선,선바위,5687,8446,16728,19650,21043,24920,13924,14645,8546,6894,9017,6323,9031,6369,9257,7129,12581,7654,20714,11448,57382,67661,69146,45817
202005_과천선_인덕원,202005,과천선,인덕원,24370,11057,69292,27660,63725,85532,35166,31830,25491,17063,26134,19452,24630,20862,25186,23233,29558,27911,40650,40822,192553,156079,171649,149343
202005_과천선_정부과천청사,202005,과천선,정부과천청사,4701,8905,13063,19090,12438,52226,9168,15576,8540,8262,9696,8357,10655,8506,11631,8360,16792,9119,25085,11223,39370,95797,82399,53827
202005_과천선_평촌,202005,과천선,평촌,17333,8369,49572,27352,41089,70403,21394,29337,16175,12526,15741,16032,15887,14324,18360,13772,20033,17302,33123,23445,129388,135461,119319,97401
202005_분당선_가천대,202005,분당선,가천대,6385,3083,15586,5104,20633,16527,13088,12050,9825,9880,9803,10141,9732,10088,11050,9390,13753,10795,16281,14279,55692,36764,70444,64573
202005_분당선_강남구청,202005,분당선,강남구청,2360,4320,5424,12698,8549,45734,7057,34281,8208,11849,9759,12731,10768,11820,12114,11450,13362,11826,20749,13421,23390,97033,74960,73097
202005_분당선_개포동,202005,분당선,개포동,2452,2823,7198,3998,7562,8328,4763,6003,5012,3226,4440,3817,4433,3592,4507,3881,5272,4660,6477,5970,21975,21152,30141,25146
202005_분당선_구룡,202005,분당선,구룡,998,2404,2028,4310,2926,4049,2175,1759,1900,1112,1826,1437,1750,1414,1808,1681,4062,1594,3470,2099,8127,12522,14816,9337
202005_분당선_구성,202005,분당선,구성,6158,2732,17796,3834,17208,7498,9476,3387,5592,3760,5872,4136,5282,4643,5311,5586,5167,7299,6793,9351,50638,17451,34017,34775
202005_분당선_기흥,202005,분당선,기흥,11649,4055,29643,6077,32713,10709,16561,6494,10742,7214,10619,8589,10071,8865,10099,10281,11741,11215,14146,16935,90566,27335,67418,63099
202005_분당선_대모산입구,202005,분당선,대모산입구,2969,8199,7471,3691,8884,8345,5779,4334,4716,2550,4388,3172,3702,3518,4292,3855,6171,4101,9124,4593,25103,24569,32393,21789
202005_분당선_도곡,202005,분당선,도곡,2821,5085,6188,12145,9495,22789,6827,15831,7083,6376,7818,7212,8192,6226,9854,6471,12131,6827,16640,8574,25331,55850,61718,41686
202005_분당선_망포,202005,분당선,망포,14657,6928,39009,16496,36083,32751,17812,13026,13002,7914,12795,9002,11689,10025,12705,12302,15730,14226,24606,18756,107561,69201,90527,72225
202005_분당선_매교,202005,분당선,매교,3087,1155,6244,2586,7104,6381,3813,2724,2380,2321,2794,2710,2537,2443,2445,2884,3225,3504,5178,4576,20248,12846,18559,18438
202005_분당선_매탄권선,202005,분당선,매탄권선,6839,1178,14931,3136,14497,6573,7566,3336,5076,3027,4868,2962,4232,4094,4585,4508,5468,4999,7125,8466,43833,14223,31354,28056
202005_분당선_모란,202005,분당선,모란,20195,10027,45701,18521,60379,28874,43460,23788,29115,26358,30584,29621,29067,29714,29882,37589,32959,36626,32354,40572,169735,81210,183961,200480
