commercial_id,base_year_quarter_code,commercial_code,commercial_name,total_flow,age_20_flow,age_30_flow,age_40_flow,age_60_plus_flow,flow_06_11,flow_11_14,flow_14_17,flow_17_21,age_20_40_flow,age_20_40_ratio,age_60_plus_ratio,morning_flow_score,afternoon_flow_score
20242_3120124,20242,3120124,개봉동 현대아파트,969045,90152,145445,163114,249677,186989,109187,116403,178209,398711,0.411447,0.257653,0.192962,0.416698
20242_3120123,20242,3120123,오류동역,778418,163641,162326,109553,151112,150199,92341,98963,147291,435520,0.559494,0.194127,0.192954,0.434978
20242_3120122,20242,3120122,강서구청,1793509,335865,401540,297546,338696,363243,199904,195632,287952,1034951,0.577054,0.188845,0.202532,0.38109
20242_3120121,20242,3120121,까치산역,3031065,490362,599586,543677,580938,595618,435761,457729,615832,1633625,0.538961,0.191661,0.196505,0.497951
20242_3120120,20242,3120120,화곡역,1748493,303462,338493,281941,386715,349468,226474,237209,363526,923896,0.528396,0.22117,0.199868,0.473098
20242_3120119,20242,3120119,발산역(마곡),1143299,197687,231529,206727,193332,215382,177680,184786,231214,635943,0.556235,0.1691,0.188386,0.519269
20242_3120118,20242,3120118,마곡역(마곡),147840,24316,31040,29809,18374,31442,24498,23954,25913,85165,0.576062,0.124283,0.212676,0.50301
20242_3120117,20242,3120117,강서농산물도매시장,10510,1198,1346,1993,1819,2372,1323,1242,1608,4537,0.431684,0.173073,0.22569,0.39705
20242_3120116,20242,3120116,송정역,278286,48867,54469,44504,64048,56804,38186,38682,56053,147840,0.531252,0.230152,0.204121,0.477642
20242_3120115,20242,3120115,김포공항역(김포공항),9879,1523,1951,1699,2165,2180,1521,1547,1902,5173,0.523636,0.219152,0.22067,0.503087
20242_3120114,20242,3120114,목동신시가지,1227083,110327,128871,243629,191361,232689,168137,181637,248790,482827,0.393475,0.155948,0.189628,0.487794
20242_3120113,20242,3120113,오목교역,1981698,223939,229896,386845,294254,375237,290157,302894,419357,840680,0.424222,0.148486,0.189351,0.510879
20242_3120112,20242,3120112,등촌역,1500845,256864,349788,250139,288569,305636,199672,202034,284307,856791,0.570872,0.192271,0.203643,0.457085
20242_3120111,20242,3120111,목동사거리,668466,94353,111985,109155,155123,133601,82646,87493,126346,315493,0.471966,0.232058,0.199862,0.44353
20242_3120110,20242,3120110,목동역 8번출구,1246601,173220,176354,210236,251527,238824,158469,171767,243070,559810,0.449069,0.20177,0.19158,0.459895
20242_3120109,20242,3120109,서울남부지방법원,668977,72426,84095,117131,122835,141385,92776,89135,116017,273652,0.40906,0.183616,0.211345,0.445349
20242_3120108,20242,3120108,신정네거리역,866467,110366,123825,149001,197611,175245,106186,108846,158718,383192,0.442247,0.228065,0.202252,0.431349
20242_3120107,20242,3120107,공덕역(공덕오거리),1512450,236250,325566,289838,240264,324148,263504,260711,309012,851654,0.563096,0.158857,0.21432,0.550912
20242_3120106,20242,3120106,마포역,841089,103706,175979,170632,147679,177625,119480,115704,145309,450317,0.535398,0.175581,0.211185,0.452381
20242_3120105,20242,3120105,상수역(홍대),1084813,428110,200013,136596,100506,196378,156602,158442,215558,764719,0.704932,0.092648,0.181025,0.489118
20242_3120104,20242,3120104,연남동(홍대),4799921,1470918,1064705,768717,560650,823372,655677,736690,1033877,3304340,0.688415,0.116804,0.171539,0.505476
20242_3120103,20242,3120103,홍대입구역(홍대),4297046,1840233,874775,496246,281858,579101,567406,690954,1016775,3211254,0.747317,0.065593,0.134767,0.529465
20242_3120102,20242,3120102,서교동(홍대),2600028,733500,579022,469698,305889,469104,421186,463892,563813,1782220,0.685462,0.117648,0.180423,0.55726
20242_3120101,20242,3120101,합정역,1466469,395146,376702,239853,171490,265945,241960,249278,337854,1011701,0.689889,0.116941,0.181351,0.565366
20242_3120100,20242,3120100,망원역,611644,139877,140757,99869,103520,122245,88107,94236,127430,380503,0.622099,0.169249,0.199863,0.50646
20242_3120099,20242,3120099,월드컵경기장역(월드컵경기장),10387,1670,1957,1859,2034,1710,1836,2348,2949,5486,0.52816,0.195822,0.164629,0.686724
20242_3120098,20242,3120098,DMC(디지털미디어시티),528043,106261,132732,117947,47957,114917,108888,112234,98726,356940,0.675968,0.09082,0.217628,0.605723
20242_3120097,20242,3120097,충정로역,513948,83580,123396,116643,73946,120048,94570,96711,87368,323619,0.629673,0.143878,0.23358,0.542174
20242_3120096,20242,3120096,"이화여대(이대역, 이대)",1384142,674247,224938,134028,122436,290219,167744,166058,224110,1033213,0.746465,0.088456,0.209674,0.403074
20242_3120095,20242,3120095,홍제역,1229197,159313,185303,183480,338793,238020,161726,174195,249987,528096,0.429627,0.275621,0.193639,0.476659
20242_3120094,20242,3120094,"신촌역(신촌역, 신촌로터리)",6868295,3268432,1074060,666046,595290,1176122,996975,1063464,1579088,5008538,0.729226,0.086672,0.171239,0.529903
20242_3120093,20242,3120093,연희동,667366,209705,117379,96470,104738,133897,96210,94230,126399,423554,0.634665,0.156942,0.200635,0.47476
20242_3120092,20242,3120092,불광역,596233,94275,100104,89981,168463,114516,84028,92141,127389,284360,0.476928,0.282546,0.192066,0.509126
20242_3120091,20242,3120091,본서부병원,721926,114650,115930,121691,159427,139594,79227,80466,119794,352271,0.48796,0.220836,0.193363,0.387141
20242_3120090,20242,3120090,연신내역,1730916,312972,284054,239108,469324,323772,217461,235552,346860,836134,0.483059,0.271142,0.187052,0.46211
20242_3120089,20242,3120089,구파발역,265117,34501,41713,48799,47167,53192,31778,34832,49247,125013,0.471539,0.17791,0.200636,0.437003
20242_3120088,20242,3120088,구산역,587393,79746,79063,87219,130097,114004,78700,86552,120986,246028,0.418847,0.221482,0.194085,0.487302
20242_3120087,20242,3120087,응암역,723123,110755,116086,127983,173875,149019,97868,99369,147739,354824,0.490683,0.24045,0.206077,0.477064
20242_3120086,20242,3120086,태릉입구역,461924,105887,69782,64763,103354,95327,60551,66335,95343,240432,0.520501,0.223747,0.206369,0.481094
20242_3120085,20242,3120085,은행사거리,469668,40547,30654,77621,56175,69999,75097,100063,145935,148822,0.316866,0.119606,0.149039,0.683664
20242_3120084,20242,3120084,공릉역,652153,142179,88824,91249,147731,123991,83778,90353,136321,322252,0.494136,0.226528,0.190126,0.476042
20242_3120083,20242,3120083,등나무근린공원,247386,27571,29077,42147,50117,48218,32724,34368,46838,98795,0.399356,0.202586,0.19491,0.460535
20242_3120082,20242,3120082,상계백병원,197246,26957,28502,30160,53274,40106,33753,35516,41197,85619,0.434072,0.270089,0.20333,0.560042
20242_3120081,20242,3120081,노원역,5043867,936757,748856,740512,1037837,907796,780061,853969,1137924,2426125,0.481005,0.205762,0.17998,0.549569
20242_3120080,20242,3120080,마들역,112001,11049,16961,17588,27963,20384,18310,22312,30199,45598,0.407121,0.249667,0.181998,0.632325
20242_3120079,20242,3120079,창동역,402169,54360,54496,61269,105380,73470,68996,79776,101385,170125,0.423019,0.262029,0.182684,0.62202
20242_3120078,20242,3120078,미아사거리역,1146484,197748,165495,174504,275541,207737,180587,193893,248780,537747,0.46904,0.240336,0.181195,0.543627
20242_3120077,20242,3120077,미아역,1707290,257256,213165,237533,481397,362392,212307,206874,278412,707954,0.414665,0.281966,0.212262,0.408597
20242_3120076,20242,3120076,수유역,4830810,1249205,772285,718368,967697,933472,633388,676457,987693,2739858,0.567163,0.200318,0.193233,0.475601
20242_3120075,20242,3120075,월곡역,368623,90796,51026,48817,78705,75338,48025,48399,64832,190639,0.517165,0.213511,0.204377,0.437455
20242_3120074,20242,3120074,안암역,1033151,539617,91446,68312,80973,181202,161022,155003,218832,699375,0.676934,0.078375,0.175388,0.517695
20242_3120073,20242,3120073,미아사거리,358233,38643,53041,68462,77743,70275,46396,48458,63497,160146,0.447044,0.217018,0.196171,0.442034
20242_3120072,20242,3120072,성신여대,2873038,920344,413146,345193,394490,535759,383498,419455,627738,1678683,0.584288,0.137308,0.186478,0.497971
20242_3120071,20242,3120071,성북구청,530476,130456,90294,77785,88437,106104,71266,74489,103234,298535,0.562768,0.166713,0.200017,0.469369
20242_3120070,20242,3120070,한성대입구역,686834,146775,104948,96632,132400,121921,94934,112588,165386,348355,0.50719,0.192769,0.177512,0.542938
20242_3120069,20242,3120069,상봉역,1962028,431708,440269,282414,378248,368482,249173,265760,402392,1154391,0.588366,0.192784,0.187807,0.467539
20242_3120068,20242,3120068,사가정역,290895,44932,47748,46043,71215,55304,38358,40732,62965,138723,0.476883,0.244813,0.190117,0.488338
20242_3120067,20242,3120067,장안동사거리,1668836,247662,298067,297557,325920,328049,201153,211371,315154,843286,0.505314,0.195298,0.196574,0.436039
20242_3120066,20242,3120066,장한평역(장한평),1492802,252712,297232,274638,320988,318328,217516,214602,265232,824582,0.552372,0.215024,0.213242,0.467142
20242_3120065,20242,3120065,회기역,1274655,539783,165105,117741,181516,275860,157745,161769,242083,822629,0.645374,0.142404,0.216419,0.440587
20242_3120064,20242,3120064,경희대학교(경희대),1119640,509795,121068,104744,142672,227471,169296,159516,203731,735607,0.657003,0.127427,0.203164,0.475638
20242_3120063,20242,3120063,청량리역(청량리),1008576,183203,142028,142488,301359,188330,169234,181222,203612,467719,0.463742,0.298797,0.186729,0.549357
20242_3120062,20242,3120062,신설동역,2010415,480887,335685,285371,448603,453602,311999,299820,337143,1101943,0.548117,0.22314,0.225626,0.472023
20242_3120061,20242,3120061,올림픽대교북단,325641,33318,32718,57974,48401,56551,36637,44841,72614,124010,0.380818,0.148633,0.173661,0.473196
20242_3120060,20242,3120060,강변역(테크노마트),303540,41121,51321,58928,60734,62090,42753,44910,55594,151370,0.498682,0.200086,0.204553,0.471954
20242_3120059,20242,3120059,구삼강변맛길,974677,144086,152963,162588,174400,188704,121518,134247,191405,459637,0.471579,0.178931,0.193607,0.458788
20242_3120058,20242,3120058,구의사거리,778072,102922,127903,135943,142596,159597,81491,82445,122455,366768,0.471381,0.183268,0.205119,0.368078
20242_3120057,20242,3120057,아차산역,1301554,183718,217495,207006,286919,269273,162267,170012,243212,608219,0.467302,0.220443,0.206886,0.442157
20242_3120056,20242,3120056,구의역,1355612,311575,276210,209294,237273,265736,167728,176167,270209,797079,0.587985,0.17503,0.196027,0.453009
20242_3120055,20242,3120055,군자역,2630541,624814,564178,399667,463778,540161,319030,327913,496070,1588659,0.603929,0.176305,0.205342,0.434516
20242_3120054,20242,3120054,어린이대공원역,1939153,787507,317675,215532,193395,400758,250072,242038,326792,1320714,0.681078,0.099732,0.206667,0.422299
20242_3120053,20242,3120053,건대입구역(건대),2961943,1214516,499125,330152,322488,476631,371552,424542,719688,2043793,0.690018,0.108877,0.160918,0.511753
20242_3120052,20242,3120052,성수역,1412970,377791,347623,240822,176679,282815,278102,292747,292866,966236,0.683833,0.125041,0.200156,0.611276
20242_3120051,20242,3120051,뚝섬역,2732759,635312,708635,477340,348542,557206,486126,503559,550014,1821287,0.666465,0.127542,0.203899,0.563423
20242_3120050,20242,3120050,서울숲역,196291,40817,50965,31563,29105,37742,35611,38589,39132,123345,0.628378,0.148275,0.192276,0.577367
20242_3120049,20242,3120049,왕십리역(왕십리),2527559,868637,390530,306419,317353,503126,325783,325266,457938,1565586,0.619406,0.125557,0.199056,0.438758
20242_3120048,20242,3120048,금호역,999288,120432,160302,149195,274062,193843,116169,124933,191026,429929,0.430235,0.274257,0.193981,0.432436
20242_3120047,20242,3120047,한남오거리,631563,91990,143969,136550,105211,136539,82186,81308,107264,372509,0.589821,0.166588,0.216192,0.428711
20242_3120046,20242,3120046,이태원(이태원역),1514705,385617,386768,261462,211833,255318,202881,218530,294288,1033847,0.68254,0.139851,0.16856,0.472501
20242_3120045,20242,3120045,남영동 먹자골목,185674,35132,39734,33367,36414,41450,31859,31825,37838,108233,0.58292,0.196118,0.223241,0.546776
20242_3120044,20242,3120044,삼각지역,790313,157999,197381,151163,114148,168819,104579,99993,130963,506543,0.64094,0.144434,0.21361,0.42456
20242_3120043,20242,3120043,서울역,1091560,159569,278061,284057,154728,278275,271058,271759,166634,721687,0.661152,0.141749,0.254933,0.649942
20242_3120042,20242,3120042,"숙대입구역(남영역, 남영동)",397992,87675,83960,67096,69721,90275,71538,71150,81430,238731,0.599839,0.175182,0.226826,0.563122
20242_3120041,20242,3120041,신용산역(용산역),2167030,438175,556589,428486,284476,439623,348382,346696,402699,1423250,0.656774,0.131275,0.202869,0.506581
20242_3120040,20242,3120040,용산전자상가(용산역),1153369,188636,259965,246513,191269,242409,195899,202006,220495,695114,0.602681,0.165835,0.210175,0.536168
20242_3120039,20242,3120039,신당역,2316322,378377,472420,408507,510893,446792,328126,327103,435241,1259304,0.543665,0.220562,0.192889,0.470777
20242_3120038,20242,3120038,약수역,1100200,162295,202862,174402,256151,222287,160511,156623,207587,539559,0.490419,0.232822,0.202042,0.476932
20242_3120037,20242,3120037,동대문역사문화공원역,4010318,910100,875123,705852,699367,813740,666587,690718,805062,2491075,0.621166,0.174392,0.202912,0.539201
20242_3120036,20242,3120036,장충동족발거리(남소영길),272600,73932,52280,44014,45859,58472,50752,48847,49664,170226,0.624453,0.168228,0.214497,0.547553
20242_3120035,20242,3120035,퇴계로5가,655016,143407,134082,121248,115757,141182,115571,110522,107862,398737,0.608744,0.176724,0.21554,0.509843
20242_3120034,20242,3120034,중구청(퇴계로4가),778650,160027,159162,152816,122707,161842,131929,127811,129273,472005,0.606184,0.157589,0.207849,0.499599
20242_3120033,20242,3120033,을지로4가역,719177,102358,143163,149228,150570,160493,144934,147067,136990,394749,0.54889,0.209364,0.223162,0.596503
20242_3120032,20242,3120032,충무로역,1910720,398023,347009,340495,336732,404964,357318,348794,364753,1085527,0.568125,0.176233,0.211943,0.560451
20242_3120031,20242,3120031,을지로3가역,2181892,386165,498876,479231,343676,480647,457100,462782,445992,1364272,0.62527,0.157513,0.220289,0.626004
20242_3120030,20242,3120030,중부경찰서(영화인의거리),1302097,259557,289961,268696,185833,271742,272073,263543,262090,818214,0.628382,0.142718,0.208696,0.612632
20242_3120029,20242,3120029,을지로2가,204831,44660,48460,43404,24808,43180,47508,47612,42148,136524,0.66652,0.121114,0.210808,0.670152
20242_3120028,20242,3120028,명동(명동거리),1876238,403675,443218,397023,232459,392914,438345,437647,385496,1243916,0.662984,0.123896,0.209416,0.67235
20242_3120027,20242,3120027,명동역(명동재미로),697735,124423,137896,135615,124812,149261,148861,143864,127123,397934,0.570323,0.178882,0.213922,0.60173
20242_3120026,20242,3120026,을지로입구역,867593,157739,239342,221823,89674,201386,211270,208570,166703,618904,0.713358,0.10336,0.23212,0.676058
20242_3120025,20242,3120025,롯데백화점(시청광장 지하쇼핑센터),115079,20385,29689,28019,13709,24974,29497,28046,22694,78093,0.678603,0.119127,0.217016,0.697234
20242_3120024,20242,3120024,회현역,865739,87844,159398,176996,245560,180485,216311,194283,133498,424238,0.49003,0.283642,0.208475,0.628471
20242_3120023,20242,3120023,서울시청,540054,92315,139572,135966,62762,120142,139599,130638,105169,367853,0.681141,0.116214,0.222463,0.695127
20242_3120022,20242,3120022,북창동(시청역_6번),1126491,210393,291076,251867,144573,229674,283783,280118,227751,753336,0.668746,0.128339,0.203884,0.702759
20242_3120021,20242,3120021,시청역_8번,509157,91624,130937,128647,50503,133109,119526,118666,90885,351208,0.689783,0.099189,0.26143,0.646317
20242_3120020,20242,3120020,시청역_1번,66508,9369,14177,14887,7687,16577,16443,15517,11143,38433,0.57787,0.11558,0.249248,0.648087
20242_3120019,20242,3120019,경찰청앞교차로,413273,57713,95045,99758,46435,104654,82121,77178,61589,252516,0.611015,0.112359,0.253232,0.534484
20242_3120018,20242,3120018,중림동,440199,63848,98751,101235,74403,97754,78684,76465,76702,263834,0.599352,0.169021,0.222068,0.526696
20242_3120017,20242,3120017,동묘앞역(동묘),904069,211011,162303,136944,197585,189390,136160,137977,174565,510258,0.564402,0.218551,0.209486,0.496314
20242_3120016,20242,3120016,동대문역,936672,128688,127390,149747,304599,197685,148533,147963,169172,405825,0.433263,0.325193,0.21105,0.497152
20242_3120015,20242,3120015,종로6가,478523,74482,63765,73159,141992,106170,99926,98911,93253,211406,0.441789,0.29673,0.22187,0.610399
20242_3120014,20242,3120014,종로5가역,982428,161894,163465,162914,252350,217709,199211,193466,173001,488273,0.497006,0.256864,0.221603,0.575796
20242_3120013,20242,3120013,이화사거리,1082172,233316,211762,181990,179589,239645,198747,194684,183559,627068,0.579453,0.165952,0.221448,0.533178
20242_3120012,20242,3120012,대학로(혜화역),3871488,1380432,615286,464608,473618,615725,564018,660254,988705,2460326,0.635499,0.122335,0.159041,0.571609
20242_3120011,20242,3120011,종로4가,724277,110164,124772,133992,192841,142698,147875,151096,136308,368928,0.509374,0.266253,0.197021,0.600984
20242_3120010,20242,3120010,원남동사거리,955395,190696,190443,178429,165425,226608,182837,176303,143025,559568,0.585693,0.173148,0.237188,0.52561
20242_3120009,20242,3120009,종로3가역,6221651,1342191,1223949,1100021,1292732,1119763,1227860,1292538,1417988,3666161,0.589259,0.20778,0.179978,0.633013
20242_3120008,20242,3120008,인사동,1271755,207782,264343,263845,244010,246238,280748,278038,251368,735970,0.578704,0.191869,0.193621,0.637036
20242_3120007,20242,3120007,북촌(안국역),740392,113548,140926,146962,131497,158776,149811,151446,128510,401436,0.542194,0.177605,0.214449,0.580459
20242_3120006,20242,3120006,종각역,2770234,620015,647731,559585,411321,530506,587449,581325,610293,1827331,0.659631,0.148479,0.191502,0.642208
20242_3120005,20242,3120005,삼청동,330151,51057,54594,62153,66093,65735,64626,62875,53497,167804,0.508264,0.20019,0.199106,0.548228
20242_3120004,20242,3120004,종로구청,422049,62495,98817,102096,58307,90086,103337,99192,79132,263408,0.624117,0.138152,0.213449,0.667366
20242_3120003,20242,3120003,광화문역,1238749,194538,282362,282607,190101,273015,268739,257247,237192,759507,0.613124,0.153462,0.220396,0.616088
20242_3120002,20242,3120002,서촌(경복궁역),1359277,224355,254613,241322,256945,255443,248364,253179,280462,720290,0.529907,0.189031,0.187926,0.57531
20242_3120001,20242,3120001,서대문역,1198783,185197,242952,260166,183989,277644,235048,231550,228902,688315,0.574178,0.15348,0.231605,0.580172
20242_3111090,20242,3111090,강일동주민센터,72800,6165,11141,14505,14524,15447,8227,8239,11594,31811,0.436964,0.199505,0.212184,0.38544
20242_3111089,20242,3111089,상일여고(상일초등학교),821317,81291,126467,149954,196586,180130,103401,95462,132949,357712,0.435535,0.239355,0.219318,0.404
20242_3111088,20242,3111088,고덕동성당,248217,20865,34556,44902,61470,57380,29865,29037,43119,100323,0.404175,0.247646,0.231169,0.411015
20242_3111087,20242,3111087,고덕중학교(고덕2동주민센터),206358,18961,28972,35838,41633,44551,21786,18630,22653,83771,0.40595,0.201751,0.215892,0.305629
20242_3111086,20242,3111086,한영중고,412618,29881,34849,63161,89961,88741,62507,59216,73936,127891,0.30995,0.218025,0.215068,0.474189
20242_3111085,20242,3111085,묘곡초등학교(고덕아이파크아파트),893191,89052,121039,151218,191882,205560,109803,108457,132017,361309,0.404515,0.214828,0.230141,0.392164
20242_3111084,20242,3111084,길동신동아아파트,163340,15855,22303,23641,40747,35279,19225,18444,24765,61799,0.378346,0.249461,0.215985,0.382233
20242_3111083,20242,3111083,GS강동자이아파트,804356,86001,108067,119760,209520,158785,93397,99738,144374,313828,0.390161,0.260482,0.197406,0.419602
20242_3111082,20242,3111082,중앙보훈병원,118904,12070,16581,17791,34618,24659,12707,13241,18687,46442,0.390584,0.291142,0.207386,0.375387
20242_3111081,20242,3111081,둔촌푸르지오아파트,288059,33664,40523,40625,75668,58719,33160,35110,52289,114812,0.398571,0.262682,0.203844,0.418522
20242_3111080,20242,3111080,굽은다리역 3번,582716,64335,72853,95471,168406,115777,68035,68151,106424,232659,0.399267,0.289002,0.198685,0.416343
20242_3111079,20242,3111079,둔촌고등학교(둔촌중학교),371076,38931,53831,55871,96829,85575,52925,46742,54932,148633,0.400546,0.260941,0.230613,0.416624
20242_3111078,20242,3111078,굽은다리역 4번,3916295,430469,572862,593128,1023842,831619,398347,380122,543107,1596459,0.407645,0.261431,0.212348,0.337456
20242_3111077,20242,3111077,길동주민센터(강동도서관),3305911,398591,469492,518337,937906,661264,390388,396529,557730,1386420,0.419376,0.283706,0.200025,0.40674
20242_3111076,20242,3111076,둔촌2동주민센터,419017,50670,64260,59622,105226,84870,51672,55140,73654,174552,0.416575,0.251126,0.202545,0.430689
20242_3111075,20242,3111075,굽은다리역 2번,1458232,155393,203926,217685,372528,313233,143187,133443,189954,577004,0.395687,0.255466,0.214803,0.319966
20242_3111074,20242,3111074,명일역 1번,528286,53336,66979,88772,130888,109053,50862,49392,71537,209087,0.395784,0.24776,0.206428,0.325186
20242_3111073,20242,3111073,둔촌동역 1번(한산중학교),3390200,394031,501406,558172,800296,726872,384801,370365,521143,1453609,0.428768,0.236062,0.214404,0.37647
20242_3111072,20242,3111072,굽은다리역 1번(십자성마을),1806761,196403,266054,280461,489734,367543,190680,196902,297063,742918,0.411188,0.271056,0.203426,0.378935
20242_3111071,20242,3111071,천동초등학교,511184,64564,74166,80741,145832,105601,55564,53604,79999,219471,0.429339,0.285283,0.206581,0.370057
20242_3111070,20242,3111070,천호초등학교,1567331,169865,247446,267737,366222,331152,176467,183165,252999,685048,0.437079,0.23366,0.211284,0.390875
20242_3111069,20242,3111069,천호1동주민센터,2536306,279484,378861,406564,644824,530862,272758,269468,381872,1064909,0.419866,0.254237,0.209305,0.364348
20242_3111068,20242,3111068,강동성심병원,192917,32083,39309,34533,39968,42821,25337,23517,31059,105925,0.54907,0.207177,0.221966,0.414235
20242_3111067,20242,3111067,강동구립성내도서관,2396562,334773,414003,420628,592891,496118,233675,228480,357769,1169404,0.487951,0.247392,0.207012,0.342125
20242_3111066,20242,3111066,암사동성당(효정하나플러스아파트),1422932,160180,240772,253936,320812,293825,152161,150007,236512,654888,0.460238,0.225458,0.206493,0.37857
20242_3111065,20242,3111065,천일초등학교,505430,66131,76280,72116,142799,102446,48827,49052,76721,214527,0.424445,0.28253,0.202691,0.345448
20242_3111064,20242,3111064,둔촌동역 4번,498976,58278,65965,81913,132682,101176,49096,46179,71520,206156,0.413158,0.265909,0.202767,0.334275
20242_3111063,20242,3111063,강동구립 천호도서관,1435965,228989,279243,198946,372286,303551,140907,136339,203663,707178,0.492476,0.259258,0.211392,0.334903
20242_3111062,20242,3111062,둔촌동역 3번(성내3동주민센터),942159,114815,132498,161722,217374,192010,110875,106865,148643,409035,0.434146,0.230719,0.203798,0.388876
20242_3111061,20242,3111061,암사역 1번,3005963,349243,453594,514678,785889,615332,303963,301508,475315,1317515,0.4383,0.261443,0.204704,0.359547
20242_3111060,20242,3111060,암사역 2번(서울강동초등학교),3412586,380328,515417,563171,865497,699934,368827,372300,568457,1458916,0.42751,0.253619,0.205104,0.383751
20242_3111059,20242,3111059,강동역 4번(강풀만화거리),3131184,440293,563650,492145,759894,643061,334038,338581,493459,1496088,0.477803,0.242686,0.205373,0.372408
20242_3111058,20242,3111058,성내중학교,518057,56248,70482,83525,124894,109805,57664,54167,73161,210255,0.405853,0.241082,0.211955,0.357088
20242_3111057,20242,3111057,천호공원(해공체육문화센터),941000,104033,141556,135993,270539,194187,103470,102893,140834,381582,0.405507,0.287502,0.206362,0.368966
20242_3111056,20242,3111056,천호태영아파트,341069,74133,69743,52621,68887,64109,40493,43349,64646,196497,0.576121,0.201974,0.187965,0.435361
20242_3111055,20242,3111055,선사초등학교,30991,2796,4796,5471,7205,6444,3421,3462,5144,13063,0.421509,0.232487,0.207931,0.38808
20242_3111054,20242,3111054,암사역 4번(삼성광나루아파트),202106,23448,31626,33790,46879,38945,21252,22787,37332,88864,0.43969,0.231953,0.192696,0.402615
20242_3111053,20242,3111053,성내천어린이공원(하니사랑길),1151055,138677,197926,206013,252289,241629,132811,130502,179902,542616,0.471408,0.219181,0.20992,0.385051
20242_3111052,20242,3111052,암사역 3번(천호동자전거거리),1362853,162978,250274,237227,292893,279688,152393,155159,218228,650479,0.477292,0.214912,0.205222,0.385794
20242_3111051,20242,3111051,천호역 6번,2787772,396866,467983,406559,707865,562550,302302,307598,461071,1271408,0.456066,0.253918,0.201792,0.384167
20242_3111050,20242,3111050,강동구청(강동구청역 2번),355125,38204,54321,57013,84306,74321,47295,46891,59125,149538,0.421086,0.237398,0.209281,0.43171
20242_3111049,20242,3111049,천호지구대(천호동자전거거리),1269862,164250,230758,202993,318553,260829,163325,161350,218439,598001,0.470918,0.250856,0.205399,0.427695
20242_3111048,20242,3111048,천호역 1번(천호문구완구거리),1378330,213716,264026,224908,354631,283129,170090,178335,234125,702650,0.509784,0.25729,0.205415,0.422649
20242_3111047,20242,3111047,마천1치안센터,257699,25449,32377,38880,71410,50897,26537,29510,43851,96706,0.375267,0.277106,0.197506,0.387654
20242_3111046,20242,3111046,마천역(마천초등학교),1809124,167149,236456,269767,555403,372442,185014,182693,274869,673372,0.372209,0.307001,0.205869,0.355186
20242_3111045,20242,3111045,개미어린이공원,261901,27782,35364,42124,72467,52741,23060,21384,34770,105270,0.401946,0.276696,0.201378,0.302458
20242_3111044,20242,3111044,남천초등학교,1331578,133070,185727,190735,392334,259160,136562,137550,220054,509532,0.382653,0.294638,0.194626,0.371113
20242_3111043,20242,3111043,마천공원,626724,70155,89105,88705,188620,128294,63798,65611,99414,247965,0.395653,0.300962,0.204706,0.36511
20242_3111042,20242,3111042,거여역 1번(거여공원),1893697,209037,271686,294217,518091,374569,200092,207598,322181,774940,0.409221,0.273587,0.197798,0.385421
20242_3111041,20242,3111041,거여역 8번,125459,15335,18330,19948,31362,27481,12230,11742,17945,53613,0.427335,0.249978,0.219044,0.334109
20242_3111040,20242,3111040,거여초등학교,696331,68189,87393,111938,159602,162863,82033,79241,99293,267520,0.384185,0.229204,0.233887,0.3742
20242_3111039,20242,3111039,벌말어린이공원,1010411,102847,132985,158097,241236,209417,110057,100975,140056,393929,0.38987,0.23875,0.207259,0.34747
20242_3111038,20242,3111038,보인중학교,671379,61857,81782,95467,159709,138012,94183,88503,115242,239106,0.356142,0.237882,0.205565,0.443755
20242_3111037,20242,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),257366,22130,34418,46859,58132,52327,31910,32190,46425,103407,0.40179,0.225873,0.203317,0.429447
20242_3111036,20242,3111036,투구봉어린이공원,403424,46536,52452,61048,111715,80560,39183,39586,63871,160036,0.396694,0.276917,0.199691,0.353573
20242_3111035,20242,3111035,오금공원(오주중학교),784031,86216,125341,120222,207264,171874,70178,62919,93619,331779,0.423171,0.264357,0.219218,0.289167
20242_3111034,20242,3111034,오동나무공원(송파레미니스1단지),836687,85397,120737,126827,188552,177952,97543,91234,127567,332961,0.397952,0.225355,0.212686,0.378091
20242_3111033,20242,3111033,문정동성당,37338,3388,5279,6497,9634,8744,4608,4332,5379,15164,0.406128,0.258021,0.234185,0.383497
20242_3111032,20242,3111032,방이역 1번,338777,32971,39180,52089,85491,69677,50062,49673,62378,124240,0.366731,0.252352,0.205672,0.478524
20242_3111031,20242,3111031,장지동주민센터(한림연예예술고교),999693,121033,155069,159531,223780,220855,113492,102513,145282,435633,0.435767,0.223849,0.220923,0.361398
20242_3111030,20242,3111030,방이역 2번,1297825,138574,159031,199061,321758,270983,165556,159393,219360,496666,0.382691,0.247921,0.208798,0.419401
20242_3111029,20242,3111029,오금역 4번,207940,21135,29398,37458,43153,44779,24795,24951,32778,87991,0.423156,0.207526,0.215346,0.396864
20242_3111028,20242,3111028,문현중학교(장지역 1번),895761,118157,172248,151921,154846,195007,128910,126999,152961,442326,0.493799,0.172865,0.2177,0.45645
20242_3111027,20242,3111027,문정초등학교,899526,135836,165616,153693,180882,188238,98544,94839,137018,455145,0.505983,0.201086,0.209264,0.367306
20242_3111026,20242,3111026,문정역 2번,946189,137372,209373,167696,158979,199598,124733,117081,147340,514441,0.543698,0.16802,0.210949,0.411286
