commercial_id,base_year_quarter_code,commercial_code,commercial_name,total_flow,age_20_flow,age_30_flow,age_40_flow,age_60_plus_flow,flow_06_11,flow_11_14,flow_14_17,flow_17_21,age_20_40_flow,age_20_40_ratio,age_60_plus_ratio,morning_flow_score,afternoon_flow_score
20194_3130067,20194,3130067,왕십리도선동상점가,1460147,315835,240652,226866,285301,296354,182824,183088,251583,783353,0.536489,0.195392,0.202962,0.422899
20194_3130066,20194,3130066,행당시장상점가,1301954,227076,229613,212283,285838,257627,150321,149913,237992,668972,0.513822,0.219545,0.197877,0.413399
20194_3130065,20194,3130065,무학봉상점가,1058756,175172,164909,157336,243539,215634,120227,121834,178260,497417,0.469813,0.230024,0.203667,0.396995
20194_3130064,20194,3130064,금남시장,860849,87536,138258,129819,237477,166546,105740,114765,169932,355613,0.413096,0.275864,0.193467,0.453549
20194_3130063,20194,3130063,신금호역 골목형상점가,249310,27465,42721,38998,60694,49237,30158,30098,43294,109184,0.437945,0.243448,0.197493,0.415346
20194_3130062,20194,3130062,보광시장,30427,5053,5913,4798,7220,6198,3969,4453,5879,15764,0.518092,0.237289,0.203701,0.47001
20194_3130061,20194,3130061,이태원시장,117180,30400,27107,18331,19665,20374,16779,18512,24931,75838,0.647192,0.167819,0.173869,0.513927
20194_3130060,20194,3130060,신흥시장,301939,44979,56485,44523,76015,63041,35737,34947,51167,145987,0.483498,0.251756,0.208787,0.403562
20194_3130059,20194,3130059,후암시장,237555,33575,41624,40927,60135,46739,29899,31972,45568,116126,0.488838,0.253141,0.19675,0.45227
20194_3130058,20194,3130058,이촌종합시장,175496,15647,25209,33487,39893,34577,26174,27310,34414,74343,0.423616,0.227316,0.197024,0.500855
20194_3130057,20194,3130057,만리시장,55135,7573,8687,9323,11212,11063,7890,8433,11141,25583,0.464007,0.203355,0.200653,0.498123
20194_3130056,20194,3130056,용산용문시장,686004,99112,129925,123372,170090,134129,104946,112767,138610,352409,0.513713,0.247943,0.195522,0.519418
20194_3130055,20194,3130055,"황학시장(서울중앙시장, 신중앙시장)",1335365,196258,243350,190794,388206,284364,168067,167245,207910,630402,0.472082,0.290712,0.212949,0.406797
20194_3130054,20194,3130054,황학동주방가구거리상점가,928900,146656,220327,139409,217556,195727,123490,124959,146752,506392,0.545152,0.234208,0.210708,0.425451
20194_3130053,20194,3130053,백학시장,1049275,143553,165050,167063,282804,204434,150000,156151,213189,475666,0.453328,0.269523,0.194834,0.494951
20194_3130052,20194,3130052,서울중앙시장(신중앙시장),2283417,322673,394334,353432,657936,482032,327668,332826,405045,1070439,0.468788,0.288137,0.211101,0.466642
20194_3130051,20194,3130051,동화동 골목형상점가,848163,122789,137757,141376,199820,164599,120435,126236,169358,401922,0.473874,0.235592,0.194065,0.490506
20194_3130050,20194,3130050,청평화시장,80244,15288,20903,15578,13826,16345,11151,10303,11823,51769,0.645145,0.172299,0.203691,0.414698
20194_3130049,20194,3130049,신당 미래유산 먹거리 골목형상점가,153659,24939,29764,25803,32571,30223,22159,23011,30440,80506,0.523926,0.211969,0.196689,0.492064
20194_3130048,20194,3130048,동평화시장,94453,17956,24870,18502,16138,18490,12969,12011,13719,61328,0.649296,0.170857,0.195759,0.409717
20194_3130047,20194,3130047,테크노상가(엘리시움),191348,36716,50776,37540,32216,37552,26234,24252,27802,125032,0.653427,0.168363,0.19625,0.409139
20194_3130046,20194,3130046,team204(팀204),95674,18358,25388,18770,16108,18776,13117,12126,13901,62516,0.653427,0.168363,0.19625,0.409139
20194_3130042,20194,3130042,약수시장,449276,64590,70463,71787,127635,89969,61130,62533,87226,206840,0.460385,0.28409,0.200253,0.469397
20194_3130038,20194,3130038,"평화시장(통일상가, 동화상가)",123504,18499,25230,23087,28747,23873,24433,25172,22627,66816,0.541003,0.232762,0.193297,0.584856
20194_3130036,20194,3130036,중부시장(신중부시장),900187,130309,163866,179014,211805,200737,180169,179932,157413,473189,0.525656,0.23529,0.222995,0.574896
20194_3130035,20194,3130035,방산종합시장(방산시장),1149647,113472,182500,222378,336196,250682,269269,269611,199878,518350,0.450878,0.292434,0.218051,0.642596
20194_3130034,20194,3130034,필동 골목형상점가,55288,13900,8759,9415,10585,10753,10842,10856,11068,32074,0.580126,0.191452,0.194491,0.592642
20194_3130033,20194,3130033,대림상가(청계상가),74075,9131,12063,14527,20583,15407,16012,16774,14856,35721,0.482227,0.277867,0.207992,0.643159
20194_3130032,20194,3130032,인현시장,286318,41774,44197,57257,67644,58474,58404,59612,54970,143228,0.500241,0.236255,0.204227,0.604174
20194_3130031,20194,3130031,청계천공구상가,371954,70306,83319,73085,77215,76177,76896,80082,85881,226710,0.609511,0.207593,0.204802,0.652928
20194_3130025,20194,3130025,삼익패션타운(남대문시장),92700,12454,19901,18507,23626,18533,24389,24533,15275,50862,0.548673,0.254865,0.199924,0.692524
20194_3130024,20194,3130024,남대문시장(자유상가),2510522,346294,546266,502787,625138,500388,663565,672586,420410,1395347,0.5558,0.249007,0.199316,0.69968
20194_3130022,20194,3130022,숭례문수입상가(남대문시장),78908,11505,17937,16396,17691,16365,20334,20575,13386,45838,0.580904,0.224198,0.207393,0.68808
20194_3130021,20194,3130021,신설종합시장,46349,6517,8238,7608,12763,9521,8043,8415,7212,22363,0.482492,0.275367,0.20542,0.510691
20194_3130020,20194,3130020,동묘시장(동묘벼룩시장),590327,83018,102630,106107,157386,119493,102932,107239,98413,291755,0.494226,0.266608,0.202418,0.522734
20194_3130019,20194,3130019,동대문상가D동,34288,4764,7796,7237,7401,7123,5186,4846,4391,19797,0.577374,0.215848,0.20774,0.420643
20194_3130018,20194,3130018,동대문문구완구거리(동대문문구완구시장),641170,82343,118041,117052,174969,127787,102155,101988,102046,317436,0.495089,0.27289,0.199303,0.477547
20194_3130017,20194,3130017,동대문상가C동,66519,9204,13579,12501,16160,12130,9544,9282,9531,35284,0.530435,0.242938,0.182354,0.426299
20194_3130016,20194,3130016,동대문상가B동,68821,9528,13997,12876,16778,12495,9854,9599,9901,36401,0.528923,0.243792,0.181558,0.426527
20194_3130015,20194,3130015,창신골목시장,787892,89377,94175,119829,240528,151474,114818,117306,156186,303381,0.385054,0.30528,0.192252,0.492847
20194_3130014,20194,3130014,동문시장,66333,9015,12874,12050,17040,12125,9746,9640,10036,33939,0.511646,0.256886,0.18279,0.44355
20194_3130013,20194,3130013,동대문상가A동,68821,9528,13997,12876,16778,12495,9854,9599,9901,36401,0.528923,0.243792,0.181558,0.426527
20194_3130012,20194,3130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",87169,11116,13817,15061,25914,16051,19591,20665,16506,39994,0.45881,0.297285,0.184137,0.651172
20194_3130011,20194,3130011,충신시장,268547,39030,37813,44150,77271,54696,48066,46742,46608,120993,0.450547,0.287737,0.203674,0.526597
20194_3130010,20194,3130010,종로신진시장,1616686,203345,252430,278166,487497,298088,372038,393773,309628,733941,0.453979,0.301541,0.184382,0.665212
20194_3130009,20194,3130009,마전교지하쇼핑센터(구 한일상가),95676,12030,14945,16463,28852,17640,22025,23315,18325,43438,0.454011,0.301559,0.184372,0.665423
20194_3130007,20194,3130007,광장시장(광장전통시장),648352,83757,94953,109864,203917,113586,145755,158097,133683,288574,0.445088,0.314516,0.175192,0.674842
20194_3130005,20194,3130005,세운상가가동,144764,19042,20063,23779,47566,23728,32090,35753,31665,62884,0.43439,0.328576,0.163908,0.687381
20194_3130004,20194,3130004,낙원시장(낙원지하시장(대일상가)),157923,29250,20890,20413,57524,22695,25551,29539,38527,70553,0.446756,0.364253,0.143709,0.592802
20194_3130002,20194,3130002,세종마을음식문화거리(금천교시장),755755,119541,128750,130928,181114,142244,130500,139002,167905,379219,0.501775,0.239646,0.188214,0.578768
20194_3130001,20194,3130001,통인시장,442472,70570,73235,77936,98973,80471,69199,71429,95862,221741,0.501141,0.223682,0.181867,0.534474
20194_3120249,20194,3120249,고덕역,616344,68586,69654,95292,131318,113721,92119,104578,134437,233532,0.378899,0.21306,0.184509,0.537255
20194_3120248,20194,3120248,명일역,1247520,128007,168861,208722,315425,245994,168350,172692,245884,505590,0.405276,0.252842,0.197186,0.470474
20194_3120247,20194,3120247,굽은다리역,766854,102687,112229,111079,205244,145502,96281,104504,156869,325995,0.425107,0.267644,0.189739,0.466391
20194_3120246,20194,3120246,길동역,3682632,596137,677291,616115,856641,710171,472800,480143,672536,1889543,0.513096,0.232617,0.192843,0.441391
20194_3120245,20194,3120245,둔촌역,994578,119142,133052,161126,231149,193338,155293,162125,211970,413320,0.415573,0.232409,0.194392,0.532274
20194_3120244,20194,3120244,암사역,833483,103860,143175,131633,209431,159079,111135,118680,175010,378668,0.45432,0.251272,0.190861,0.485703
20194_3120243,20194,3120243,천호역,1737356,305178,301213,264032,424749,302586,243163,273160,371786,870423,0.501004,0.24448,0.174165,0.511184
20194_3120242,20194,3120242,강동구청역,1538349,181502,245686,263356,350640,312462,213695,215648,276136,690544,0.448886,0.227933,0.203115,0.458595
20194_3120241,20194,3120241,거여역,621138,68056,81904,96095,168396,127436,85241,91255,126583,246055,0.396136,0.271109,0.205165,0.487941
20194_3120240,20194,3120240,개롱역,1964530,211268,256457,306007,467955,394024,235606,247792,372701,773732,0.393851,0.238202,0.200569,0.435778
20194_3120239,20194,3120239,오금역,1602435,208575,275468,241589,377499,348081,216484,213869,288135,725632,0.452831,0.235578,0.21722,0.448373
20194_3120238,20194,3120238,방이역,336274,37851,41985,46718,84878,60986,48663,54926,85003,126554,0.376342,0.252407,0.181358,0.560828
20194_3120237,20194,3120237,경찰병원역,1796552,223090,302644,313918,335507,376611,226978,223176,300754,839652,0.467369,0.186751,0.20963,0.417972
20194_3120236,20194,3120236,장지역(가든파이브),218011,34581,50636,39554,36411,44171,35386,38394,47517,124771,0.572315,0.167015,0.202609,0.55638
20194_3120235,20194,3120235,문정역,497866,90322,123723,96981,68883,99692,86164,87966,95110,311026,0.624718,0.138357,0.200239,0.540788
20194_3120234,20194,3120234,가락시장역,1769694,231866,363198,334994,367115,344227,256527,256827,338144,930058,0.525547,0.207445,0.194512,0.481155
20194_3120233,20194,3120233,몽촌토성역,706597,150595,167568,111893,123219,147113,102348,99903,122220,430056,0.60863,0.174384,0.208199,0.459202
20194_3120232,20194,3120232,송파나루역,335345,59235,71766,50178,71279,66363,43307,43842,62937,181179,0.540276,0.212554,0.197895,0.447557
20194_3120231,20194,3120231,가락시장,31281,3400,5835,5273,7371,6638,3886,3895,5427,14508,0.463796,0.235638,0.212205,0.422237
20194_3120230,20194,3120230,송파사거리(송파역),867050,124687,159606,125762,182560,175741,127566,133225,174285,410055,0.472931,0.210553,0.202688,0.501789
20194_3120229,20194,3120229,방이동먹자골목,1685138,414803,385468,281683,261176,298427,222038,230130,347576,1081954,0.642057,0.154988,0.177094,0.474587
20194_3120228,20194,3120228,석촌역(석촌호수),2234556,394424,478799,330140,440865,434869,299276,307847,432675,1203363,0.538524,0.197294,0.194611,0.465326
20194_3120227,20194,3120227,잠실역,1118970,184900,246275,203544,199854,222306,211963,228958,242226,634719,0.567235,0.178605,0.19867,0.610514
20194_3120226,20194,3120226,석촌고분역,862523,135513,177205,135743,178600,172082,106671,108501,157121,448461,0.519941,0.207067,0.19951,0.431633
20194_3120225,20194,3120225,잠실새내역(신천),2890920,545358,534883,482733,501463,509481,369539,402973,620007,1562974,0.540649,0.173461,0.176235,0.481687
20194_3120224,20194,3120224,수서역,281892,29255,50437,43548,86722,60261,47141,47161,49872,123240,0.437189,0.307643,0.213773,0.511451
20194_3120223,20194,3120223,휘문고교사거리,329739,56187,78638,65043,40971,70367,72481,71119,67088,199868,0.60614,0.124253,0.213402,0.638954
20194_3120222,20194,3120222,삼성역,1205842,254380,329468,239954,138860,262651,266836,270148,250441,823802,0.683176,0.115156,0.217815,0.653008
20194_3120221,20194,3120221,봉은사역,675890,119603,163470,136647,100421,144617,127996,133457,135145,419720,0.620989,0.148576,0.213965,0.586779
20194_3120220,20194,3120220,대치역,600685,52428,51853,117334,101374,103857,81565,98574,137899,221615,0.368937,0.168764,0.172898,0.529459
20194_3120219,20194,3120219,은마아파트,936258,92391,83469,175892,113092,153596,131405,158489,232137,351752,0.3757,0.120791,0.164053,0.557572
20194_3120218,20194,3120218,코엑스,59239,14425,16138,11594,5759,9443,14036,15116,14034,42157,0.711643,0.097216,0.159405,0.729013
20194_3120217,20194,3120217,대치사거리,1593319,229766,293892,320529,199111,321681,249063,256671,305999,844187,0.529829,0.124966,0.201894,0.50946
20194_3120216,20194,3120216,경기고교사거리(경기고교앞사거리),236472,32881,52193,44644,48640,47947,44347,45812,51447,129718,0.548555,0.20569,0.20276,0.598828
20194_3120215,20194,3120215,포스코사거리,3440073,656172,950500,761065,386018,716828,652658,650110,627120,2367737,0.688281,0.112212,0.208376,0.561002
20194_3120214,20194,3120214,영동대교남단교차로,376597,54561,88510,73149,71228,75740,65833,68365,77258,216220,0.574142,0.189136,0.201117,0.561491
20194_3120213,20194,3120213,삼성중앙역,2396157,452145,622711,507587,341851,477491,406238,405807,438280,1582443,0.660409,0.142666,0.199274,0.521804
20194_3120212,20194,3120212,한티역,1050203,105468,118324,221115,144762,177561,154740,180576,242862,444907,0.423639,0.137842,0.169073,0.550539
20194_3120211,20194,3120211,도성초등학교,736971,96882,113004,142891,105756,140736,123529,130468,163069,352777,0.478685,0.143501,0.190965,0.565919
20194_3120210,20194,3120210,선릉역,5130237,977859,1308266,1001192,729221,1045240,945186,929147,980150,3287317,0.640773,0.142142,0.203741,0.556404
20194_3120209,20194,3120209,"강남구청(청담역_8번, 강남세무서)",825117,108924,156809,158761,168298,169698,140672,146639,160031,424494,0.514465,0.203969,0.205665,0.542156
20194_3120208,20194,3120208,청담사거리(청담동명품거리),1624167,311679,379057,291805,281939,320878,264007,267652,302510,982541,0.604951,0.17359,0.197565,0.513598
20194_3120207,20194,3120207,선정릉역,2465996,421488,578232,487260,388702,513891,377090,382024,428272,1486980,0.602994,0.157625,0.208391,0.481504
20194_3120206,20194,3120206,개나리아파트,1368202,215623,294486,270982,232437,306630,210937,199965,211558,781091,0.570889,0.169885,0.224112,0.454947
20194_3120205,20194,3120205,매봉역,615815,97279,124515,113008,134166,120104,106897,107745,123507,334802,0.543673,0.217867,0.195033,0.549108
20194_3120204,20194,3120204,르네상스호텔사거리,2014200,382626,533207,410479,294199,431846,406747,402352,378031,1326312,0.658481,0.146062,0.214401,0.58938
20194_3120203,20194,3120203,강남구청역,2449103,478924,592932,474811,395051,469226,406119,415557,488302,1546667,0.631524,0.161304,0.191591,0.534881
20194_3120202,20194,3120202,압구정로데오역(압구정로데오),2520168,578331,612626,437109,387911,421835,453373,482513,560243,1628066,0.646015,0.153923,0.167384,0.593662
20194_3120201,20194,3120201,도곡1동,1063529,173522,225205,191513,191043,225392,158285,159602,186056,590240,0.554983,0.179631,0.211928,0.47384
20194_3120200,20194,3120200,학동사거리,1454164,354643,408918,251586,184135,252351,272819,280987,319225,1015147,0.698097,0.126626,0.173537,0.600366
20194_3120199,20194,3120199,경복아파트교차로,544792,115594,162907,105015,72442,115501,87543,84186,94207,383516,0.703968,0.132972,0.212009,0.488142
20194_3120198,20194,3120198,구역삼세무서,2689852,656828,745557,472698,358436,562442,412722,405820,454588,1875083,0.697095,0.133255,0.209098,0.473309
20194_3120197,20194,3120197,역삼역,4909370,1179273,1459985,957238,588012,1000529,964457,974752,931891,3596496,0.732578,0.119773,0.2038,0.58482
20194_3120196,20194,3120196,서울세관,718687,145377,193356,140968,107459,143770,126902,125477,136482,479701,0.667469,0.149521,0.200045,0.541071
20194_3120195,20194,3120195,성수대교남단,993003,210119,233161,174117,164399,168033,180367,189160,221293,617397,0.621747,0.165557,0.169217,0.594983
20194_3120194,20194,3120194,언주역(차병원),2053666,469979,580407,388070,284389,431554,340274,337330,367144,1438456,0.700433,0.138479,0.210138,0.508723
20194_3120193,20194,3120193,도산공원교차로,855778,169069,230018,169890,123346,165778,165162,166092,173451,568977,0.664865,0.144133,0.193716,0.589762
20194_3120192,20194,3120192,뱅뱅사거리,2545046,523196,699587,517093,330031,542391,438139,427494,448549,1739876,0.683632,0.129676,0.213116,0.516369
20194_3120191,20194,3120191,학동역,1992819,460790,533373,354464,308873,417660,330124,327007,353482,1348627,0.676743,0.154993,0.209583,0.507127
20194_3120190,20194,3120190,강남을지병원,1867538,411037,502774,364279,258293,358980,329179,339366,374710,1278090,0.684372,0.138307,0.192221,0.558626
20194_3120189,20194,3120189,강남역,8755118,2888946,2147251,1383650,773523,1502224,1534276,1645369,2055318,6419847,0.733268,0.088351,0.171582,0.597932
20194_3120188,20194,3120188,압구정역,2129323,365855,436706,376377,387607,378301,413974,436325,496024,1178938,0.553668,0.182033,0.177663,0.632277
20194_3120187,20194,3120187,신논현역,4437189,1370432,1134667,702218,487617,785862,702890,757157,1003284,3207317,0.722826,0.109893,0.177108,0.555156
20194_3120186,20194,3120186,가로수길,2466934,614552,568158,400462,381160,415577,398114,442575,565064,1583172,0.641757,0.154508,0.168459,0.569838
20194_3120185,20194,3120185,논현역,3076414,682604,816069,561577,478791,610808,476289,490322,601058,2060250,0.669692,0.155633,0.198545,0.509577
20194_3120184,20194,3120184,포이사거리(삼호물산),1773856,253622,376978,336366,335639,370633,252312,248613,307283,966966,0.545121,0.189214,0.208942,0.455622
20194_3120183,20194,3120183,양재천카페거리,402588,61298,94545,83834,71665,81129,66577,66020,78986,239677,0.595341,0.178011,0.201519,0.525557
20194_3120182,20194,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",780414,115959,174921,148313,145026,170145,127671,125216,142535,439193,0.562769,0.185832,0.218019,0.506682
20194_3120181,20194,3120181,교육개발원입구사거리,503450,80744,116648,98872,93958,107580,81704,81033,92212,296264,0.588468,0.186628,0.213686,0.506404
20194_3120180,20194,3120180,양재화물트럭터미널앞,131280,15467,28058,29365,23400,30317,20712,20369,22457,72890,0.555225,0.178245,0.230934,0.483988
20194_3120179,20194,3120179,양재역,2766256,441708,606460,520003,537896,576707,482003,469139,547942,1568171,0.566893,0.194449,0.208479,0.541918
20194_3120178,20194,3120178,신사역,3197260,739344,801096,601155,452087,608417,533073,555123,662933,2141595,0.669822,0.141398,0.190293,0.547697
20194_3120177,20194,3120177,신논현역 1번,1995428,419473,485687,340778,313889,434930,220926,214832,290507,1245938,0.624396,0.157304,0.217963,0.363965
20194_3120176,20194,3120176,논현역 4번,1961817,421874,501430,341166,305923,420883,221651,219500,287167,1264470,0.64454,0.155939,0.214537,0.371247
20194_3120175,20194,3120175,남부터미널역,1634498,271242,344498,303306,325499,339016,261278,264920,293089,919046,0.56228,0.199143,0.207413,0.501247
20194_3120174,20194,3120174,논현역 5번,535488,83786,120937,99802,108708,114256,65875,66495,84828,304525,0.568687,0.203007,0.213368,0.405608
20194_3120173,20194,3120173,교대역(법원.검찰청),4775375,782204,923174,912440,908953,912589,812153,815391,1017972,2617818,0.548191,0.190342,0.191103,0.553991
20194_3120172,20194,3120172,교대입구교차로,1936955,394346,415669,367799,319451,404813,317516,316779,354870,1177814,0.608075,0.164924,0.208995,0.51068
20194_3120171,20194,3120171,서초3동사거리,1376056,215096,261963,253795,265555,286581,224624,229378,269317,730854,0.531122,0.192983,0.208263,0.525646
20194_3120170,20194,3120170,삼호가든사거리,926970,90160,150869,181647,170740,163190,151631,182238,217398,422676,0.455976,0.184192,0.176047,0.594698
20194_3120169,20194,3120169,서초역,1872541,309758,390068,375566,348571,361939,358650,350918,415973,1075392,0.574296,0.186149,0.193288,0.601077
20194_3120168,20194,3120168,서울고교교차로,250350,31952,44544,47060,50592,52022,46752,47811,49272,123556,0.493533,0.202085,0.207797,0.574536
20194_3120167,20194,3120167,고속터미널(고속터미널역),604667,101893,98819,104209,121547,95430,123180,141798,160525,304921,0.504279,0.201015,0.157822,0.703698
20194_3120166,20194,3120166,방배역,1253118,200263,208276,193563,293955,249043,192046,195413,243808,602102,0.480483,0.234579,0.198739,0.503757
20194_3120165,20194,3120165,서래마을카페거리(서래마을),667781,62915,89918,129943,151815,134699,91389,95384,119138,282776,0.423456,0.227342,0.201711,0.458101
20194_3120164,20194,3120164,내방역,1214925,167316,220162,199834,285560,251196,177002,179770,238187,587312,0.483414,0.235043,0.206758,0.489708
20194_3120163,20194,3120163,사당역 11번(사당역먹자골목),1095836,150072,174456,161051,280004,226107,115035,112623,169807,485579,0.443113,0.255516,0.206333,0.362705
20194_3120162,20194,3120162,방배동카페골목,867233,104694,123503,166483,199701,175241,111795,114692,157883,394680,0.455103,0.230274,0.202069,0.443214
20194_3120161,20194,3120161,방배동가구거리(사당동가구거리),567856,71385,80172,101420,146610,116607,75175,79543,114314,252977,0.445495,0.258182,0.205346,0.473768
20194_3120160,20194,3120160,사당역(사당),2326750,463243,402563,326946,575212,395760,322142,334344,564052,1192752,0.512626,0.247217,0.170091,0.524568
20194_3120159,20194,3120159,서울대입구역,3621566,1323667,693900,413407,540346,672958,453979,492233,755147,2430974,0.671249,0.149202,0.18582,0.469785
20194_3120158,20194,3120158,녹두거리(대학동),1153910,383382,234340,147490,186011,221323,152316,160415,227323,765212,0.663147,0.161201,0.191803,0.468021
20194_3120157,20194,3120157,신림역(신림),4805981,1658399,1024135,575644,752388,899092,581256,628430,1000910,3258178,0.677942,0.156552,0.187078,0.459968
20194_3120156,20194,3120156,"총신대입구역(이수, 총신대)",3787167,662992,643493,562246,883221,671741,518554,574774,838876,1868731,0.493438,0.233214,0.177373,0.510198
20194_3120155,20194,3120155,총신대학교,218232,27671,35567,34656,51609,49136,22742,22280,29318,97894,0.448578,0.236487,0.225155,0.340647
20194_3120154,20194,3120154,장승배기역,681405,112280,105986,99712,175984,128640,93736,102646,144479,317978,0.466651,0.258266,0.188786,0.500233
20194_3120153,20194,3120153,노량진역(노량진),2253540,933653,442000,222031,296893,459891,355412,368530,479257,1597684,0.708966,0.131745,0.204075,0.533915
20194_3120152,20194,3120152,신대방삼거리역,916896,178487,162829,140984,193831,178206,120023,128353,190212,482300,0.526014,0.211399,0.194358,0.47834
20194_3120151,20194,3120151,보라매공원,1377682,203792,265776,234774,331110,279543,202183,201694,229089,704342,0.511252,0.240338,0.202908,0.459443
20194_3120150,20194,3120150,63빌딩,61880,7180,13334,11770,14835,13390,10856,10030,11326,32284,0.521719,0.239738,0.216387,0.520556
20194_3120149,20194,3120149,여의도역(여의도),1453952,232585,411265,337638,190507,325769,302313,300299,288721,981488,0.675048,0.131027,0.224058,0.613042
20194_3120148,20194,3120148,국회의사당역(국회의사당),436267,79457,124892,97287,59547,103912,96028,90650,75854,301636,0.691402,0.136492,0.238184,0.601769
20194_3120147,20194,3120147,보라매역,828644,149601,152305,132788,165628,167895,106668,107437,147243,434694,0.524585,0.199878,0.202614,0.436071
20194_3120146,20194,3120146,한강성심병원,505191,107975,139446,88225,75370,115113,74097,73043,77244,335646,0.664394,0.149191,0.22786,0.444157
20194_3120145,20194,3120145,영등포역(영등포),4381567,1006784,834172,640602,972193,704449,680720,819442,979538,2481558,0.566363,0.221882,0.160776,0.565939
20194_3120144,20194,3120144,영중로,742219,161653,179415,116103,119943,155660,117565,115293,134244,457171,0.615952,0.161601,0.209722,0.494601
20194_3120143,20194,3120143,당산역,1362041,304109,277287,201526,267117,271109,206347,218485,310354,782922,0.574815,0.196115,0.199046,0.539768
20194_3120142,20194,3120142,대림역,1693139,255651,303257,292363,418946,330529,240080,255493,394769,851271,0.502777,0.247437,0.195217,0.525853
20194_3120141,20194,3120141,영등포청과시장교차로,445927,67906,89692,73912,99083,97658,61373,59741,72125,231510,0.519166,0.222196,0.219,0.433342
20194_3120140,20194,3120140,문래동주민센터,140985,22720,28513,26843,30273,30458,25012,25766,25554,78076,0.553789,0.214725,0.216037,0.541419
20194_3120139,20194,3120139,대림3동사거리,1129608,134914,166585,191104,264709,234687,150280,149484,193320,492603,0.436083,0.234337,0.20776,0.436509
20194_3120138,20194,3120138,당산2동(영등포우체국),688604,113648,142326,109309,120849,150035,91917,90905,113087,365283,0.530469,0.175499,0.217883,0.429723
20194_3120137,20194,3120137,문래역(문래로데오거리),44861,5395,7679,8409,10455,9178,6571,6684,7713,21483,0.478879,0.233053,0.204588,0.467399
20194_3120136,20194,3120136,영등포구청역,2112238,368685,422968,346271,458914,415290,319222,324805,418594,1137924,0.538729,0.217264,0.196611,0.503078
20194_3120135,20194,3120135,양평역,451801,80592,97829,82941,78058,98003,83407,81630,80344,261362,0.578489,0.172771,0.216916,0.543117
20194_3120134,20194,3120134,구로전화국,820097,132631,158958,131325,185287,162124,121984,128798,162503,422914,0.515688,0.225933,0.197689,0.503946
20194_3120133,20194,3120133,서울시흥동우체국(홈플러스시흥점),176926,24823,28902,29112,45620,29698,27788,30801,43450,82837,0.468201,0.257848,0.167855,0.576733
20194_3120132,20194,3120132,독산동,1131374,215766,247173,184188,214482,231808,151199,152640,193075,647127,0.571983,0.189577,0.204891,0.439213
20194_3120131,20194,3120131,가산디지털단지,1057696,223279,283123,225946,121053,229955,213469,218842,200604,732348,0.692399,0.11445,0.217411,0.59839
20194_3120130,20194,3120130,구로디지털단지역,1403615,355866,349074,240329,212282,272983,191785,201752,306040,945269,0.673453,0.151239,0.194486,0.498411
20194_3120129,20194,3120129,구로디지털단지,795557,174539,234820,167834,86293,169424,169719,170081,153094,577193,0.725521,0.108469,0.212963,0.619558
20194_3120128,20194,3120128,신도림역,635303,122080,147460,106183,109299,115562,94675,105089,143842,375723,0.591408,0.172042,0.181901,0.540854
20194_3120127,20194,3120127,구로구청,661993,118805,131352,114251,131214,132144,75081,75493,100188,364408,0.550471,0.198211,0.199615,0.378799
20194_3120126,20194,3120126,디지털단지오거리,259285,42263,54531,53210,51419,51195,39851,41605,51133,150004,0.578529,0.198311,0.197447,0.511364
20194_3120125,20194,3120125,구로역,927636,132077,169983,166012,210234,204966,143078,147826,184167,468072,0.504586,0.226634,0.220955,0.512131
20194_3120124,20194,3120124,개봉동 현대아파트,894811,86190,129637,132737,252552,175615,105965,111613,169674,348564,0.389539,0.282241,0.196259,0.432775
20194_3120123,20194,3120123,오류동역,854911,149603,158241,126047,207886,162144,107247,120160,166137,433891,0.507528,0.243167,0.189662,0.460333
20194_3120122,20194,3120122,강서구청,1757791,323348,343440,273268,368268,352196,212187,208982,300602,940056,0.534794,0.209506,0.200363,0.410613
20194_3120121,20194,3120121,까치산역,2643277,413441,515892,419208,558348,513335,352211,373842,538212,1348541,0.510178,0.211233,0.194204,0.478295
20194_3120120,20194,3120120,화곡역,1937575,321222,367994,288085,449249,383106,263213,275008,420067,977301,0.504394,0.231861,0.197724,0.494581
20194_3120119,20194,3120119,발산역(마곡),658914,126809,135040,114016,114437,117280,116342,120796,146870,375865,0.570431,0.173675,0.17799,0.582789
20194_3120118,20194,3120118,마곡역(마곡),80084,15187,18619,15312,10354,16757,11156,11178,13060,49118,0.613331,0.129289,0.209243,0.441961
20194_3120117,20194,3120117,강서농산물도매시장,13121,1391,2036,2477,2225,2893,1581,1525,1956,5904,0.449966,0.169575,0.220486,0.385794
20194_3120116,20194,3120116,송정역,273285,49463,43254,36050,65396,56503,38585,39384,54305,128767,0.471182,0.239296,0.206755,0.484015
20194_3120115,20194,3120115,김포공항역(김포공항),15232,2604,2921,2492,3255,3207,2223,2318,2845,8017,0.526326,0.213695,0.210544,0.4849
20194_3120114,20194,3120114,목동신시가지,1404911,145020,183474,280733,231034,264368,200601,217943,285950,609227,0.433641,0.164447,0.188174,0.501451
20194_3120113,20194,3120113,오목교역,2257595,272111,293182,435565,347878,430903,314756,327690,439363,1000858,0.443329,0.154092,0.190868,0.479186
20194_3120112,20194,3120112,등촌역,1370543,206592,274279,219273,304478,279077,178488,182916,247351,700144,0.510852,0.222159,0.203625,0.444171
