worker_id,base_year_quarter_code,commercial_code,commercial_name,total_worker_population,age_20_worker_population,age_30_worker_population,age_40_worker_population,age_60_plus_worker_population,age_20_40_worker,age_20_40_worker_ratio,age_60_plus_worker_ratio
20254_3001496,20254,3001496,강남 마이스 관광특구,102032,20558,30594,27320,5184,78472,0.769092,0.050808
20254_3001495,20254,3001495,잠실 관광특구,137602,22732,36053,35461,12788,94246,0.684917,0.092935
20254_3001494,20254,3001494,종로?청계 관광특구,46516,9450,13848,12650,2472,35948,0.772809,0.053143
20254_3001493,20254,3001493,동대문패션타운 관광특구,33754,9770,8679,6878,2754,25327,0.750341,0.08159
20254_3001492,20254,3001492,명동 남대문 북창동 다동 무교동 관광특구,199667,40531,66760,51480,8772,158771,0.795179,0.043933
20254_3001491,20254,3001491,이태원 관광특구,35826,8135,12085,8265,1370,28485,0.795093,0.03824
20254_3130327,20254,3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",894,276,192,168,102,636,0.711409,0.114094
20254_3130326,20254,3130326,고덕 골목형상점가,278,14,35,62,70,111,0.399281,0.251799
20254_3130325,20254,3130325,명일전통시장,377,56,101,96,56,253,0.671088,0.148541
20254_3130324,20254,3130324,길동복조리시장,147,20,29,34,27,83,0.564626,0.183673
20254_3130323,20254,3130323,둔촌역전통시장,262,35,61,66,46,162,0.618321,0.175573
20254_3130322,20254,3130322,고분다리전통시장,82,3,12,18,31,33,0.402439,0.378049
20254_3130321,20254,3130321,장신구 특화거리 상점가,1249,145,263,271,248,679,0.543635,0.198559
20254_3130320,20254,3130320,암사종합시장,989,123,214,211,245,548,0.554095,0.247725
20254_3130319,20254,3130319,성내전통시장,95,16,20,23,18,59,0.621053,0.189474
20254_3130318,20254,3130318,로데오거리상점가,625,41,100,135,218,276,0.4416,0.3488
20254_3130317,20254,3130317,마천중앙시장,212,11,50,66,26,127,0.599057,0.122642
20254_3130316,20254,3130316,마천시장,69,5,16,21,8,42,0.608696,0.115942
20254_3130315,20254,3130315,문정동 로데오거리 상점가(문정동 로데오거리),7986,779,1554,2230,621,4563,0.571375,0.077761
20254_3130314,20254,3130314,풍납시장,567,52,127,167,53,346,0.610229,0.093474
20254_3130313,20254,3130313,방이시장,3965,639,1019,897,564,2555,0.644388,0.142245
20254_3130312,20254,3130312,석촌시장,739,89,168,175,156,432,0.584574,0.211096
20254_3130311,20254,3130311,새마을시장,1020,136,197,240,219,573,0.561765,0.214706
20254_3130310,20254,3130310,강남개포시장,5643,992,1610,1354,638,3956,0.701046,0.11306
20254_3130309,20254,3130309,은마종합상점가,1533,278,422,353,182,1053,0.686888,0.118721
20254_3130307,20254,3130307,도곡시장,149,35,41,35,11,111,0.744966,0.073826
20254_3130306,20254,3130306,강남언주로,940,190,285,243,57,718,0.76383,0.060638
20254_3130305,20254,3130305,논현종합시장,137,26,40,34,15,100,0.729927,0.109489
20254_3130304,20254,3130304,신사상가,128,29,39,30,10,98,0.765625,0.078125
20254_3130303,20254,3130303,영동전통시장,996,260,300,212,86,772,0.7751,0.086345
20254_3130302,20254,3130302,강남시장(강남구 강남시장),97,20,29,25,8,74,0.762887,0.082474
20254_3130301,20254,3130301,양재시장,408,96,113,93,41,302,0.740196,0.10049
20254_3130296,20254,3130296,남부종합시장,413,77,107,110,44,294,0.711864,0.106538
20254_3130295,20254,3130295,인헌시장(원당종합시장),528,109,157,138,43,404,0.765152,0.081439
20254_3130294,20254,3130294,관악중부시장,454,67,113,107,63,287,0.632159,0.138767
20254_3130293,20254,3130293,봉천중앙시장,127,12,22,29,25,63,0.496063,0.19685
20254_3130292,20254,3130292,봉천현대시장,53,7,10,11,10,28,0.528302,0.188679
20254_3130291,20254,3130291,봉천제일종합시장,48,8,14,11,4,33,0.6875,0.083333
20254_3130290,20254,3130290,영림시장,868,137,252,214,63,603,0.6947,0.072581
20254_3130289,20254,3130289,봉일시장,157,21,30,33,29,84,0.535032,0.184713
20254_3130288,20254,3130288,신림현대종합상가,56,8,10,14,12,32,0.571429,0.214286
20254_3130287,20254,3130287,삼성동 시장(삼성동시장),30,0,8,9,4,17,0.566667,0.133333
20254_3130286,20254,3130286,신신림시장(삼성동시장),51,4,10,15,7,29,0.568627,0.137255
20254_3130285,20254,3130285,서원동상점가,988,179,216,180,186,575,0.581984,0.188259
20254_3130284,20254,3130284,관악종합시장(신원시장),12,0,3,4,2,7,0.583333,0.166667
20254_3130283,20254,3130283,신원시장,103,0,24,34,13,58,0.563107,0.126214
20254_3130282,20254,3130282,난곡 골목형상점가,58,3,14,14,7,31,0.534483,0.12069
20254_3130281,20254,3130281,우림시장,66,4,14,16,9,34,0.515152,0.136364
20254_3130280,20254,3130280,신림종합시장,63,10,19,19,4,48,0.761905,0.063492
20254_3130279,20254,3130279,관악신사시장,373,60,111,114,23,285,0.764075,0.061662
20254_3130278,20254,3130278,미성동 도깨비시장 골목형상점가,195,13,36,49,44,98,0.502564,0.225641
20254_3130277,20254,3130277,조원동 펭귄시장(신림중앙시장),173,34,43,43,17,120,0.693642,0.098266
20254_3130276,20254,3130276,신림중앙시장(조원동 펭귄시장),50,9,13,13,5,35,0.7,0.1
20254_3130275,20254,3130275,강남골목시장,88,17,22,22,9,61,0.693182,0.102273
20254_3130274,20254,3130274,사당1동먹자골목상점가(사당1동먹자골목),492,79,126,135,62,340,0.691057,0.126016
20254_3130273,20254,3130273,남성사계시장(남성시장),380,61,114,105,29,280,0.736842,0.076316
20254_3130272,20254,3130272,사당시장,112,10,16,25,40,51,0.455357,0.357143
20254_3130271,20254,3130271,남성역골목시장,267,23,37,61,96,121,0.453184,0.359551
20254_3130270,20254,3130270,흑석시장,3,0,1,1,0,2,0.666667,0.0
20254_3130269,20254,3130269,강남시장(동작구 강남시장),82,13,20,20,11,53,0.646341,0.134146
20254_3130268,20254,3130268,상도전통시장,564,90,137,137,75,364,0.64539,0.132979
20254_3130267,20254,3130267,본동인정시장(기능상실),72,9,17,19,10,45,0.625,0.138889
20254_3130266,20254,3130266,만양로상점가,73,10,17,18,10,45,0.616438,0.136986
20254_3130265,20254,3130265,노량진중앙시장,107,13,26,27,14,66,0.616822,0.130841
20254_3130264,20254,3130264,상도약수골목형상점가,134,15,32,37,16,84,0.626866,0.119403
20254_3130263,20254,3130263,신노량진시장(기능상실),60,9,18,15,6,42,0.7,0.1
20254_3130262,20254,3130262,상도도깨비 골목형상점가,58,6,15,17,6,38,0.655172,0.103448
20254_3130261,20254,3130261,성대전통시장(성대시장),389,13,79,118,85,210,0.539846,0.218509
20254_3130260,20254,3130260,신대방1동골목상권,452,85,146,105,42,336,0.743363,0.09292
20254_3130259,20254,3130259,대신시장,28,5,7,7,4,19,0.678571,0.142857
20254_3130258,20254,3130258,영진시장A동,22,2,5,6,4,13,0.590909,0.181818
20254_3130257,20254,3130257,영등포시장기계공구상가,279,50,69,68,38,187,0.670251,0.136201
20254_3130256,20254,3130256,신동시장,12,0,0,4,4,4,0.333333,0.333333
20254_3130255,20254,3130255,영등포전통시장,221,42,58,53,25,153,0.692308,0.113122
20254_3130254,20254,3130254,남서울상가,9,2,2,2,1,6,0.666667,0.111111
20254_3130253,20254,3130253,영신상가(제일상가),45,8,11,11,6,30,0.666667,0.133333
20254_3130250,20254,3130250,삼구시장(로타리상가),37,7,9,9,5,25,0.675676,0.135135
20254_3130248,20254,3130248,영등포역지하도상점가,1605,215,408,424,161,1047,0.652336,0.100312
20254_3130247,20254,3130247,우리시장,78,21,18,20,3,59,0.75641,0.038462
20254_3130246,20254,3130246,영등포청과시장(조광시장),544,100,144,127,72,371,0.681985,0.132353
20254_3130245,20254,3130245,영일시장,4794,743,1566,1475,252,3784,0.78932,0.052566
20254_3130244,20254,3130244,대림중앙시장,361,66,87,81,70,234,0.648199,0.193906
20254_3130243,20254,3130243,도림시장,48,1,7,13,13,21,0.4375,0.270833
20254_3130242,20254,3130242,대림중앙 골목형상점가,166,31,40,37,32,108,0.650602,0.192771
20254_3130241,20254,3130241,선유도역 골목형상점가,2951,537,809,818,276,2164,0.733311,0.093528
20254_3130240,20254,3130240,영등포유통상가,1053,181,299,235,145,715,0.679012,0.137702
20254_3130238,20254,3130238,은행나무시장,118,13,28,33,18,74,0.627119,0.152542
20254_3130237,20254,3130237,박미시장(기능상실),65,5,9,15,19,29,0.446154,0.292308
20254_3130236,20254,3130236,비단길현대시장(현대시장),461,64,110,110,57,284,0.616052,0.123644
20254_3130235,20254,3130235,대명여울빛거리시장(대명시장),727,104,174,174,88,452,0.621733,0.121045
20254_3130234,20254,3130234,푸른터시장(기능상실),17,2,3,3,6,8,0.470588,0.352941
20254_3130233,20254,3130233,남문시장,244,14,37,44,98,95,0.389344,0.401639
20254_3130232,20254,3130232,독산동 맛나는거리상점가(독산동 맛나는거리),96,11,17,19,27,47,0.489583,0.28125
20254_3130231,20254,3130231,독산동 우시장,871,65,117,145,351,327,0.375431,0.402985
20254_3130230,20254,3130230,가리봉시장,31,0,6,7,11,13,0.419355,0.354839
20254_3130229,20254,3130229,남구로시장,290,26,63,73,53,162,0.558621,0.182759
20254_3130228,20254,3130228,구로시장,96,3,22,27,17,52,0.541667,0.177083
20254_3130227,20254,3130227,고척골목시장상점가(그라운드 고척),365,31,74,96,52,201,0.550685,0.142466
20254_3130226,20254,3130226,고척프라자,212,19,43,56,30,118,0.556604,0.141509
20254_3130225,20254,3130225,개봉중앙시장,3096,550,752,738,317,2040,0.658915,0.10239
20254_3130224,20254,3130224,개봉프라자(고척근린시장),32,3,8,8,4,19,0.59375,0.125
20254_3130223,20254,3130223,고척근린시장,428,37,95,108,69,240,0.560748,0.161215
20254_3130222,20254,3130222,오류시장,281,38,52,68,41,158,0.562278,0.145907
20254_3130221,20254,3130221,"남부골목시장(남부화곡시장, 남부시장)",642,150,179,134,57,463,0.721184,0.088785
20254_3130220,20254,3130220,등마루시장,117,24,30,26,16,80,0.683761,0.136752
20254_3130219,20254,3130219,까치산시장,519,65,147,158,58,370,0.712909,0.111753
20254_3130218,20254,3130218,신월중앙시장,258,32,55,58,49,145,0.562016,0.189922
20254_3130217,20254,3130217,화곡본동시장,217,20,43,53,46,116,0.534562,0.211982
20254_3130216,20254,3130216,화곡중앙시장,186,17,39,46,30,102,0.548387,0.16129
20254_3130215,20254,3130215,대원종합시장,21,3,5,5,3,13,0.619048,0.142857
20254_3130214,20254,3130214,송화벽화시장(송화골목시장),244,12,36,67,47,115,0.471311,0.192623
20254_3130213,20254,3130213,방신전통시장,504,49,108,126,74,283,0.561508,0.146825
20254_3130212,20254,3130212,공항시장,35,1,7,9,7,17,0.485714,0.2
20254_3130211,20254,3130211,신정2동 골목시장(오목교중앙시장),803,145,263,216,37,624,0.777086,0.046077
20254_3130210,20254,3130210,목2동시장,1016,140,250,270,122,660,0.649606,0.120079
20254_3130209,20254,3130209,목사랑시장(목4동시장),220,24,51,68,21,143,0.65,0.095455
20254_3130208,20254,3130208,목동깨비시장(목3동시장),465,58,101,128,63,287,0.617204,0.135484
20254_3130207,20254,3130207,신정1동 골목시장(신정제일시장),989,175,248,249,103,672,0.679474,0.104146
20254_3130206,20254,3130206,신정3동 골목시장,123,9,24,31,32,64,0.520325,0.260163
20254_3130205,20254,3130205,신곡종합시장(신월6동 골목시장),245,24,46,57,51,127,0.518367,0.208163
20254_3130204,20254,3130204,경창시장,420,28,64,109,96,201,0.478571,0.228571
20254_3130203,20254,3130203,서서울 골목형상점가,112,7,20,27,19,54,0.482143,0.169643
20254_3130202,20254,3130202,신영시장,227,16,40,55,38,111,0.488987,0.167401
20254_3130201,20254,3130201,월정로시장,74,5,13,18,13,36,0.486486,0.175676
20254_3130200,20254,3130200,"신월7동 골목시장(약수시장, 우성상가)",166,18,27,34,47,79,0.475904,0.283133
20254_3130199,20254,3130199,신월3동 골목시장,72,5,13,17,13,35,0.486111,0.180556
20254_3130198,20254,3130198,아현시장,564,112,182,162,13,456,0.808511,0.02305
20254_3130197,20254,3130197,마포시장,149,33,42,39,8,114,0.765101,0.053691
20254_3130196,20254,3130196,공덕시장,473,106,130,130,24,366,0.773784,0.05074
20254_3130195,20254,3130195,도화동 상점가,2623,484,641,662,248,1787,0.681281,0.094548
20254_3130194,20254,3130194,용강동 상점가,1613,234,399,384,276,1017,0.630502,0.17111
20254_3130193,20254,3130193,신수시장,455,57,127,127,33,311,0.683516,0.072527
20254_3130192,20254,3130192,동진시장,36,5,9,9,5,23,0.638889,0.138889
20254_3130191,20254,3130191,홍대 걷고싶은 거리,882,183,248,206,99,637,0.722222,0.112245
20254_3130190,20254,3130190,홍대소상공인상점가,475,99,134,111,53,344,0.724211,0.111579
20254_3130189,20254,3130189,서교시장,137,29,38,32,15,99,0.722628,0.109489
20254_3130188,20254,3130188,합정시장,9,2,2,2,1,6,0.666667,0.111111
20254_3130187,20254,3130187,영진시장,15,3,4,4,2,11,0.733333,0.133333
20254_3130186,20254,3130186,망원시장,329,94,94,69,24,257,0.781155,0.072948
20254_3130185,20254,3130185,망원월드컵시장,474,59,89,101,79,249,0.525316,0.166667
20254_3130184,20254,3130184,마포농수산물시장,135,10,26,38,17,74,0.548148,0.125926
20254_3130183,20254,3130183,상암동상점가,928,194,347,257,26,798,0.859914,0.028017
20254_3130182,20254,3130182,영천시장,352,23,56,96,48,175,0.497159,0.136364
20254_3130181,20254,3130181,아현가구거리상점가,271,26,63,76,28,165,0.608856,0.103321
20254_3130180,20254,3130180,포방터시장,979,26,70,270,137,366,0.373851,0.139939
20254_3130179,20254,3130179,"이화여대 3,5,7길 상점가",173,25,51,46,13,122,0.705202,0.075145
20254_3130178,20254,3130178,이대 앞 스타트업 상점가,19,2,6,6,1,14,0.736842,0.052632
20254_3130177,20254,3130177,인왕시장(홍제골목형상점가),131,6,12,27,48,45,0.343511,0.366412
20254_3130176,20254,3130176,유진상가,892,25,64,246,126,335,0.375561,0.141256
20254_3130175,20254,3130175,신촌 상인회(신촌상점가),55,8,16,14,5,38,0.690909,0.090909
20254_3130174,20254,3130174,연희사러가,47,7,12,10,4,29,0.617021,0.085106
20254_3130173,20254,3130173,백련시장,14,1,3,4,1,8,0.571429,0.071429
20254_3130172,20254,3130172,모래내시장(서중시장),802,56,102,141,301,299,0.372818,0.375312
20254_3130171,20254,3130171,불광먹자골목 골목형상점가,469,63,113,130,53,306,0.652452,0.113006
20254_3130170,20254,3130170,제일시장,298,28,66,86,45,180,0.604027,0.151007
20254_3130169,20254,3130169,대조시장,191,14,44,56,29,114,0.596859,0.151832
20254_3130168,20254,3130168,연서시장,691,22,96,116,304,234,0.33864,0.439942
20254_3130167,20254,3130167,연신내상점가(연빛거리),1492,207,336,378,203,921,0.617292,0.136059
20254_3130166,20254,3130166,응암시장(신응암시장),76,9,9,18,17,36,0.473684,0.223684
20254_3130165,20254,3130165,"대림골목시장(대림시장, 양지시장)",199,10,52,64,22,126,0.633166,0.110553
20254_3130164,20254,3130164,역촌중앙시장,34,3,7,9,6,19,0.558824,0.176471
20254_3130163,20254,3130163,응암오거리상점가,266,14,66,86,29,166,0.62406,0.109023
20254_3130162,20254,3130162,증산골목시장,77,10,21,21,7,52,0.675325,0.090909
20254_3130161,20254,3130161,증산종합시장,65,8,18,18,6,44,0.676923,0.092308
20254_3130160,20254,3130160,수일시장,125,16,34,30,20,80,0.64,0.16
20254_3130159,20254,3130159,공릉동 도깨비시장,818,87,122,181,203,390,0.476773,0.248166
20254_3130158,20254,3130158,상계역전종합상가,386,3,20,69,182,92,0.238342,0.471503
20254_3130157,20254,3130157,상계중앙시장,224,6,18,49,85,73,0.325893,0.379464
20254_3130156,20254,3130156,시영2단지 무지개종합상가(중계 무지개2단지아파트상가),47,6,12,12,5,30,0.638298,0.106383
20254_3130155,20254,3130155,시영B상가(중계 그린아파트 B 상가),48,7,12,12,5,31,0.645833,0.104167
20254_3130154,20254,3130154,상계주공1단지(가)상가,45,7,11,11,5,29,0.644444,0.111111
20254_3130153,20254,3130153,창동역상점가,694,73,132,172,124,377,0.543228,0.178674
20254_3130152,20254,3130152,오!도봉거리 상점가,64,0,6,11,30,17,0.265625,0.46875
20254_3130151,20254,3130151,신도봉시장,28,0,2,7,8,9,0.321429,0.285714
20254_3130150,20254,3130150,창동골목시장,101,0,20,44,3,64,0.633663,0.029703
20254_3130149,20254,3130149,창동신창시장,355,40,82,101,45,223,0.628169,0.126761
20254_3130148,20254,3130148,방학동도깨비시장,107,0,24,27,32,51,0.476636,0.299065
20254_3130147,20254,3130147,쌍문역동측상점가,403,53,83,110,46,246,0.610422,0.114144
20254_3130146,20254,3130146,쌍문시장(쌍문역골목시장),529,115,124,138,23,377,0.712665,0.043478
20254_3130145,20254,3130145,쌍문역둘리상점가,172,39,41,43,8,123,0.715116,0.046512
20254_3130144,20254,3130144,백운시장,36,3,5,11,6,19,0.527778,0.166667
20254_3130143,20254,3130143,방천골목시장,41,1,5,14,8,20,0.487805,0.195122
20254_3130142,20254,3130142,강북북부시장,15,2,3,3,3,8,0.533333,0.2
20254_3130141,20254,3130141,강북북부골목시장,43,2,9,9,9,20,0.465116,0.209302
20254_3130140,20254,3130140,숭인시장,62,0,4,11,26,15,0.241935,0.419355
20254_3130139,20254,3130139,강북종합전통시장(강북종합골목시장),278,16,73,79,33,168,0.604317,0.118705
20254_3130138,20254,3130138,수유프라자,20,1,3,6,3,10,0.5,0.15
20254_3130137,20254,3130137,"수유전통시장(수유시장, 수유골목시장)",156,8,24,46,24,78,0.5,0.153846
20254_3130136,20254,3130136,수유재래시장,56,3,9,16,8,28,0.5,0.142857
20254_3130135,20254,3130135,수유중앙골목시장(수유중앙시장),104,6,27,28,11,61,0.586538,0.105769
20254_3130134,20254,3130134,"솔샘시장(미아6,7동골목시장)",194,33,55,65,11,153,0.78866,0.056701
20254_3130133,20254,3130133,우이골목시장(우이시장),232,1,2,44,106,47,0.202586,0.456897
20254_3130132,20254,3130132,삼양골목시장(삼양시장),65,2,5,17,21,24,0.369231,0.323077
20254_3130131,20254,3130131,동북프라자,20,1,2,5,6,8,0.4,0.3
20254_3130130,20254,3130130,수유북부골목시장,16,1,3,5,2,9,0.5625,0.125
20254_3130129,20254,3130129,장미원골목시장,210,10,26,44,69,80,0.380952,0.328571
20254_3130128,20254,3130128,돌곶이시장(석관황금시장),79,0,6,12,44,18,0.227848,0.556962
20254_3130127,20254,3130127,석관시장,23,0,3,3,12,6,0.26087,0.521739
20254_3130126,20254,3130126,새석관시장,41,1,5,7,19,13,0.317073,0.463415
20254_3130125,20254,3130125,장위전통시장,106,1,16,30,28,47,0.443396,0.264151
20254_3130124,20254,3130124,번동시장,31,4,6,7,6,17,0.548387,0.193548
20254_3130123,20254,3130123,꿈의숲 장곡 골목형상점가,44,7,9,12,6,28,0.636364,0.136364
20254_3130122,20254,3130122,밤나무골시장,31,1,2,8,15,11,0.354839,0.483871
20254_3130121,20254,3130121,길음시장,430,151,106,72,26,329,0.765116,0.060465
20254_3130120,20254,3130120,돈암시장(돈암제일시장),319,30,78,100,31,208,0.652038,0.097179
20254_3130119,20254,3130119,정릉아리랑시장,159,22,41,44,15,107,0.672956,0.09434
20254_3130118,20254,3130118,정릉골 골목형상점가,179,10,28,44,38,82,0.458101,0.212291
20254_3130117,20254,3130117,정릉시장,336,41,83,92,39,216,0.642857,0.116071
20254_3130116,20254,3130116,동성타워프라자,39,7,9,7,6,23,0.589744,0.153846
20254_3130115,20254,3130115,우림골목시장,334,25,61,79,56,165,0.494012,0.167665
20254_3130114,20254,3130114,유영시장,15,0,1,4,4,5,0.333333,0.266667
20254_3130113,20254,3130113,신아타운,1164,153,292,286,143,731,0.628007,0.122852
20254_3130112,20254,3130112,사가정시장,351,22,59,100,70,181,0.51567,0.19943
20254_3130111,20254,3130111,"동원전통종합시장(동원시장, 동원전통시장 상점가)",199,13,50,59,23,122,0.613065,0.115578
20254_3130110,20254,3130110,면목골목시장(면목시장),186,10,29,50,33,89,0.478495,0.177419
20254_3130109,20254,3130109,묵1동도깨비시장,143,11,36,43,17,90,0.629371,0.118881
20254_3130108,20254,3130108,태능엔터피아(태릉시장),25,0,2,8,9,10,0.4,0.36
20254_3130107,20254,3130107,중랑동부시장(중랑교종합상가),61,7,16,21,3,44,0.721311,0.04918
20254_3130106,20254,3130106,중랑동부시장,341,35,83,110,27,228,0.668622,0.079179
20254_3130105,20254,3130105,장미제일시장(중화동제일시장),29,2,6,7,5,15,0.517241,0.172414
20254_3130104,20254,3130104,전곡시장,217,70,42,44,21,156,0.718894,0.096774
20254_3130103,20254,3130103,이경시장,37,3,8,9,7,20,0.540541,0.189189
20254_3130102,20254,3130102,이문제일시장,119,12,27,27,22,66,0.554622,0.184874
20254_3130101,20254,3130101,답십리현대시장,303,46,68,72,53,186,0.613861,0.174917
20254_3130100,20254,3130100,답십리시장,519,80,117,123,89,320,0.61657,0.171484
20254_3130099,20254,3130099,전농로터리시장,20,1,1,8,2,10,0.5,0.1
20254_3130098,20254,3130098,회기시장,48,7,13,14,4,34,0.708333,0.083333
20254_3130097,20254,3130097,답십리 건축자재시장,276,39,54,79,27,172,0.623188,0.097826
20254_3130096,20254,3130096,동부시장,58,9,12,16,6,37,0.637931,0.103448
20254_3130095,20254,3130095,청량리전통시장,274,42,76,62,41,180,0.656934,0.149635
20254_3130094,20254,3130094,청량리청과물시장,234,29,66,55,36,150,0.641026,0.153846
20254_3130093,20254,3130093,동서시장,25,3,7,6,4,16,0.64,0.16
20254_3130092,20254,3130092,청량리농수산물시장,178,17,47,47,27,111,0.623596,0.151685
20254_3130091,20254,3130091,청량종합도매시장,155,13,43,42,24,98,0.632258,0.154839
20254_3130090,20254,3130090,청량리종합시장,139,13,39,39,19,91,0.654676,0.136691
20254_3130089,20254,3130089,청량리수산시장,202,24,45,50,33,119,0.589109,0.163366
20254_3130088,20254,3130088,경동시장,297,33,77,76,46,186,0.626263,0.154882
20254_3130087,20254,3130087,경동광성상가(경동시장),111,11,29,29,17,69,0.621622,0.153153
20254_3130086,20254,3130086,서울약령시장,1535,164,400,396,239,960,0.625407,0.1557
20254_3130085,20254,3130085,용두시장,86,11,19,21,14,51,0.593023,0.162791
20254_3130084,20254,3130084,신성시장(신성골목시장),315,55,77,83,25,215,0.68254,0.079365
20254_3130083,20254,3130083,"중곡제일시장(중곡제일골목시장, 광성시장)",736,198,141,147,73,486,0.660326,0.099185
20254_3130082,20254,3130082,면곡골목시장,22,1,6,9,1,16,0.727273,0.045455
20254_3130081,20254,3130081,자양골목전통시장(자양골목시장),565,38,83,154,59,275,0.486726,0.104425
20254_3130080,20254,3130080,자양종합시장(기능상실),91,13,20,24,10,57,0.626374,0.10989
20254_3130079,20254,3130079,한아름시장,26,3,4,7,4,14,0.538462,0.153846
20254_3130078,20254,3130078,화양제일골목시장,30,3,4,7,5,14,0.466667,0.166667
20254_3130077,20254,3130077,조양시장,15,0,1,4,5,5,0.333333,0.333333
20254_3130076,20254,3130076,능동로골목시장,30,0,1,9,10,10,0.333333,0.333333
20254_3130075,20254,3130075,노룬산시장(노룬산골목시장),11,0,0,3,4,3,0.272727,0.363636
20254_3130074,20254,3130074,영동교골목시장,5,0,0,1,3,1,0.2,0.6
20254_3130073,20254,3130073,뚝도시장,477,110,138,114,36,362,0.75891,0.075472
20254_3130072,20254,3130072,성동용답상가시장,453,118,135,94,38,347,0.766004,0.083885
20254_3130071,20254,3130071,성수역 골목형상점가,885,146,225,221,114,592,0.668927,0.128814
20254_3130070,20254,3130070,뚝섬역상점가,1725,275,353,365,355,993,0.575652,0.205797
20254_3130069,20254,3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",176,3,30,62,22,95,0.539773,0.125
20254_3130068,20254,3130068,마장축산물시장,3134,242,554,721,562,1517,0.484046,0.179324
20254_3130067,20254,3130067,왕십리도선동상점가,1834,303,354,381,341,1038,0.565976,0.185932
20254_3130066,20254,3130066,행당시장상점가,625,70,153,176,60,399,0.6384,0.096
20254_3130065,20254,3130065,무학봉상점가,689,74,191,207,56,472,0.685051,0.081277
20254_3130064,20254,3130064,금남시장,39,2,4,10,12,16,0.410256,0.307692
20254_3130063,20254,3130063,신금호역 골목형상점가,48,3,8,12,13,23,0.479167,0.270833
20254_3130062,20254,3130062,보광시장,34,3,7,11,3,21,0.617647,0.088235
20254_3130061,20254,3130061,이태원시장,754,220,292,150,20,662,0.877984,0.026525
20254_3130060,20254,3130060,신흥시장,153,2,26,62,2,90,0.588235,0.013072
20254_3130059,20254,3130059,후암시장,200,29,47,58,18,134,0.67,0.09
20254_3130058,20254,3130058,이촌종합시장,2891,468,782,811,233,2061,0.712902,0.080595
20254_3130057,20254,3130057,만리시장,97,15,25,24,12,64,0.659794,0.123711
20254_3130056,20254,3130056,용산용문시장,909,177,247,252,66,676,0.743674,0.072607
20254_3130055,20254,3130055,"황학시장(서울중앙시장, 신중앙시장)",153,16,51,45,17,112,0.732026,0.111111
20254_3130054,20254,3130054,황학동주방가구거리상점가,220,36,64,58,24,158,0.718182,0.109091
20254_3130053,20254,3130053,백학시장,206,12,48,63,31,123,0.597087,0.150485
20254_3130052,20254,3130052,서울중앙시장(신중앙시장),407,75,114,103,42,292,0.717445,0.103194
20254_3130051,20254,3130051,동화동 골목형상점가,691,112,164,181,85,457,0.66136,0.12301
20254_3130050,20254,3130050,청평화시장,274,84,58,52,32,194,0.708029,0.116788
20254_3130049,20254,3130049,신당 미래유산 먹거리 골목형상점가,14,6,2,2,1,10,0.714286,0.071429
20254_3130048,20254,3130048,동평화시장,126,38,26,24,14,88,0.698413,0.111111
20254_3130047,20254,3130047,테크노상가(엘리시움),328,102,68,64,36,234,0.713415,0.109756
20254_3130046,20254,3130046,team204(팀204),116,36,24,22,14,82,0.706897,0.12069
20254_3130042,20254,3130042,약수시장,3917,632,1465,1086,192,3183,0.812612,0.049017
20254_3130038,20254,3130038,"평화시장(통일상가, 동화상가)",13080,3738,3436,2696,1024,9870,0.754587,0.078287
20254_3130036,20254,3130036,중부시장(신중부시장),3023,829,779,632,271,2240,0.740986,0.089646
20254_3130035,20254,3130035,방산종합시장(방산시장),2783,675,673,613,335,1961,0.704635,0.120374
20254_3130034,20254,3130034,필동 골목형상점가,92,14,24,28,7,66,0.717391,0.076087
20254_3130033,20254,3130033,대림상가(청계상가),90,21,22,20,11,63,0.7,0.122222
20254_3130032,20254,3130032,인현시장,1762,507,464,364,137,1335,0.757662,0.077753
20254_3130031,20254,3130031,청계천공구상가,710,156,193,168,69,517,0.728169,0.097183
20254_3130025,20254,3130025,삼익패션타운(남대문시장),5304,994,1874,1454,200,4322,0.814857,0.037707
20254_3130024,20254,3130024,남대문시장(자유상가),26964,5064,9528,7382,1018,21974,0.814938,0.037754
20254_3130022,20254,3130022,숭례문수입상가(남대문시장),1992,374,704,546,74,1624,0.815261,0.037149
20254_3130021,20254,3130021,신설종합시장,50,7,9,12,10,28,0.56,0.2
20254_3130020,20254,3130020,동묘시장(동묘벼룩시장),157,23,29,37,31,89,0.566879,0.197452
20254_3130019,20254,3130019,동대문상가D동,7,0,1,3,1,4,0.571429,0.142857
20254_3130018,20254,3130018,동대문문구완구거리(동대문문구완구시장),318,0,54,112,58,166,0.522013,0.18239
20254_3130017,20254,3130017,동대문상가C동,6,0,1,2,1,3,0.5,0.166667
20254_3130015,20254,3130015,창신골목시장,18,0,1,6,2,7,0.388889,0.111111
20254_3130014,20254,3130014,동문시장,134,4,24,44,24,72,0.537313,0.179104
20254_3130012,20254,3130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",3532,832,1024,874,190,2730,0.772933,0.053794
20254_3130011,20254,3130011,충신시장,401,93,116,100,22,309,0.770574,0.054863
20254_3130010,20254,3130010,종로신진시장,2692,638,776,668,144,2082,0.773403,0.053492
