worker_id,base_year_quarter_code,commercial_code,commercial_name,total_worker_population,age_20_worker_population,age_30_worker_population,age_40_worker_population,age_60_plus_worker_population,age_20_40_worker,age_20_40_worker_ratio,age_60_plus_worker_ratio
20242_3110675,20242,3110675,화곡4동주민센터,309,58,80,71,34,209,0.676375,0.110032
20242_3110674,20242,3110674,강서구청가양동별관,1182,198,262,332,142,792,0.670051,0.120135
20242_3110673,20242,3110673,뜸부기어린이공원,1006,163,282,242,97,687,0.682903,0.096421
20242_3110672,20242,3110672,백석중학교,198,20,40,50,35,110,0.555556,0.176768
20242_3110671,20242,3110671,등촌1동주민센터,3205,639,837,713,444,2189,0.682995,0.138534
20242_3110670,20242,3110670,신곡초등학교,371,64,101,89,34,254,0.684636,0.091644
20242_3110669,20242,3110669,화곡보람2차아파트,71,10,20,18,7,48,0.676056,0.098592
20242_3110668,20242,3110668,화곡2동주민센터,1708,212,474,450,162,1136,0.665105,0.094848
20242_3110667,20242,3110667,가양역 10번,546,68,117,122,104,307,0.562271,0.190476
20242_3110666,20242,3110666,KC대학교,196,26,52,51,21,129,0.658163,0.107143
20242_3110665,20242,3110665,곰달래도서관,2795,352,772,738,282,1862,0.66619,0.100894
20242_3110664,20242,3110664,강서구청옆,196,28,53,51,20,132,0.673469,0.102041
20242_3110663,20242,3110663,우장산롯데캐슬아파트앞,498,70,136,128,53,334,0.670683,0.106426
20242_3110662,20242,3110662,까치산역 1번,493,61,140,150,50,351,0.711968,0.10142
20242_3110661,20242,3110661,강서새말어린이공원,261,34,71,69,26,174,0.666667,0.099617
20242_3110660,20242,3110660,등촌3동주민센터,4370,547,932,980,831,2459,0.5627,0.19016
20242_3110659,20242,3110659,화곡역 4번,922,79,184,234,191,497,0.539046,0.207158
20242_3110658,20242,3110658,화곡초등학교,306,28,61,77,65,166,0.542484,0.212418
20242_3110657,20242,3110657,양천향교역 5번,2792,346,597,626,535,1569,0.561963,0.191619
20242_3110656,20242,3110656,까치산역 3번,684,52,147,175,108,374,0.546784,0.157895
20242_3110655,20242,3110655,발산역 5번,1048,230,236,226,137,692,0.660305,0.130725
20242_3110654,20242,3110654,까치산역 4번,963,86,202,245,150,533,0.553479,0.155763
20242_3110653,20242,3110653,화곡역 2번,449,100,103,95,56,298,0.663697,0.124722
20242_3110652,20242,3110652,양천향교역 2번,168,17,36,38,35,91,0.541667,0.208333
20242_3110651,20242,3110651,화원중학교,501,45,104,126,80,275,0.548902,0.159681
20242_3110650,20242,3110650,우장산힐스테이트,349,76,78,75,46,229,0.65616,0.131805
20242_3110649,20242,3110649,우장산역 1번,572,125,128,123,74,376,0.657343,0.129371
20242_3110648,20242,3110648,양천향교역 7번,400,41,82,93,86,216,0.54,0.215
20242_3110647,20242,3110647,화곡역 5번,813,74,177,210,122,461,0.567036,0.150062
20242_3110646,20242,3110646,푸른들청소년도서관,1432,199,342,367,194,908,0.634078,0.135475
20242_3110645,20242,3110645,우장산역 4번,671,30,94,185,134,309,0.460507,0.199702
20242_3110644,20242,3110644,신광명마을,123,4,18,34,25,56,0.455285,0.203252
20242_3110643,20242,3110643,강서구다솔마을,1021,171,337,280,34,788,0.771792,0.033301
20242_3110642,20242,3110642,정곡초등학교,169,16,36,43,28,95,0.56213,0.16568
20242_3110641,20242,3110641,공항고등학교,421,43,89,104,62,236,0.56057,0.147268
20242_3110640,20242,3110640,방화역 1번,1520,149,326,386,241,861,0.566447,0.158553
20242_3110639,20242,3110639,신방화역 8번,371,34,79,95,54,208,0.560647,0.145553
20242_3110638,20242,3110638,신방화역 2번,1329,132,286,331,197,749,0.563582,0.148232
20242_3110637,20242,3110637,송정역 2번,514,85,172,141,15,398,0.774319,0.029183
20242_3110636,20242,3110636,방화역 2번,311,29,67,78,47,174,0.559486,0.151125
20242_3110635,20242,3110635,공항시장역 3번,345,52,105,95,18,252,0.730435,0.052174
20242_3110634,20242,3110634,송정역 3번,1273,213,425,350,34,988,0.776119,0.026709
20242_3110633,20242,3110633,개화산역 1번,102,9,21,24,19,54,0.529412,0.186275
20242_3110632,20242,3110632,방화역 3번,555,53,119,140,83,312,0.562162,0.14955
20242_3110631,20242,3110631,방화초등학교,94,5,17,21,21,43,0.457447,0.223404
20242_3110630,20242,3110630,공항시장역 1번,321,20,63,77,68,160,0.498442,0.211838
20242_3110629,20242,3110629,송정역 4번,215,35,71,60,7,166,0.772093,0.032558
20242_3110628,20242,3110628,신목동역,453,64,110,121,55,295,0.651214,0.121413
20242_3110627,20242,3110627,신정롯데캐슬아파트,5756,1043,1875,1545,276,4463,0.775365,0.04795
20242_3110626,20242,3110626,양화초등학교,731,101,177,195,91,473,0.647059,0.124487
20242_3110625,20242,3110625,신정2동주민센터,10107,1830,3287,2711,489,7828,0.774513,0.048382
20242_3110624,20242,3110624,목동문화체육센터,158,20,40,41,21,101,0.639241,0.132911
20242_3110623,20242,3110623,갈산공원,422,48,98,126,50,272,0.64455,0.118483
20242_3110622,20242,3110622,달마을공원,545,74,132,147,66,353,0.647706,0.121101
20242_3110621,20242,3110621,목동역 5번,291,51,79,74,28,204,0.701031,0.09622
20242_3110620,20242,3110620,목동보건지소,630,73,143,183,72,399,0.633333,0.114286
20242_3110619,20242,3110619,목4동주민센터,208,25,48,62,21,135,0.649038,0.100962
20242_3110618,20242,3110618,강서고등학교,375,38,86,114,39,238,0.634667,0.104
20242_3110617,20242,3110617,등촌역 4번,134,16,30,37,19,83,0.619403,0.141791
20242_3110616,20242,3110616,양목초등학교,263,43,45,51,67,139,0.528517,0.254753
20242_3110615,20242,3110615,신서초등학교,1953,345,490,490,205,1325,0.678443,0.104967
20242_3110614,20242,3110614,목동로데오거리,763,127,135,148,192,410,0.537353,0.251638
20242_3110613,20242,3110613,신정네거리역 4번,257,46,65,64,27,175,0.680934,0.105058
20242_3110612,20242,3110612,신정역 5번,699,116,122,133,179,371,0.530758,0.25608
20242_3110611,20242,3110611,신정역 1번,384,63,68,75,96,206,0.536458,0.25
20242_3110610,20242,3110610,계남근린공원,110,7,22,28,29,57,0.518182,0.263636
20242_3110609,20242,3110609,신정네거리역 2번,90,6,17,24,25,47,0.522222,0.277778
20242_3110608,20242,3110608,신월2동주민센터,440,33,72,117,93,222,0.504545,0.211364
20242_3110607,20242,3110607,금빛새마을금고본점,175,15,31,44,37,90,0.514286,0.211429
20242_3110606,20242,3110606,신한은행 신월동지점,390,11,46,92,108,149,0.382051,0.276923
20242_3110605,20242,3110605,목동센트럴아이파크앞,192,19,37,44,40,100,0.520833,0.208333
20242_3110604,20242,3110604,신월4동주민센터,467,17,56,112,126,185,0.396146,0.269807
20242_3110603,20242,3110603,지향초등학교,597,50,115,148,153,313,0.524288,0.256281
20242_3110602,20242,3110602,신월시영아파트중문,811,88,135,166,229,389,0.479655,0.282367
20242_3110601,20242,3110601,신월1동우편취급국,614,48,105,146,105,299,0.486971,0.17101
20242_3110600,20242,3110600,신월7동주민센터,671,71,111,138,191,320,0.4769,0.28465
20242_3110599,20242,3110599,신월1파출소,299,23,49,70,52,142,0.474916,0.173913
20242_3110598,20242,3110598,신월문화체육센터,636,69,105,129,180,303,0.476415,0.283019
20242_3110597,20242,3110597,신월1동주민센터,447,33,78,106,77,217,0.485459,0.17226
20242_3110596,20242,3110596,서서울호수공원,180,14,34,40,34,88,0.488889,0.188889
20242_3110595,20242,3110595,메디힐병원,964,105,256,252,101,613,0.635892,0.104772
20242_3110594,20242,3110594,신월중학교,187,21,46,50,20,117,0.625668,0.106952
20242_3110593,20242,3110593,신월3동주민센터,344,25,62,82,63,169,0.491279,0.18314
20242_3110592,20242,3110592,서울금융고등학교,292,26,55,67,53,148,0.506849,0.181507
20242_3110591,20242,3110591,충정로역 6번,166,37,51,42,8,130,0.783133,0.048193
20242_3110590,20242,3110590,만리재,300,65,86,79,16,230,0.766667,0.053333
20242_3110589,20242,3110589,애오개역 3번,115,26,32,33,5,91,0.791304,0.043478
20242_3110588,20242,3110588,한겨레신문사,660,148,183,186,31,517,0.783333,0.04697
20242_3110587,20242,3110587,공덕동주민센터,909,204,252,248,48,704,0.774477,0.052805
20242_3110586,20242,3110586,서울서부지방법원,3762,835,1043,1029,190,2907,0.772727,0.050505
20242_3110585,20242,3110585,마포경찰서,235,46,76,67,6,189,0.804255,0.025532
20242_3110584,20242,3110584,아현역 4번,182,34,60,52,4,146,0.802198,0.021978
20242_3110583,20242,3110583,공덕래미안3차아파트,362,70,119,103,8,292,0.80663,0.022099
20242_3110582,20242,3110582,이대역 5번,282,95,67,46,27,208,0.737589,0.095745
20242_3110581,20242,3110581,염리초등학교,246,36,61,58,43,155,0.630081,0.174797
20242_3110580,20242,3110580,양원초등학교,152,67,32,21,11,120,0.789474,0.072368
20242_3110579,20242,3110579,마포역 4번,1163,215,286,292,112,793,0.681857,0.096303
20242_3110578,20242,3110578,대흥역 2번,1265,302,287,244,173,833,0.658498,0.136759
20242_3110577,20242,3110577,용강동주민센터,699,101,172,165,122,438,0.626609,0.174535
20242_3110576,20242,3110576,대흥역 3번,1146,331,258,204,140,793,0.691972,0.122164
20242_3110575,20242,3110575,대흥동주민센터,331,142,76,46,22,264,0.797583,0.066465
20242_3110574,20242,3110574,서강대학교,187,77,42,26,16,145,0.775401,0.085561
20242_3110573,20242,3110573,신촌역 6번,104,44,24,15,8,83,0.798077,0.076923
20242_3110572,20242,3110572,서강대역 1번,1052,229,278,248,77,755,0.717681,0.073194
20242_3110571,20242,3110571,신수동주민센터,1194,145,332,335,88,812,0.680067,0.073702
20242_3110570,20242,3110570,KB국민은행 서강지점,219,26,62,62,16,150,0.684932,0.073059
20242_3110569,20242,3110569,홍대땡땡거리,736,144,196,175,93,515,0.699728,0.126359
20242_3110568,20242,3110568,광흥창역 1번,158,26,40,38,24,104,0.658228,0.151899
20242_3110567,20242,3110567,광흥창역 6번,286,52,69,66,42,187,0.653846,0.146853
20242_3110566,20242,3110566,경의선책거리,1341,281,378,309,148,968,0.721849,0.110365
20242_3110565,20242,3110565,홍익대,241,41,58,59,35,158,0.655602,0.145228
20242_3110564,20242,3110564,홍대입구역 3번,543,115,152,126,61,393,0.723757,0.112339
20242_3110563,20242,3110563,상수역 3번,275,47,67,65,42,179,0.650909,0.152727
20242_3110562,20242,3110562,연트럴파크(연남동주민센터),309,49,73,78,39,200,0.647249,0.126214
20242_3110561,20242,3110561,상수역 4번,372,61,94,89,53,244,0.655914,0.142473
20242_3110560,20242,3110560,마포FM,513,70,114,122,105,306,0.596491,0.204678
20242_3110559,20242,3110559,성산중학교,841,141,247,227,73,615,0.731272,0.086801
20242_3110558,20242,3110558,경성고등학교,1872,235,400,437,430,1072,0.57265,0.229701
20242_3110557,20242,3110557,홍대부속여중고앞,898,151,224,206,153,581,0.646993,0.170379
20242_3110556,20242,3110556,절두산순교성지,170,27,52,47,14,126,0.741176,0.082353
20242_3110555,20242,3110555,홍익지구대,341,73,94,79,38,246,0.721408,0.111437
20242_3110554,20242,3110554,망원역 1번,1139,237,320,265,130,822,0.721686,0.114135
20242_3110553,20242,3110553,가좌역 2번,272,18,52,78,34,148,0.544118,0.125
20242_3110552,20242,3110552,성미산체육관,1000,126,208,230,240,564,0.564,0.24
20242_3110551,20242,3110551,성서초등학교,486,62,103,113,112,278,0.572016,0.230453
20242_3110550,20242,3110550,합정역 8번,1259,205,371,338,117,914,0.725973,0.092931
20242_3110549,20242,3110549,새터산,93,5,14,30,10,49,0.526882,0.107527
20242_3110548,20242,3110548,마포구청역 4번,951,119,199,218,227,536,0.563617,0.238696
20242_3110547,20242,3110547,KB국민은행 망원동지점,736,90,139,158,125,387,0.525815,0.169837
