senior_id,facility_name,facility_type,district_code,district_name,facility_address
C0102545092,수표교교회서초노인대학,노인여가복지시설,1165000000,서초구,서울특별시 서초구 명달로 52 (서초동)
C0103568439,서초노인대학,노인여가복지시설,1165000000,서초구,서울특별시 서초구 서초대로54길 45 (서초동)
C0103578338,효성교회노인교실,노인여가복지시설,1165000000,서초구,서울특별시 서초구 서초대로34가길 43 (방배동)
C0103979406,난곡동 성가정 시니어아카데미,노인여가복지시설,1162000000,관악구,서울특별시 관악구 난곡로26길 43 (신림동)
C0104316590,서대문성당성심회노인교실,노인여가복지시설,1141000000,서대문구,"서울특별시 서대문구 통일로9길 11 (냉천동, 서대문성당)"
C0105913247,강서제자노인교실,노인여가복지시설,1150000000,강서구,서울특별시 강서구 방화동로 52 (방화동)
C0107493822,오병이어,노인여가복지시설,1138000000,은평구,서울특별시 은평구 역말로8길 25 (대조동)
C0108219572,남산시민대학,노인여가복지시설,1117000000,용산구,서울특별시 용산구 서빙고로 39 (한강로3가)
C0113983779,이태원감리교회 실버아카데미,노인여가복지시설,1117000000,용산구,"서울특별시 용산구 이태원로15길 1, 3층 (이태원동)"
C0115149410,평광교회 GS(Golden Senior) 대학,노인여가복지시설,1147000000,양천구,서울특별시 양천구 목동 909번지 2호 평광교회
C0116434848,서문교회 장수대학,노인여가복지시설,1138000000,은평구,"서울특별시 은평구 가좌로10길 10 (응암동, 서문교회)"
C0119379370,구산교회 실버대학,노인여가복지시설,1138000000,은평구,서울특별시 은평구 구산동 16번지 26호
C0120436149,북가좌2동노인복지센터,노인여가복지시설,1141000000,서대문구,서울특별시 서대문구 증가로20길 43 (북가좌동)
C0128012503,동작휴양소,노인여가복지시설,1159000000,동작구,충청남도 태안군 안면읍 중신로 343
C0128270562,금천어르신복지센터,노인여가복지시설,1154500000,금천구,서울특별시 금천구 독산동 1088번지 1호
C0133637546,한성늘푸른대학,노인여가복지시설,1138000000,은평구,서울특별시 은평구 응암로20길 23 (응암동)
C0133649551,역촌 시니어 아카데미,노인여가복지시설,1138000000,은평구,서울특별시 은평구 역말로 14 (역촌동)
C0134474281,연동실버아카데미,노인여가복지시설,1111000000,종로구,서울특별시 종로구 김상옥로 37 (연지동)
