model_name,precision_at_1,precision_at_3,precision_at_5,precision_at_10,recall_at_1,recall_at_3,recall_at_5,recall_at_10,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10
baseline,0.01775147928994083,0.007889546351084813,0.015384615384615385,0.024852071005917162,0.01775147928994083,0.023668639053254437,0.07692307692307693,0.2485207100591716,0.01775147928994083,0.02148479144125123,0.042864356634312935,0.09630789486458614
district_weighted,0.07100591715976332,0.03747534516765286,0.03550295857988166,0.024852071005917162,0.07100591715976332,0.11242603550295859,0.17751479289940827,0.2485207100591716,0.07100591715976332,0.09404017314032173,0.120516502334252,0.14360014500940002
place_type_weighted,0.01775147928994083,0.007889546351084813,0.015384615384615385,0.024852071005917162,0.01775147928994083,0.023668639053254437,0.07692307692307693,0.2485207100591716,0.01775147928994083,0.02148479144125123,0.042864356634312935,0.09630789486458614
time_weighted,0.01775147928994083,0.007889546351084813,0.015384615384615385,0.024260355029585803,0.01775147928994083,0.023668639053254437,0.07692307692307693,0.24260355029585798,0.01775147928994083,0.02148479144125123,0.042864356634312935,0.09452665228669277
proposed,0.07100591715976332,0.03747534516765286,0.03550295857988166,0.024852071005917162,0.07100591715976332,0.11242603550295859,0.17751479289940827,0.2485207100591716,0.07100591715976332,0.09404017314032173,0.120516502334252,0.14360014500940002
