model_name,precision_at_1,precision_at_3,precision_at_5,precision_at_10,recall_at_1,recall_at_3,recall_at_5,recall_at_10,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10
baseline,0.02857142857142857,0.009523809523809523,0.02,0.027142857142857146,0.02857142857142857,0.02857142857142857,0.1,0.2714285714285714,0.02857142857142857,0.02857142857142857,0.05682982552873656,0.11047331575897554
district_weighted,0.04285714285714286,0.02857142857142857,0.037142857142857144,0.027142857142857146,0.04285714285714286,0.08571428571428572,0.18571428571428572,0.2714285714285714,0.04285714285714286,0.06428571428571428,0.10484915575940494,0.13335738309272524
place_type_weighted,0.02857142857142857,0.009523809523809523,0.02,0.027142857142857146,0.02857142857142857,0.02857142857142857,0.1,0.2714285714285714,0.02857142857142857,0.02857142857142857,0.05682982552873656,0.11047331575897554
time_weighted,0.02857142857142857,0.009523809523809523,0.02,0.027142857142857146,0.02857142857142857,0.02857142857142857,0.1,0.2714285714285714,0.02857142857142857,0.02857142857142857,0.05682982552873656,0.11047331575897554
proposed,0.04285714285714286,0.02857142857142857,0.037142857142857144,0.027142857142857146,0.04285714285714286,0.08571428571428572,0.18571428571428572,0.2714285714285714,0.04285714285714286,0.06428571428571428,0.10484915575940494,0.13335738309272524
