query_id,k,precision_at_k,recall_at_k,ndcg_at_k,hits,total_relevant,recommended_count_at_k,matched_gold_ids,match_methods
OH_20260522_1500_동작구_남성시장_OH_0126,10,0.1,1.0,0.38685280723454163,1,1,10,OH_0126,partial
OH_20260522_1530_동작구_이수역14번출구_OH_0127,1,0.0,0.0,0.0,0,1,1,,
OH_20260522_1530_동작구_이수역14번출구_OH_0127,3,0.0,0.0,0.0,0,1,3,,
OH_20260522_1530_동작구_이수역14번출구_OH_0127,5,0.0,0.0,0.0,0,1,5,,
OH_20260522_1530_동작구_이수역14번출구_OH_0127,10,0.0,0.0,0.0,0,1,10,,
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,1,0.0,0.0,0.0,0,1,1,,
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,3,0.0,0.0,0.0,0,1,3,,
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,5,0.0,0.0,0.0,0,1,5,,
OH_20260522_1730_영등포구_영등포지하상가_OH_0128,10,0.0,0.0,0.0,0,1,10,,
OH_20260522_1900_마포구_홍대상상마당_OH_0129,1,0.0,0.0,0.0,0,1,1,,
OH_20260522_1900_마포구_홍대상상마당_OH_0129,3,0.0,0.0,0.0,0,1,3,,
OH_20260522_1900_마포구_홍대상상마당_OH_0129,5,0.0,0.0,0.0,0,1,5,,
OH_20260522_1900_마포구_홍대상상마당_OH_0129,10,0.0,0.0,0.0,0,1,10,,
OH_20260524_1500_중구_돈화문사거리_OH_0134,1,0.0,0.0,0.0,0,1,1,,
OH_20260524_1500_중구_돈화문사거리_OH_0134,3,0.0,0.0,0.0,0,1,3,,
OH_20260524_1500_중구_돈화문사거리_OH_0134,5,0.0,0.0,0.0,0,1,5,,
OH_20260524_1500_중구_돈화문사거리_OH_0134,10,0.0,0.0,0.0,0,1,10,,
OH_20260524_1630_중랑구_동원시장_OH_0135,1,0.0,0.0,0.0,0,1,1,,
OH_20260524_1630_중랑구_동원시장_OH_0135,3,0.0,0.0,0.0,0,1,3,,
OH_20260524_1630_중랑구_동원시장_OH_0135,5,0.0,0.0,0.0,0,1,5,,
OH_20260524_1630_중랑구_동원시장_OH_0135,10,0.0,0.0,0.0,0,1,10,,
OH_20260524_2000_서초구_잠수교_OH_0137,1,0.0,0.0,0.0,0,1,1,,
OH_20260524_2000_서초구_잠수교_OH_0137,3,0.0,0.0,0.0,0,1,3,,
OH_20260524_2000_서초구_잠수교_OH_0137,5,0.0,0.0,0.0,0,1,5,,
OH_20260524_2000_서초구_잠수교_OH_0137,10,0.0,0.0,0.0,0,1,10,,
