k,precision_at_k,recall_at_k,ndcg_at_k,query_count
1,0.07100591715976332,0.07100591715976332,0.07100591715976332,169
3,0.0690335305719921,0.20710059171597633,0.14989950621302014,169
5,0.0804733727810651,0.40236686390532544,0.22984711806509323,169
10,0.06449704142011835,0.6449704142011834,0.30856136175757226,169
