k,precision_at_k,recall_at_k,ndcg_at_k,query_count
1,0.07100591715976332,0.07100591715976332,0.07100591715976332,169
3,0.0670611439842209,0.20118343195266272,0.14694092633136335,169
5,0.07928994082840236,0.39644970414201186,0.22636991391315417,169
10,0.06804733727810651,0.6804733727810651,0.31822576680259196,169
