k,precision_at_k,recall_at_k,ndcg_at_k,query_count
1,0.10059171597633136,0.10059171597633136,0.10059171597633136,169
3,0.05522682445759368,0.16568047337278108,0.1377844882924778,169
5,0.04142011834319527,0.20710059171597633,0.15484522589009433,169
10,0.024852071005917162,0.2485207100591716,0.16903179871843646,169
